trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-06-01,6944,959.0,959.0,922.0,932.0,530948,494244541,2040,listed
2026-06-02,6944,938.0,938.0,899.0,900.0,840607,766267030,3100,listed
2026-06-03,6944,908.0,917.0,905.0,914.0,362232,330142255,1132,listed
2026-06-04,6944,912.0,953.0,906.0,934.0,959689,903711401,2260,listed
2026-06-05,6944,934.0,960.0,920.0,939.0,668281,630666301,1948,listed
2026-06-08,6944,870.0,911.0,862.0,911.0,969764,861783445,2895,listed
2026-06-09,6944,912.0,934.0,906.0,927.0,601478,552337724,1228,listed
2026-06-10,6944,919.0,948.0,906.0,908.0,988414,915915455,1797,listed
2026-06-11,6944,908.0,950.0,900.0,937.0,1000495,924890628,2009,listed
2026-06-12,6944,950.0,1015.0,949.0,991.0,2060580,2032152759,5134,listed
2026-06-15,6944,1020.0,1030.0,995.0,1005.0,832223,842100205,2372,listed
2026-06-16,6944,1005.0,1010.0,981.0,998.0,1025581,1021030978,2167,listed
2026-06-17,6944,996.0,1025.0,987.0,1025.0,736946,738856568,2254,listed
2026-06-18,6944,1025.0,1045.0,1010.0,1045.0,680017,702704265,1654,listed
