trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-06-01,6585,97.9,99.9,96.8,98.0,187882,18459559,202,listed
2026-06-02,6585,99.8,104.5,98.1,102.0,527922,54198803,774,listed
2026-06-03,6585,102.5,102.5,99.2,99.2,295668,29669839,462,listed
2026-06-04,6585,99.6,109.0,99.6,109.0,1167095,123165655,868,listed
2026-06-05,6585,109.0,116.0,108.5,112.0,1621915,181512819,1596,listed
2026-06-08,6585,106.5,123.0,106.5,123.0,3575246,425200727,3438,listed
2026-06-09,6585,123.0,131.5,120.0,127.0,3412339,433216718,2879,listed
2026-06-10,6585,124.0,128.5,121.5,126.0,1449825,181970884,1240,listed
2026-06-11,6585,130.0,130.0,123.0,124.5,1195356,151121367,1085,listed
2026-06-12,6585,130.5,136.5,127.5,136.0,1908615,256869597,2383,listed
2026-06-15,6585,133.5,142.0,133.0,136.0,1466985,201137988,1429,listed
2026-06-16,6585,136.5,139.5,134.5,138.5,924902,126693765,1219,listed
2026-06-17,6585,138.5,140.0,135.0,136.5,587448,80878246,904,listed
2026-06-18,6585,139.5,140.0,135.0,138.0,743593,102144315,643,listed
