trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-05-04,2342,33.9,36.6,33.8,36.1,10334062,368498188,7487,listed
2026-05-05,2342,37.65,39.7,37.65,39.7,7017435,275477469,3169,listed
2026-05-06,2342,42.0,43.6,38.65,41.8,38069104,1560145514,21438,listed
2026-05-07,2342,41.75,45.95,40.6,45.95,16079768,715959265,8698,listed
2026-05-08,2342,45.75,46.7,42.4,43.8,31903418,1429648346,19014,listed
2026-05-11,2342,43.8,45.2,41.9,43.05,15791982,687711165,9195,listed
2026-05-12,2342,42.2,44.8,40.9,44.1,13768248,592730883,8008,listed
2026-05-13,2342,43.8,44.55,41.0,41.0,12724719,538817180,10237,listed
2026-05-14,2342,41.75,43.55,41.5,42.15,9221897,391229436,6425,listed
2026-05-15,2342,42.8,43.2,40.0,40.45,6889946,284490370,5343,listed
2026-05-18,2342,39.5,40.2,38.05,39.65,3850197,151347941,2477,listed
2026-05-19,2342,39.75,40.3,37.6,38.55,5533234,214255192,3463,listed
2026-05-20,2342,39.1,39.4,38.0,38.25,2390871,92334849,1829,listed
2026-05-21,2342,39.95,41.5,39.95,40.45,4483929,182418707,3542,listed
2026-05-22,2342,41.3,41.6,40.4,41.4,4583060,188516707,3362,listed
2026-05-25,2342,43.35,44.4,42.2,43.15,8930361,386299551,5739,listed
2026-05-26,2342,45.85,47.45,43.05,43.35,19274704,879136317,12103,listed
2026-05-27,2342,43.6,44.8,42.0,44.05,13295079,580781175,8358,listed
2026-05-28,2342,44.05,46.5,41.8,42.4,13734592,609109818,9321,listed
2026-05-29,2342,44.1,44.75,42.05,42.8,5841696,251357222,3700,listed
2026-06-01,2342,42.55,43.3,41.5,41.7,5208118,218941415,3717,listed
2026-06-02,2342,41.75,42.4,39.7,40.6,4794854,194521440,3192,listed
2026-06-03,2342,40.7,44.65,40.5,44.65,15954646,703350497,9041,listed
2026-06-04,2342,43.3,47.25,42.5,43.05,18426716,827993099,11338,listed
2026-06-05,2342,43.05,43.3,40.0,41.4,8124688,338402066,5491,listed
2026-06-08,2342,37.3,39.75,37.3,38.9,4264816,162796288,2992,listed
2026-06-09,2342,38.9,41.6,38.1,41.35,5211948,208481425,3438,listed
2026-06-10,2342,41.0,42.0,38.8,38.85,7074624,287615422,5025,listed
2026-06-11,2342,38.85,39.95,36.65,39.7,5401622,209595805,3668,listed
2026-06-12,2342,40.55,42.45,40.55,40.9,6056369,251890589,4205,listed
2026-06-15,2342,41.9,44.85,41.75,43.7,11727111,510858222,7795,listed
2026-06-16,2342,44.75,48.05,44.75,48.05,15338141,732586970,6358,listed
2026-06-17,2342,48.8,51.5,47.25,50.2,50499689,2499599658,28872,listed
2026-06-18,2342,52.0,55.2,51.3,55.2,29235308,1572576597,14985,listed
