trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-06-01,8422,27.0,28.4,27.0,27.7,15510946,430965711,8182,listed
2026-06-02,8422,27.95,27.95,26.75,27.35,14062178,381451831,8095,listed
2026-06-03,8422,27.4,28.3,27.1,28.1,19432395,542486308,8989,listed
2026-06-04,8422,28.55,28.55,27.95,28.25,14090189,398400801,6906,listed
2026-06-05,8422,28.5,28.5,27.75,28.1,11395793,319060795,5235,listed
2026-06-08,8422,26.1,27.2,26.1,26.95,12955716,348432446,6576,listed
2026-06-09,8422,29.3,29.6,29.0,29.6,23215533,686622410,5192,listed
2026-06-10,8422,31.5,31.65,30.1,30.25,91841488,2838137813,40000,listed
2026-06-11,8422,30.4,30.4,28.8,29.25,31527886,924702506,15802,listed
2026-06-12,8422,29.5,29.95,29.0,29.0,14803601,435219800,8130,listed
2026-06-15,8422,29.5,29.5,28.7,28.75,12999388,376565473,6793,listed
2026-06-16,8422,29.0,29.0,28.05,28.05,12345193,348865074,7272,listed
2026-06-17,8422,28.1,28.85,28.05,28.45,8570406,244325298,5216,listed
2026-06-18,8422,28.6,28.6,28.1,28.1,9757045,275719066,5567,listed
