trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-06-01,9933,39.8,40.1,39.35,39.65,3987304,158152491,3361,listed
2026-06-02,9933,39.65,39.65,38.85,39.35,3971774,155868550,3011,listed
2026-06-03,9933,40.55,43.1,40.55,42.7,20359443,860799015,15517,listed
2026-06-04,9933,42.7,43.45,41.8,42.15,10861327,463038567,10010,listed
2026-06-05,9933,42.15,43.45,41.55,43.45,8685086,371126201,6294,listed
2026-06-08,9933,41.4,42.6,40.65,41.8,8591690,357293511,5534,listed
2026-06-09,9933,42.2,42.8,40.65,40.85,7855899,325657233,5153,listed
2026-06-10,9933,40.4,41.3,39.85,40.5,7970003,322818230,4706,listed
2026-06-11,9933,40.9,41.4,40.1,41.25,7352904,299739728,3789,listed
2026-06-12,9933,41.75,42.1,40.8,40.95,3836378,158628057,2688,listed
2026-06-15,9933,41.6,43.2,41.35,42.8,8082505,343776660,4628,listed
2026-06-16,9933,43.25,43.3,42.3,42.35,4466814,190700706,3023,listed
2026-06-17,9933,42.0,43.6,41.95,43.05,5087816,219031663,3202,listed
2026-06-18,9933,43.2,43.8,42.3,42.65,4305688,185116594,4664,listed
