trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-06-01,7786,118.5,118.5,114.0,115.0,432780,49856647,413,listed
2026-06-02,7786,115.0,115.5,113.0,114.0,340762,38733159,400,listed
2026-06-03,7786,114.5,125.0,113.0,124.0,964656,118130261,907,listed
2026-06-04,7786,123.5,124.5,120.5,121.5,393667,48193406,394,listed
2026-06-05,7786,121.5,133.0,121.5,125.0,670502,85076601,688,listed
2026-06-08,7786,115.5,123.5,115.5,120.0,323576,38975377,336,listed
2026-06-09,7786,119.5,122.5,119.0,120.5,215170,25939854,236,listed
2026-06-10,7786,120.5,123.0,119.0,120.5,195206,23567464,186,listed
2026-06-11,7786,126.0,132.5,122.0,130.0,949428,123157680,1655,listed
2026-06-12,7786,133.0,134.5,125.5,127.0,416429,53470397,446,listed
2026-06-15,7786,129.0,130.0,126.5,127.0,128439,16423205,171,listed
2026-06-16,7786,128.5,130.0,125.0,129.0,310827,39347696,263,listed
2026-06-17,7786,129.0,130.5,127.5,129.0,252091,32654226,214,listed
2026-06-18,7786,129.0,130.0,128.0,130.0,205317,26531767,166,listed
