trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-06-01,6919,101.5,102.5,98.5,98.6,5048806,500502322,4802,listed
2026-06-02,6919,98.6,99.6,96.7,96.8,3659746,356371067,4174,listed
2026-06-03,6919,97.2,98.0,96.5,96.5,2601565,252307871,2950,listed
2026-06-04,6919,98.0,101.5,96.4,96.4,5762186,567233269,4799,listed
2026-06-05,6919,97.1,99.8,96.0,96.0,4288969,416006742,3810,listed
2026-06-08,6919,88.0,94.5,88.0,91.5,5470458,501857374,4742,listed
2026-06-09,6919,91.5,94.2,90.7,91.3,3040537,279990297,3076,listed
2026-06-10,6919,91.0,91.9,88.3,88.4,4672612,420178691,5113,listed
2026-06-11,6919,88.9,89.4,87.0,88.2,3248974,285911737,3369,listed
2026-06-12,6919,89.9,93.0,89.1,92.7,2878718,262152726,2781,listed
2026-06-15,6919,94.0,98.5,93.0,95.5,4331095,416809099,3765,listed
2026-06-16,6919,96.3,97.5,94.3,96.6,3186022,306034820,4914,listed
2026-06-17,6919,96.2,100.5,95.1,99.1,4908955,484091123,5869,listed
2026-06-18,6919,99.2,109.0,99.1,109.0,53934831,5809502422,20950,listed
