trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-06-01,9924,42.5,42.8,42.25,42.65,146966,6240487,277,listed
2026-06-02,9924,42.7,42.95,42.45,42.8,101397,4332861,166,listed
2026-06-03,9924,43.1,43.15,42.85,42.9,190671,8198421,267,listed
2026-06-04,9924,43.0,43.3,42.9,43.3,294354,12684412,247,listed
2026-06-05,9924,43.35,43.35,42.85,43.2,190797,8228542,489,listed
2026-06-08,9924,42.95,43.1,42.1,42.8,274523,11742530,352,listed
2026-06-09,9924,40.05,41.4,40.05,40.4,445805,18074667,1744,listed
2026-06-10,9924,40.4,40.95,40.3,40.65,218223,8869730,353,listed
2026-06-11,9924,40.8,40.8,40.2,40.45,227938,9204453,348,listed
2026-06-12,9924,40.55,40.95,40.5,40.85,112291,4568462,129,listed
2026-06-15,9924,41.0,41.15,40.7,40.9,96967,3967485,138,listed
2026-06-16,9924,40.7,40.85,40.35,40.5,113024,4584052,160,listed
2026-06-17,9924,40.5,40.7,40.4,40.45,86378,3501197,107,listed
2026-06-18,9924,40.45,40.85,40.45,40.65,90995,3698352,124,listed
