stock_id,company_name,market,valuation_date,pe_ratio,pb_ratio,dividend_yield_pct,fetched_at
2402,毅嘉,twse,1150618,35.9,3.03,2.86,2026-06-19T12:10:06
2404,漢唐,twse,1150618,23.51,16.61,3.16,2026-06-19T12:10:06
2405,輔信,twse,1150618,,1.87,0.53,2026-06-19T12:10:06
2406,國碩,twse,1150618,,3.34,,2026-06-19T12:10:06
2408,南亞科,twse,1150618,41.14,7.38,0.29,2026-06-19T12:10:06
2409,友達,twse,1150618,87.97,1.42,1.42,2026-06-19T12:10:06
2412,中華電,twse,1150618,28.63,2.82,3.61,2026-06-19T12:10:06
2413,環科,twse,1150618,73.38,3.47,0.88,2026-06-19T12:10:06
2414,精技,twse,1150618,17.79,2.97,4.78,2026-06-19T12:10:06
2415,錩新,twse,1150618,15.81,1.54,5.24,2026-06-19T12:10:06
2417,圓剛,twse,1150618,177.31,2.13,0.54,2026-06-19T12:10:06
2419,仲琦,twse,1150618,,1.97,,2026-06-19T12:10:06
2420,新巨,twse,1150618,15.53,2.25,4.9,2026-06-19T12:10:06
2421,建準,twse,1150618,17.7,3.66,3.61,2026-06-19T12:10:06
2423,固緯,twse,1150618,21.83,4.01,3.22,2026-06-19T12:10:06
2424,隴華,twse,1150618,,2.28,,2026-06-19T12:10:06
2425,承啟,twse,1150618,,1.52,0.25,2026-06-19T12:10:06
2426,鼎元,twse,1150618,,6.54,0.12,2026-06-19T12:10:06
2427,三商電,twse,1150618,17.42,1.28,3.14,2026-06-19T12:10:06
2428,興勤,twse,1150618,28.73,3.44,1.87,2026-06-19T12:10:06
2429,銘旺科,twse,1150618,,4.5,,2026-06-19T12:10:06
2430,燦坤,twse,1150618,38.44,0.5,4.34,2026-06-19T12:10:06
2431,聯昌,twse,1150618,,1.21,,2026-06-19T12:10:06
2432,倚天酷碁-創,twse,1150618,14.84,1.6,5.96,2026-06-19T12:10:06
2433,互盛電,twse,1150618,14.59,2.09,6.07,2026-06-19T12:10:06
2434,統懋,twse,1150618,,3.07,,2026-06-19T12:10:06
2436,偉詮電,twse,1150618,21.78,3.33,2.67,2026-06-19T12:10:06
2438,翔耀,twse,1150618,,3.62,,2026-06-19T12:10:06
2439,美律,twse,1150618,18.78,1.38,4.33,2026-06-19T12:10:06
2440,太空梭,twse,1150618,,1.18,,2026-06-19T12:10:06
2441,超豐,twse,1150618,28.91,3.04,2.22,2026-06-19T12:10:06
2442,新美齊,twse,1150618,3.78,0.85,13.6,2026-06-19T12:10:06
2444,兆勁,twse,1150618,,1.82,,2026-06-19T12:10:06
2449,京元電子,twse,1150618,41.86,6.93,0.49,2026-06-19T12:10:06
2450,神腦,twse,1150618,19.05,1.23,5.32,2026-06-19T12:10:06
2451,創見,twse,1150618,10.07,5.12,3.78,2026-06-19T12:10:06
2453,凌群,twse,1150618,18.03,2.77,4.95,2026-06-19T12:10:06
2454,聯發科,twse,1150618,69.96,17.95,1.22,2026-06-19T12:10:06
2455,全新,twse,1150618,131.23,20.98,0.63,2026-06-19T12:10:06
2457,飛宏,twse,1150618,,1.36,,2026-06-19T12:10:06
2458,義隆,twse,1150618,18.94,5.09,4.11,2026-06-19T12:10:06
2459,敦吉,twse,1150618,12.31,1.22,6.52,2026-06-19T12:10:06
2460,建通,twse,1150618,,3.71,,2026-06-19T12:10:06
2461,光群雷,twse,1150618,,1.03,,2026-06-19T12:10:06
2462,良得電,twse,1150618,363.57,1.15,0.79,2026-06-19T12:10:06
2464,盟立,twse,1150618,,7.06,0.29,2026-06-19T12:10:06
2465,麗臺,twse,1150618,61.29,6.31,,2026-06-19T12:10:06
2466,冠西電,twse,1150618,67.7,4.27,,2026-06-19T12:10:06
2467,志聖,twse,1150618,79.65,11.23,0.92,2026-06-19T12:10:06
2468,華經,twse,1150618,29.69,2.05,2.63,2026-06-19T12:10:06
2471,資通,twse,1150618,14.05,2.62,6.15,2026-06-19T12:10:06
2472,立隆電,twse,1150618,46.47,6.89,0.87,2026-06-19T12:10:06
2474,可成,twse,1150618,19.4,0.8,5.02,2026-06-19T12:10:06
2476,鉅祥,twse,1150618,28.6,2.94,2.4,2026-06-19T12:10:06
2477,美隆電,twse,1150618,13.52,0.85,6.39,2026-06-19T12:10:06
2478,大毅,twse,1150618,63.07,4.6,0.85,2026-06-19T12:10:06
2480,敦陽科,twse,1150618,18.3,5.47,5.08,2026-06-19T12:10:06
2481,強茂,twse,1150618,50.79,4.22,1.13,2026-06-19T12:10:06
2482,連宇,twse,1150618,,1.27,0.58,2026-06-19T12:10:06
2483,百容,twse,1150618,43.1,1.65,0.76,2026-06-19T12:10:06
2484,希華,twse,1150618,96.22,2.77,0.98,2026-06-19T12:10:06
2485,兆赫,twse,1150618,1542.5,3.71,,2026-06-19T12:10:06
2486,一詮,twse,1150618,542.16,12.27,0.18,2026-06-19T12:10:06
2488,漢平,twse,1150618,11.81,1.51,5.47,2026-06-19T12:10:06
2489,瑞軒,twse,1150618,44.17,2.27,2.49,2026-06-19T12:10:06
2491,吉祥全,twse,1150618,11.92,3.36,,2026-06-19T12:10:06
2492,華新科,twse,1150618,107.47,5.09,0.45,2026-06-19T12:10:06
2493,揚博,twse,1150618,64.66,11.94,1.46,2026-06-19T12:10:06
2495,普安,twse,1150618,46.11,3.05,1.54,2026-06-19T12:10:06
2496,卓越,twse,1150618,10.16,1.44,7.69,2026-06-19T12:10:06
2497,怡利電,twse,1150618,26.64,2.55,3.32,2026-06-19T12:10:06
2498,宏達電,twse,1150618,22.42,1.43,1.08,2026-06-19T12:10:06
2501,國建,twse,1150618,6.94,0.99,4.47,2026-06-19T12:10:06
2504,國產,twse,1150618,10.21,1.41,7.74,2026-06-19T12:10:06
2505,國揚,twse,1150618,9.45,0.67,5.32,2026-06-19T12:10:06
2506,太設,twse,1150618,,0.41,2.23,2026-06-19T12:10:06
2509,全坤建,twse,1150618,,0.84,,2026-06-19T12:10:06
2511,太子,twse,1150618,23.49,0.51,3.65,2026-06-19T12:10:06
2514,龍邦,twse,1150618,7.78,0.38,,2026-06-19T12:10:06
2515,中工,twse,1150618,27.81,0.93,3.75,2026-06-19T12:10:06
2516,新建,twse,1150618,11.31,1.43,,2026-06-19T12:10:06
2520,冠德,twse,1150618,15.1,0.89,4.4,2026-06-19T12:10:06
2524,京城,twse,1150618,68.86,0.68,,2026-06-19T12:10:06
2527,宏璟,twse,1150618,7.85,0.48,3.77,2026-06-19T12:10:06
2528,皇普,twse,1150618,9.37,1.36,13.39,2026-06-19T12:10:06
2530,華建,twse,1150618,10.2,1.67,9.25,2026-06-19T12:10:06
2534,宏盛,twse,1150618,17.77,0.57,8.2,2026-06-19T12:10:06
2535,達欣工,twse,1150618,11.24,2.46,4.91,2026-06-19T12:10:06
2536,宏普,twse,1150618,6.75,0.59,8.95,2026-06-19T12:10:06
2537,聯上發,twse,1150618,37.5,0.79,,2026-06-19T12:10:06
2538,基泰,twse,1150618,28.06,0.78,4.95,2026-06-19T12:10:06
2539,櫻花建,twse,1150618,14.12,2.55,7.01,2026-06-19T12:10:06
2540,愛山林,twse,1150618,91.83,3.17,10.89,2026-06-19T12:10:06
2542,興富發,twse,1150618,13.77,1.71,8.94,2026-06-19T12:10:06
2543,皇昌,twse,1150618,17.78,2.32,3.4,2026-06-19T12:10:06
2545,皇翔,twse,1150618,26.05,0.98,7.26,2026-06-19T12:10:06
2546,根基,twse,1150618,10.14,2.03,6.22,2026-06-19T12:10:06
2547,日勝生,twse,1150618,80.0,0.81,7.14,2026-06-19T12:10:06
2548,華固,twse,1150618,8.07,1.61,8.21,2026-06-19T12:10:06
2596,綠意,tpex,1150618,19.25,1.45,4.87,2026-06-19T12:10:06
2597,潤弘,twse,1150618,15.67,5.94,5.43,2026-06-19T12:10:06
2601,益航,twse,1150618,,0.64,,2026-06-19T12:10:06
2603,長榮,twse,1150618,8.44,0.72,8.29,2026-06-19T12:10:06
2605,新興,twse,1150618,14.83,1.03,3.23,2026-06-19T12:10:06
2606,裕民,twse,1150618,11.8,1.28,4.55,2026-06-19T12:10:06
2607,榮運,twse,1150618,10.48,0.84,5.45,2026-06-19T12:10:06
2608,嘉里大榮,twse,1150618,14.48,1.07,5.67,2026-06-19T12:10:06
2609,陽明,twse,1150618,16.66,0.54,3.9,2026-06-19T12:10:06
2610,華航,twse,1150618,8.59,1.31,3.73,2026-06-19T12:10:06
2611,志信,twse,1150618,10.69,1.0,3.71,2026-06-19T12:10:06
2612,中航,twse,1150618,9.78,0.78,4.1,2026-06-19T12:10:06
2613,中櫃,twse,1150618,20.09,0.95,4.57,2026-06-19T12:10:06
2614,東森,twse,1150618,9.24,1.44,6.37,2026-06-19T12:10:06
2615,萬海,twse,1150618,7.42,0.79,3.73,2026-06-19T12:10:06
2616,山隆,twse,1150618,,0.73,2.17,2026-06-19T12:10:06
2617,台航,twse,1150618,9.02,0.68,5.03,2026-06-19T12:10:06
2618,長榮航,twse,1150618,8.07,1.7,4.7,2026-06-19T12:10:06
2630,亞航,twse,1150618,42.45,2.47,2.26,2026-06-19T12:10:06
2633,台灣高鐵,twse,1150618,21.61,1.97,4.4,2026-06-19T12:10:06
2634,漢翔,twse,1150618,59.0,2.45,1.65,2026-06-19T12:10:06
2636,台驊控股,twse,1150618,10.28,1.02,7.12,2026-06-19T12:10:06
2637,慧洋-KY,twse,1150618,10.89,1.15,4.52,2026-06-19T12:10:06
2640,大車隊,tpex,1150618,16.54,4.87,5.25,2026-06-19T12:10:06
2641,正德,tpex,1150618,7.83,0.75,2.66,2026-06-19T12:10:06
2642,宅配通,twse,1150618,,1.11,2.38,2026-06-19T12:10:06
2643,捷迅,tpex,1150618,12.8,1.14,6.75,2026-06-19T12:10:06
2645,長榮航太,twse,1150618,25.95,5.03,2.94,2026-06-19T12:10:06
2646,星宇航空,twse,1150618,236.11,2.01,,2026-06-19T12:10:06
2701,萬企,twse,1150618,18.51,0.57,2.65,2026-06-19T12:10:06
2702,華園,twse,1150618,,0.62,,2026-06-19T12:10:06
2704,國賓,twse,1150618,25.47,0.63,1.1,2026-06-19T12:10:06
2705,六福,twse,1150618,18.54,0.63,,2026-06-19T12:10:06
2706,第一店,twse,1150618,18.66,0.61,2.8,2026-06-19T12:10:06
2707,晶華,twse,1150618,12.79,6.45,6.01,2026-06-19T12:10:06
2712,遠雄來,twse,1150618,,1.58,,2026-06-19T12:10:06
2718,全心投控,tpex,1150618,2.71,0.69,10.78,2026-06-19T12:10:06
2719,燦星旅,tpex,1150618,56.0,2.29,0.0,2026-06-19T12:10:06
2722,夏都,twse,1150618,,1.39,,2026-06-19T12:10:06
2723,美食-KY,twse,1150618,,1.16,,2026-06-19T12:10:06
2724,藝舍-KY,tpex,1150618,,1.74,0.0,2026-06-19T12:10:06
2726,雅茗-KY,tpex,1150618,,1.0,0.0,2026-06-19T12:10:06
2727,王品,twse,1150618,14.81,5.33,6.54,2026-06-19T12:10:06
2729,瓦城,tpex,1150618,27.29,2.78,4.15,2026-06-19T12:10:06
2731,雄獅,twse,1150618,8.89,2.66,8.42,2026-06-19T12:10:06
2732,六角,tpex,1150618,33.44,1.65,5.45,2026-06-19T12:10:06
2734,易飛網,tpex,1150618,,1.33,0.0,2026-06-19T12:10:06
2736,富野,tpex,1150618,,0.68,0.0,2026-06-19T12:10:06
2739,寒舍,twse,1150618,11.82,2.19,7.21,2026-06-19T12:10:06
2740,華軒,tpex,1150618,,3.24,0.0,2026-06-19T12:10:06
2743,山富,tpex,1150618,35.38,2.57,4.64,2026-06-19T12:10:06
2745,五福,tpex,1150618,11.79,3.27,6.94,2026-06-19T12:10:06
2748,雲品,twse,1150618,19.42,1.45,4.33,2026-06-19T12:10:06
2751,王座,tpex,1150618,11.03,2.52,7.74,2026-06-19T12:10:06
2752,豆府,tpex,1150618,11.78,4.25,7.5,2026-06-19T12:10:06
2753,八方雲集,twse,1150618,13.88,3.51,6.42,2026-06-19T12:10:06
2754,亞洲藏壽司,tpex,1150618,16.5,1.75,1.47,2026-06-19T12:10:06
2755,揚秦,tpex,1150618,20.83,4.51,4.33,2026-06-19T12:10:06
2756,聯發國際,tpex,1150618,15.41,2.76,5.52,2026-06-19T12:10:06
2762,世界健身-KY,twse,1150618,16.09,3.49,6.98,2026-06-19T12:10:06
2801,彰銀,twse,1150618,14.28,1.19,4.6,2026-06-19T12:10:06
2812,台中銀,twse,1150618,12.77,1.27,5.35,2026-06-19T12:10:06
2816,旺旺保,twse,1150618,5.31,0.88,4.48,2026-06-19T12:10:06
2820,華票,twse,1150618,11.74,0.86,5.04,2026-06-19T12:10:06
2832,台產,twse,1150618,10.83,1.17,6.22,2026-06-19T12:10:06
2834,臺企銀,twse,1150618,13.36,1.14,5.71,2026-06-19T12:10:06
2836,高雄銀,twse,1150618,16.69,0.86,3.64,2026-06-19T12:10:06
2838,聯邦銀,twse,1150618,16.13,1.23,4.66,2026-06-19T12:10:06
2845,遠東銀,twse,1150618,14.72,0.89,4.86,2026-06-19T12:10:06
2849,安泰銀,twse,1150618,16.98,0.78,3.49,2026-06-19T12:10:06
2850,新產,twse,1150618,10.14,2.05,5.12,2026-06-19T12:10:06
2851,中再保,twse,1150618,7.53,1.33,5.64,2026-06-19T12:10:06
2852,第一保,twse,1150618,8.56,0.84,6.3,2026-06-19T12:10:06
2855,統一證,twse,1150618,11.68,2.0,4.04,2026-06-19T12:10:06
2867,三商壽,twse,1150618,62.43,0.66,,2026-06-19T12:10:06
2880,華南金,twse,1150618,18.53,2.19,3.78,2026-06-19T12:10:06
2881,富邦金,twse,1150618,18.98,2.11,3.08,2026-06-19T12:10:06
2882,國泰金,twse,1150618,17.53,2.31,3.03,2026-06-19T12:10:06
2883,凱基金,twse,1150618,17.28,1.54,3.25,2026-06-19T12:10:06
2884,玉山金,twse,1150618,16.09,2.01,3.95,2026-06-19T12:10:06
2885,元大金,twse,1150618,20.92,2.53,3.24,2026-06-19T12:10:06
2886,兆豐金,twse,1150618,18.5,1.68,3.85,2026-06-19T12:10:06
2887,台新新光金,twse,1150618,15.91,1.42,3.39,2026-06-19T12:10:06
2889,國票金,twse,1150618,19.81,1.19,3.87,2026-06-19T12:10:06
2890,永豐金,twse,1150618,19.04,2.17,3.27,2026-06-19T12:10:06
2891,中信金,twse,1150618,17.33,2.57,3.48,2026-06-19T12:10:06
2892,第一金,twse,1150618,16.72,1.57,3.99,2026-06-19T12:10:06
2897,王道銀行,twse,1150618,15.44,0.71,4.95,2026-06-19T12:10:06
2901,欣欣,twse,1150618,58.17,1.95,1.55,2026-06-19T12:10:06
2903,遠百,twse,1150618,14.78,1.08,5.22,2026-06-19T12:10:06
2904,匯僑,twse,1150618,24.4,0.89,4.95,2026-06-19T12:10:06
2905,三商,twse,1150618,24.05,0.54,1.98,2026-06-19T12:10:06
2906,高林,twse,1150618,28.67,0.8,4.65,2026-06-19T12:10:06
2908,特力,twse,1150618,52.0,1.54,2.64,2026-06-19T12:10:06
2910,統領,twse,1150618,18.93,1.54,4.5,2026-06-19T12:10:06
2911,麗嬰房,twse,1150618,2.08,0.58,,2026-06-19T12:10:06
2912,統一超,twse,1150618,20.37,5.0,4.03,2026-06-19T12:10:06
2913,農林,twse,1150618,,0.71,,2026-06-19T12:10:06
2915,潤泰全,twse,1150618,6.25,0.5,3.56,2026-06-19T12:10:06
2916,滿心,tpex,1150618,10.42,1.82,8.61,2026-06-19T12:10:06
2923,鼎固-KY,twse,1150618,,0.89,0.51,2026-06-19T12:10:06
2924,宏太-KY,tpex,1150618,,1.95,0.0,2026-06-19T12:10:06
2926,誠品生活,tpex,1150618,64.18,2.76,1.3,2026-06-19T12:10:06
2929,淘帝-KY,twse,1150618,,0.23,,2026-06-19T12:10:06
2937,集雅社,tpex,1150618,13.14,2.05,6.21,2026-06-19T12:10:06
2939,永邑-KY,twse,1150618,,1.81,,2026-06-19T12:10:06
2941,米斯特,tpex,1150618,13.24,1.64,6.33,2026-06-19T12:10:06
2945,三商家購,twse,1150618,19.07,1.51,3.5,2026-06-19T12:10:06
2947,振宇五金,tpex,1150618,27.0,2.14,3.92,2026-06-19T12:10:06
2948,寶陞,tpex,1150618,17.25,1.08,6.04,2026-06-19T12:10:06
2949,欣新網,tpex,1150618,19.77,1.96,2.92,2026-06-19T12:10:06
3002,歐格,twse,1150618,69.55,1.83,1.44,2026-06-19T12:10:06
3003,健和興,twse,1150618,69.21,1.69,1.43,2026-06-19T12:10:06
3004,豐達科,twse,1150618,25.19,2.38,1.9,2026-06-19T12:10:06
3005,神基,twse,1150618,12.45,2.7,6.69,2026-06-19T12:10:06
3006,晶豪科,twse,1150618,28.24,5.18,0.42,2026-06-19T12:10:06
3008,大立光,twse,1150618,32.43,3.68,1.54,2026-06-19T12:10:06
3010,華立,twse,1150618,13.97,1.43,4.05,2026-06-19T12:10:06
3011,今皓,twse,1150618,,1.4,,2026-06-19T12:10:06
3013,晟銘電,twse,1150618,24.78,4.21,0.71,2026-06-19T12:10:06
3014,聯陽,twse,1150618,17.03,4.21,5.4,2026-06-19T12:10:06
3015,全漢,twse,1150618,30.0,0.97,3.61,2026-06-19T12:10:06
3016,嘉晶,twse,1150618,308.54,7.45,0.4,2026-06-19T12:10:06
3017,奇鋐,twse,1150618,39.43,20.86,0.88,2026-06-19T12:10:06
3018,隆銘綠能,twse,1150618,,1.76,,2026-06-19T12:10:06
3019,亞光,twse,1150618,23.4,3.14,2.87,2026-06-19T12:10:06
3021,鴻名,twse,1150618,53.45,1.87,1.94,2026-06-19T12:10:06
3022,威強電,twse,1150618,23.94,1.3,4.14,2026-06-19T12:10:06
3023,信邦,twse,1150618,25.65,4.49,3.05,2026-06-19T12:10:06
3024,憶聲,twse,1150618,135.56,1.11,1.8,2026-06-19T12:10:06
3025,星通,twse,1150618,17.75,4.38,4.51,2026-06-19T12:10:06
3026,禾伸堂,twse,1150618,116.24,15.45,0.64,2026-06-19T12:10:06
3027,盛達,twse,1150618,,1.26,,2026-06-19T12:10:06
3028,增你強,twse,1150618,14.68,2.79,4.0,2026-06-19T12:10:06
3029,零壹,twse,1150618,14.93,3.34,5.42,2026-06-19T12:10:06
3030,德律,twse,1150618,29.48,7.69,2.06,2026-06-19T12:10:06
3031,佰鴻,twse,1150618,25.0,1.7,3.57,2026-06-19T12:10:06
3032,偉訓,twse,1150618,,3.46,3.18,2026-06-19T12:10:06
3033,威健,twse,1150618,18.82,2.24,4.2,2026-06-19T12:10:06
3034,聯詠,twse,1150618,21.15,4.37,4.46,2026-06-19T12:10:06
3035,智原,twse,1150618,111.17,3.99,0.86,2026-06-19T12:10:06
3036,文曄,twse,1150618,15.78,2.5,3.51,2026-06-19T12:10:06
3037,欣興,twse,1150618,142.35,13.56,0.21,2026-06-19T12:10:06
3038,全台,twse,1150618,24.31,1.41,5.25,2026-06-19T12:10:06
3040,遠見,twse,1150618,,1.71,9.11,2026-06-19T12:10:06
3041,揚智,twse,1150618,,2.79,,2026-06-19T12:10:06
3042,晶技,twse,1150618,41.22,4.86,2.22,2026-06-19T12:10:06
3043,科風,twse,1150618,,1.28,,2026-06-19T12:10:06
3044,健鼎,twse,1150618,27.84,5.17,2.22,2026-06-19T12:10:06
3045,台灣大,twse,1150618,24.14,3.96,4.03,2026-06-19T12:10:06
3046,建碁,twse,1150618,13.85,2.89,5.28,2026-06-19T12:10:06
3047,訊舟,twse,1150618,,1.5,1.8,2026-06-19T12:10:06
3048,益登,twse,1150618,26.44,3.4,1.36,2026-06-19T12:10:06
3049,精金,twse,1150618,,1.64,,2026-06-19T12:10:06
3050,鈺德,twse,1150618,,0.84,1.92,2026-06-19T12:10:06
3051,力特,twse,1150618,27.04,1.8,1.8,2026-06-19T12:10:06
3052,夆典,twse,1150618,11.42,0.62,5.53,2026-06-19T12:10:06
3054,立萬利,twse,1150618,19.97,4.07,1.18,2026-06-19T12:10:06
3055,蔚華科,twse,1150618,,6.33,1.1,2026-06-19T12:10:06
3056,富華新,twse,1150618,,0.87,4.0,2026-06-19T12:10:06
3057,喬鼎,twse,1150618,,2.04,,2026-06-19T12:10:06
3058,立德,twse,1150618,,1.22,,2026-06-19T12:10:06
3059,華晶科,twse,1150618,39.72,1.5,2.05,2026-06-19T12:10:06
3060,銘異,twse,1150618,,1.9,0.53,2026-06-19T12:10:06
3062,建漢,twse,1150618,,2.06,,2026-06-19T12:10:06
3064,泰偉,tpex,1150618,,4.42,0.0,2026-06-19T12:10:06
3066,李洲,tpex,1150618,304.29,1.54,0.0,2026-06-19T12:10:06
3067,全域,tpex,1150618,,1.57,0.0,2026-06-19T12:10:06
3071,協禧,tpex,1150618,47.43,2.33,2.41,2026-06-19T12:10:06
3073,天方能源,tpex,1150618,,1.23,0.0,2026-06-19T12:10:06
3078,僑威,tpex,1150618,11.22,1.87,7.23,2026-06-19T12:10:06
3081,聯亞,tpex,1150618,320.63,53.25,0.16,2026-06-19T12:10:06
3083,網龍,tpex,1150618,48.44,1.96,1.12,2026-06-19T12:10:06
3085,新零售,tpex,1150618,,2.13,0.0,2026-06-19T12:10:06
3086,華義*,tpex,1150618,,31.3,0.0,2026-06-19T12:10:06
3088,艾訊,tpex,1150618,25.62,3.07,2.07,2026-06-19T12:10:06
3090,日電貿,twse,1150618,69.27,5.43,1.44,2026-06-19T12:10:06
3092,鴻碩,twse,1150618,,2.47,,2026-06-19T12:10:06
3093,港建*,tpex,1150618,74.71,9.89,1.77,2026-06-19T12:10:06
3094,聯傑,twse,1150618,147.12,3.14,0.65,2026-06-19T12:10:06
3095,及成,tpex,1150618,,3.26,0.0,2026-06-19T12:10:06
3105,穩懋,tpex,1150618,101.15,5.47,0.38,2026-06-19T12:10:06
3114,好德,tpex,1150618,18.09,1.89,2.95,2026-06-19T12:10:06
3115,富榮綱,tpex,1150618,,1.21,0.0,2026-06-19T12:10:06
3118,進階,tpex,1150618,13.26,1.71,6.97,2026-06-19T12:10:06
3122,笙泉,tpex,1150618,,3.61,0.0,2026-06-19T12:10:06
3128,昇銳,tpex,1150618,22.73,1.45,4.07,2026-06-19T12:10:06
3130,一零四,twse,1150618,14.85,4.08,6.56,2026-06-19T12:10:06
3131,弘塑,tpex,1150618,67.0,25.65,1.31,2026-06-19T12:10:06
3135,凌航,twse,1150618,14.01,5.45,2.37,2026-06-19T12:10:06
3138,耀登,twse,1150618,88.64,2.86,1.22,2026-06-19T12:10:06
3141,晶宏,tpex,1150618,73.27,2.07,0.48,2026-06-19T12:10:06
3147,大綜,tpex,1150618,36.62,8.91,1.99,2026-06-19T12:10:06
3149,正達,twse,1150618,,8.67,,2026-06-19T12:10:06
3150,鈺寶-創,twse,1150618,,1.43,2.66,2026-06-19T12:10:06
3152,璟德,tpex,1150618,21.82,3.41,1.97,2026-06-19T12:10:06
3158,嘉實,tpex,1150618,12.38,2.34,7.82,2026-06-19T12:10:06
3162,精確,tpex,1150618,82.21,3.21,1.17,2026-06-19T12:10:06
3163,波若威,tpex,1150618,103.36,22.53,0.39,2026-06-19T12:10:06
3164,景岳,twse,1150618,31.54,1.1,4.88,2026-06-19T12:10:06
3167,大量,twse,1150618,79.92,20.28,0.49,2026-06-19T12:10:06
3168,眾福科,twse,1150618,17.91,2.24,6.25,2026-06-19T12:10:06
3169,亞信,tpex,1150618,31.2,3.62,2.92,2026-06-19T12:10:06
3171,炎洲流通,tpex,1150618,14.52,3.83,6.48,2026-06-19T12:10:06
3176,基亞,tpex,1150618,,3.13,0.0,2026-06-19T12:10:06
3178,公準,tpex,1150618,,2.48,0.0,2026-06-19T12:10:06
3188,鑫龍騰,tpex,1150618,4.14,1.5,12.81,2026-06-19T12:10:06
3189,景碩,twse,1150618,203.94,8.84,0.24,2026-06-19T12:10:06
3191,雲嘉南,tpex,1150618,87.95,3.51,0.0,2026-06-19T12:10:06
3205,佰研,tpex,1150618,,3.51,0.0,2026-06-19T12:10:06
3206,志豐,tpex,1150618,23.19,1.42,3.9,2026-06-19T12:10:06
3207,耀勝,tpex,1150618,,2.61,0.0,2026-06-19T12:10:06
3209,全科,twse,1150618,17.35,2.8,4.01,2026-06-19T12:10:06
3211,順達,tpex,1150618,43.95,7.73,2.63,2026-06-19T12:10:06
3213,茂訊,tpex,1150618,18.72,1.97,5.22,2026-06-19T12:10:06
3217,優群,tpex,1150618,13.55,2.95,5.88,2026-06-19T12:10:06
3218,大學光,tpex,1150618,11.77,3.1,5.81,2026-06-19T12:10:06
3219,倚強科,tpex,1150618,36.7,3.69,1.84,2026-06-19T12:10:06
3221,台嘉碩,tpex,1150618,208.62,3.04,0.46,2026-06-19T12:10:06
3224,三顧,tpex,1150618,,2.14,0.0,2026-06-19T12:10:06
3226,龍鋒,tpex,1150618,,1.68,0.0,2026-06-19T12:10:06
3227,原相,tpex,1150618,20.44,2.98,4.49,2026-06-19T12:10:06
3228,金麗科,tpex,1150618,,20.59,0.0,2026-06-19T12:10:06
3229,晟鈦,twse,1150618,915.0,4.64,,2026-06-19T12:10:06
3230,錦明,tpex,1150618,,2.72,0.0,2026-06-19T12:10:06
3231,緯創,twse,1150618,16.2,2.7,3.41,2026-06-19T12:10:06
3232,昱捷,tpex,1150618,99.13,1.57,2.19,2026-06-19T12:10:06
3234,光環,tpex,1150618,,22.69,0.0,2026-06-19T12:10:06
3236,千如,tpex,1150618,169.05,4.59,0.7,2026-06-19T12:10:06
3252,海灣,tpex,1150618,118.0,0.45,0.0,2026-06-19T12:10:06
3257,虹冠電,twse,1150618,20.57,3.09,4.58,2026-06-19T12:10:06
3259,鑫創,tpex,1150618,,3.18,0.0,2026-06-19T12:10:06
3260,威剛,tpex,1150618,8.45,4.87,4.02,2026-06-19T12:10:06
3264,欣銓,tpex,1150618,36.05,5.44,1.81,2026-06-19T12:10:06
3265,台星科,tpex,1150618,33.25,4.28,2.16,2026-06-19T12:10:06
3266,昇陽,twse,1150618,21.41,0.75,3.65,2026-06-19T12:10:06
3268,海德威,tpex,1150618,,1.61,0.0,2026-06-19T12:10:06
3272,東碩,tpex,1150618,,1.14,0.0,2026-06-19T12:10:06
3276,宇環,tpex,1150618,76.0,1.24,0.39,2026-06-19T12:10:06
3284,太普高,tpex,1150618,10.0,1.55,2.2,2026-06-19T12:10:06
3285,微端,tpex,1150618,54.47,3.66,0.98,2026-06-19T12:10:06
3287,廣寰科,tpex,1150618,11.86,2.23,4.47,2026-06-19T12:10:06
3288,點晶,tpex,1150618,,3.17,0.0,2026-06-19T12:10:06
3289,宜特,tpex,1150618,36.13,3.16,2.56,2026-06-19T12:10:06
3290,東浦,tpex,1150618,15.01,2.67,2.15,2026-06-19T12:10:06
3293,鈊象,tpex,1150618,19.64,18.56,4.54,2026-06-19T12:10:06
3294,英濟,tpex,1150618,,2.31,0.0,2026-06-19T12:10:06
3296,勝德,twse,1150618,229.23,2.29,,2026-06-19T12:10:06
3297,杭特,tpex,1150618,63.2,1.97,0.0,2026-06-19T12:10:06
3303,岱稜,tpex,1150618,14.29,2.56,4.92,2026-06-19T12:10:06
3305,昇貿,twse,1150618,41.13,3.39,1.58,2026-06-19T12:10:06
3306,鼎天,tpex,1150618,21.82,0.74,3.54,2026-06-19T12:10:06
3308,聯德,twse,1150618,178.75,1.14,,2026-06-19T12:10:06
3310,佳穎,tpex,1150618,42.73,2.44,5.32,2026-06-19T12:10:06
3311,閎暉,twse,1150618,25.0,1.04,1.55,2026-06-19T12:10:06
3312,弘憶股,twse,1150618,37.6,2.78,2.07,2026-06-19T12:10:06
3313,斐成,tpex,1150618,,1.22,0.0,2026-06-19T12:10:06
3317,尼克森,tpex,1150618,47.99,2.46,0.57,2026-06-19T12:10:06
3321,同泰,twse,1150618,,3.11,,2026-06-19T12:10:06
3322,建舜電,tpex,1150618,,1.25,0.0,2026-06-19T12:10:06
3323,加百裕,tpex,1150618,,1.44,0.0,2026-06-19T12:10:06
