parameter_id,top_n,min_revenue_yoy_pct,min_eps_yoy_pct,require_positive_eps,require_three_rises,min_institutional_net_buy_shares,require_foreign_net_buy,require_investment_trust_net_buy,exit_rule,candidates,selected,trades,finalized_trades,as_of_latest_trades,win_rate,avg_return_pct,total_pnl_amount,invested_amount,portfolio_return_pct
top10_rev0_eps0_poseps1_rise1_instany_foreign0_trust0_month_end,10,0.0,0.0,True,True,,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise1_instany_foreign1_trust0_month_end,10,0.0,0.0,True,True,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise1_inst0k_foreign0_trust0_month_end,10,0.0,0.0,True,True,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise1_inst0k_foreign1_trust0_month_end,10,0.0,0.0,True,True,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise1_inst100k_foreign0_trust0_month_end,10,0.0,0.0,True,True,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise1_inst100k_foreign1_trust0_month_end,10,0.0,0.0,True,True,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise1_inst500k_foreign0_trust0_month_end,10,0.0,0.0,True,True,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise1_inst500k_foreign1_trust0_month_end,10,0.0,0.0,True,True,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise0_instany_foreign1_trust0_month_end,10,0.0,0.0,True,False,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise0_inst0k_foreign0_trust0_month_end,10,0.0,0.0,True,False,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise0_inst0k_foreign1_trust0_month_end,10,0.0,0.0,True,False,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise0_inst100k_foreign0_trust0_month_end,10,0.0,0.0,True,False,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise0_inst100k_foreign1_trust0_month_end,10,0.0,0.0,True,False,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise0_inst500k_foreign0_trust0_month_end,10,0.0,0.0,True,False,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps1_rise0_inst500k_foreign1_trust0_month_end,10,0.0,0.0,True,False,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise1_instany_foreign0_trust0_month_end,10,0.0,0.0,False,True,,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise1_instany_foreign1_trust0_month_end,10,0.0,0.0,False,True,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise1_inst0k_foreign0_trust0_month_end,10,0.0,0.0,False,True,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise1_inst0k_foreign1_trust0_month_end,10,0.0,0.0,False,True,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise1_inst100k_foreign0_trust0_month_end,10,0.0,0.0,False,True,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise1_inst100k_foreign1_trust0_month_end,10,0.0,0.0,False,True,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise1_inst500k_foreign0_trust0_month_end,10,0.0,0.0,False,True,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise1_inst500k_foreign1_trust0_month_end,10,0.0,0.0,False,True,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise0_instany_foreign1_trust0_month_end,10,0.0,0.0,False,False,,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise0_inst0k_foreign0_trust0_month_end,10,0.0,0.0,False,False,0.0,False,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise0_inst0k_foreign1_trust0_month_end,10,0.0,0.0,False,False,0.0,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise0_inst100k_foreign0_trust0_month_end,10,0.0,0.0,False,False,100000.0,False,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise0_inst100k_foreign1_trust0_month_end,10,0.0,0.0,False,False,100000.0,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise0_inst500k_foreign0_trust0_month_end,10,0.0,0.0,False,False,500000.0,False,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps0_poseps0_rise0_inst500k_foreign1_trust0_month_end,10,0.0,0.0,False,False,500000.0,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise1_instany_foreign0_trust0_month_end,10,0.0,0.2,True,True,,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise1_instany_foreign1_trust0_month_end,10,0.0,0.2,True,True,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise1_inst0k_foreign0_trust0_month_end,10,0.0,0.2,True,True,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise1_inst0k_foreign1_trust0_month_end,10,0.0,0.2,True,True,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise1_inst100k_foreign0_trust0_month_end,10,0.0,0.2,True,True,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise1_inst100k_foreign1_trust0_month_end,10,0.0,0.2,True,True,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise1_inst500k_foreign0_trust0_month_end,10,0.0,0.2,True,True,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise1_inst500k_foreign1_trust0_month_end,10,0.0,0.2,True,True,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise0_instany_foreign1_trust0_month_end,10,0.0,0.2,True,False,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise0_inst0k_foreign0_trust0_month_end,10,0.0,0.2,True,False,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise0_inst0k_foreign1_trust0_month_end,10,0.0,0.2,True,False,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise0_inst100k_foreign0_trust0_month_end,10,0.0,0.2,True,False,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise0_inst100k_foreign1_trust0_month_end,10,0.0,0.2,True,False,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise0_inst500k_foreign0_trust0_month_end,10,0.0,0.2,True,False,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps1_rise0_inst500k_foreign1_trust0_month_end,10,0.0,0.2,True,False,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise1_instany_foreign0_trust0_month_end,10,0.0,0.2,False,True,,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise1_instany_foreign1_trust0_month_end,10,0.0,0.2,False,True,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise1_inst0k_foreign0_trust0_month_end,10,0.0,0.2,False,True,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise1_inst0k_foreign1_trust0_month_end,10,0.0,0.2,False,True,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise1_inst100k_foreign0_trust0_month_end,10,0.0,0.2,False,True,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise1_inst100k_foreign1_trust0_month_end,10,0.0,0.2,False,True,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise1_inst500k_foreign0_trust0_month_end,10,0.0,0.2,False,True,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise1_inst500k_foreign1_trust0_month_end,10,0.0,0.2,False,True,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise0_instany_foreign1_trust0_month_end,10,0.0,0.2,False,False,,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise0_inst0k_foreign0_trust0_month_end,10,0.0,0.2,False,False,0.0,False,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise0_inst0k_foreign1_trust0_month_end,10,0.0,0.2,False,False,0.0,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise0_inst100k_foreign0_trust0_month_end,10,0.0,0.2,False,False,100000.0,False,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise0_inst100k_foreign1_trust0_month_end,10,0.0,0.2,False,False,100000.0,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise0_inst500k_foreign0_trust0_month_end,10,0.0,0.2,False,False,500000.0,False,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps20_poseps0_rise0_inst500k_foreign1_trust0_month_end,10,0.0,0.2,False,False,500000.0,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise1_instany_foreign0_trust0_month_end,10,0.0,0.5,True,True,,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise1_instany_foreign1_trust0_month_end,10,0.0,0.5,True,True,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise1_inst0k_foreign0_trust0_month_end,10,0.0,0.5,True,True,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise1_inst0k_foreign1_trust0_month_end,10,0.0,0.5,True,True,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise1_inst100k_foreign0_trust0_month_end,10,0.0,0.5,True,True,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise1_inst100k_foreign1_trust0_month_end,10,0.0,0.5,True,True,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise1_inst500k_foreign0_trust0_month_end,10,0.0,0.5,True,True,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise1_inst500k_foreign1_trust0_month_end,10,0.0,0.5,True,True,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise0_instany_foreign1_trust0_month_end,10,0.0,0.5,True,False,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise0_inst0k_foreign0_trust0_month_end,10,0.0,0.5,True,False,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise0_inst0k_foreign1_trust0_month_end,10,0.0,0.5,True,False,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise0_inst100k_foreign0_trust0_month_end,10,0.0,0.5,True,False,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise0_inst100k_foreign1_trust0_month_end,10,0.0,0.5,True,False,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise0_inst500k_foreign0_trust0_month_end,10,0.0,0.5,True,False,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps1_rise0_inst500k_foreign1_trust0_month_end,10,0.0,0.5,True,False,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise1_instany_foreign0_trust0_month_end,10,0.0,0.5,False,True,,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise1_instany_foreign1_trust0_month_end,10,0.0,0.5,False,True,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise1_inst0k_foreign0_trust0_month_end,10,0.0,0.5,False,True,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise1_inst0k_foreign1_trust0_month_end,10,0.0,0.5,False,True,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise1_inst100k_foreign0_trust0_month_end,10,0.0,0.5,False,True,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise1_inst100k_foreign1_trust0_month_end,10,0.0,0.5,False,True,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise1_inst500k_foreign0_trust0_month_end,10,0.0,0.5,False,True,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise1_inst500k_foreign1_trust0_month_end,10,0.0,0.5,False,True,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise0_instany_foreign1_trust0_month_end,10,0.0,0.5,False,False,,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise0_inst0k_foreign0_trust0_month_end,10,0.0,0.5,False,False,0.0,False,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise0_inst0k_foreign1_trust0_month_end,10,0.0,0.5,False,False,0.0,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise0_inst100k_foreign0_trust0_month_end,10,0.0,0.5,False,False,100000.0,False,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise0_inst100k_foreign1_trust0_month_end,10,0.0,0.5,False,False,100000.0,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise0_inst500k_foreign0_trust0_month_end,10,0.0,0.5,False,False,500000.0,False,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev0_eps50_poseps0_rise0_inst500k_foreign1_trust0_month_end,10,0.0,0.5,False,False,500000.0,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise1_instany_foreign0_trust0_month_end,10,0.1,0.0,True,True,,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise1_instany_foreign1_trust0_month_end,10,0.1,0.0,True,True,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise1_inst0k_foreign0_trust0_month_end,10,0.1,0.0,True,True,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise1_inst0k_foreign1_trust0_month_end,10,0.1,0.0,True,True,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise1_inst100k_foreign0_trust0_month_end,10,0.1,0.0,True,True,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise1_inst100k_foreign1_trust0_month_end,10,0.1,0.0,True,True,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise1_inst500k_foreign0_trust0_month_end,10,0.1,0.0,True,True,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise1_inst500k_foreign1_trust0_month_end,10,0.1,0.0,True,True,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise0_instany_foreign1_trust0_month_end,10,0.1,0.0,True,False,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise0_inst0k_foreign0_trust0_month_end,10,0.1,0.0,True,False,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise0_inst0k_foreign1_trust0_month_end,10,0.1,0.0,True,False,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise0_inst100k_foreign0_trust0_month_end,10,0.1,0.0,True,False,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise0_inst100k_foreign1_trust0_month_end,10,0.1,0.0,True,False,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise0_inst500k_foreign0_trust0_month_end,10,0.1,0.0,True,False,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps1_rise0_inst500k_foreign1_trust0_month_end,10,0.1,0.0,True,False,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise1_instany_foreign0_trust0_month_end,10,0.1,0.0,False,True,,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise1_instany_foreign1_trust0_month_end,10,0.1,0.0,False,True,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise1_inst0k_foreign0_trust0_month_end,10,0.1,0.0,False,True,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise1_inst0k_foreign1_trust0_month_end,10,0.1,0.0,False,True,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise1_inst100k_foreign0_trust0_month_end,10,0.1,0.0,False,True,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise1_inst100k_foreign1_trust0_month_end,10,0.1,0.0,False,True,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise1_inst500k_foreign0_trust0_month_end,10,0.1,0.0,False,True,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise1_inst500k_foreign1_trust0_month_end,10,0.1,0.0,False,True,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise0_instany_foreign1_trust0_month_end,10,0.1,0.0,False,False,,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise0_inst0k_foreign0_trust0_month_end,10,0.1,0.0,False,False,0.0,False,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise0_inst0k_foreign1_trust0_month_end,10,0.1,0.0,False,False,0.0,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise0_inst100k_foreign0_trust0_month_end,10,0.1,0.0,False,False,100000.0,False,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise0_inst100k_foreign1_trust0_month_end,10,0.1,0.0,False,False,100000.0,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise0_inst500k_foreign0_trust0_month_end,10,0.1,0.0,False,False,500000.0,False,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps0_poseps0_rise0_inst500k_foreign1_trust0_month_end,10,0.1,0.0,False,False,500000.0,True,False,month_end,3,3,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise1_instany_foreign0_trust0_month_end,10,0.1,0.2,True,True,,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise1_instany_foreign1_trust0_month_end,10,0.1,0.2,True,True,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise1_inst0k_foreign0_trust0_month_end,10,0.1,0.2,True,True,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise1_inst0k_foreign1_trust0_month_end,10,0.1,0.2,True,True,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise1_inst100k_foreign0_trust0_month_end,10,0.1,0.2,True,True,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise1_inst100k_foreign1_trust0_month_end,10,0.1,0.2,True,True,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise1_inst500k_foreign0_trust0_month_end,10,0.1,0.2,True,True,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise1_inst500k_foreign1_trust0_month_end,10,0.1,0.2,True,True,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise0_instany_foreign1_trust0_month_end,10,0.1,0.2,True,False,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise0_inst0k_foreign0_trust0_month_end,10,0.1,0.2,True,False,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise0_inst0k_foreign1_trust0_month_end,10,0.1,0.2,True,False,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise0_inst100k_foreign0_trust0_month_end,10,0.1,0.2,True,False,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise0_inst100k_foreign1_trust0_month_end,10,0.1,0.2,True,False,100000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise0_inst500k_foreign0_trust0_month_end,10,0.1,0.2,True,False,500000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps1_rise0_inst500k_foreign1_trust0_month_end,10,0.1,0.2,True,False,500000.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps0_rise1_instany_foreign0_trust0_month_end,10,0.1,0.2,False,True,,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps0_rise1_instany_foreign1_trust0_month_end,10,0.1,0.2,False,True,,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps0_rise1_inst0k_foreign0_trust0_month_end,10,0.1,0.2,False,True,0.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps0_rise1_inst0k_foreign1_trust0_month_end,10,0.1,0.2,False,True,0.0,True,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
top10_rev10_eps20_poseps0_rise1_inst100k_foreign0_trust0_month_end,10,0.1,0.2,False,True,100000.0,False,False,month_end,2,2,2,0,2,1.0,0.075157,75156.5,1000000.0,0.075157
