trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-06-01,3702,117.5,120.0,116.5,118.5,9193934,1086272223,5595,listed
2026-06-02,3702,118.5,119.5,115.5,119.0,15652534,1843323953,7865,listed
2026-06-03,3702,120.0,120.0,116.5,118.0,15454822,1822787015,8651,listed
2026-06-04,3702,119.0,119.5,115.0,116.5,16158984,1884677596,8737,listed
2026-06-05,3702,116.5,116.5,113.0,114.5,16516439,1887892894,8145,listed
2026-06-08,3702,108.0,109.5,105.5,108.0,27570429,2972213211,14018,listed
2026-06-09,3702,109.5,112.5,107.5,110.5,14917517,1649572811,7078,listed
2026-06-10,3702,110.0,113.5,109.0,109.0,12426606,1370680053,6442,listed
2026-06-11,3702,111.0,111.5,105.5,108.5,18045469,1949224958,9263,listed
2026-06-12,3702,111.5,111.5,104.0,105.0,20657601,2193290783,11862,listed
2026-06-15,3702,107.0,108.5,103.5,107.5,12127021,1295865745,5667,listed
2026-06-16,3702,109.0,109.5,106.5,109.0,10028040,1088712987,5505,listed
2026-06-17,3702,107.0,107.5,104.5,107.0,10172545,1083016065,5965,listed
2026-06-18,3702,107.5,113.0,106.5,112.0,20030329,2234374634,8088,listed
