trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-01-02,6855,105.5,113.0,105.0,113.0,3000,352000,7,otc
2026-01-05,6855,,,,,0,1000,2,otc
2026-01-06,6855,108.5,108.5,108.5,108.5,1000,129000,5,otc
2026-01-07,6855,,,,,0,1000,2,otc
2026-01-08,6855,,,,,0,22000,2,otc
2026-01-09,6855,105.0,108.0,105.0,108.0,3000,324000,7,otc
2026-01-12,6855,109.0,112.5,109.0,110.0,6000,700000,17,otc
2026-01-13,6855,112.0,112.0,112.0,112.0,2000,277000,9,otc
2026-01-14,6855,112.0,119.0,112.0,119.0,3000,377000,9,otc
2026-01-15,6855,114.5,114.5,114.5,114.5,1000,120000,3,otc
2026-01-16,6855,116.0,116.0,114.0,115.0,14000,1623000,20,otc
2026-01-19,6855,116.0,120.0,116.0,119.0,13000,1571000,23,otc
2026-01-20,6855,123.0,123.0,120.5,122.0,9000,1122000,31,otc
2026-01-21,6855,120.5,120.5,120.5,120.5,6000,731000,9,otc
2026-01-22,6855,,,,,0,9000,7,otc
2026-01-23,6855,119.0,119.0,118.5,119.0,15000,1782000,20,otc
2026-01-26,6855,119.0,119.0,118.5,119.0,6000,727000,15,otc
2026-01-27,6855,118.0,118.0,117.5,118.0,10000,1176000,13,otc
2026-01-28,6855,118.0,119.0,117.0,117.0,11000,1358000,27,otc
2026-01-29,6855,,,,,0,46000,4,otc
2026-01-30,6855,117.0,119.0,117.0,119.0,8000,903000,18,otc
2026-02-02,6855,119.0,120.5,118.0,119.0,13000,1519000,24,otc
2026-02-03,6855,118.0,118.0,117.5,117.5,2000,257000,35,otc
2026-02-04,6855,118.0,118.0,118.0,118.0,3000,366000,7,otc
2026-02-05,6855,118.0,118.0,118.0,118.0,2000,236000,2,otc
2026-02-06,6855,117.0,117.0,117.0,117.0,2000,198000,24,otc
2026-02-09,6855,116.5,116.5,116.5,116.5,1000,130000,3,otc
2026-02-10,6855,117.0,117.0,116.5,116.5,2000,234000,3,otc
2026-02-11,6855,108.0,122.0,108.0,122.0,56000,6166000,74,otc
2026-02-23,6855,120.0,121.5,116.5,120.0,9000,1068000,12,otc
2026-02-24,6855,119.5,119.5,116.0,119.5,11000,1329000,93,otc
2026-02-25,6855,123.0,123.0,117.0,120.0,22000,2662000,127,otc
2026-02-26,6855,118.0,119.0,114.0,119.0,20000,2349000,63,otc
2026-03-02,6855,115.0,115.0,115.0,115.0,6000,695000,10,otc
2026-03-03,6855,114.0,114.0,108.0,108.0,11000,1264000,28,otc
2026-03-04,6855,107.5,107.5,107.5,107.5,1000,113000,4,otc
2026-03-05,6855,107.5,107.5,107.0,107.0,20000,2159000,20,otc
2026-03-06,6855,107.0,110.5,107.0,110.5,2000,231000,11,otc
2026-03-09,6855,103.5,108.0,103.5,108.0,13000,1404000,28,otc
2026-03-10,6855,,,,,0,2000,4,otc
2026-03-11,6855,108.0,111.5,108.0,111.5,2000,220000,2,otc
2026-03-12,6855,115.0,115.0,115.0,115.0,1000,122000,5,otc
2026-03-13,6855,,,,,0,1000,1,otc
2026-03-16,6855,106.5,116.5,106.5,116.5,15000,1634000,19,otc
2026-03-17,6855,114.0,115.0,114.0,115.0,15000,1722000,17,otc
2026-03-18,6855,,,,,0,0,3,otc
2026-03-19,6855,109.5,113.5,109.5,113.5,2000,254000,16,otc
2026-03-20,6855,,,,,0,0,0,otc
2026-03-23,6855,110.0,111.5,105.0,111.5,12000,1292000,12,otc
2026-03-24,6855,111.0,111.5,111.0,111.5,4000,422000,12,otc
2026-03-25,6855,,,,,0,19000,9,otc
2026-03-26,6855,109.5,109.5,109.5,109.5,1000,157000,17,otc
2026-03-27,6855,,,,,0,16000,8,otc
2026-03-30,6855,109.0,110.0,109.0,110.0,4000,424000,10,otc
2026-03-31,6855,110.0,110.0,108.0,108.0,7000,776000,12,otc
2026-04-01,6855,,,,,1000,65000,5,otc
2026-04-02,6855,106.0,109.5,105.5,109.5,6000,599000,72,otc
2026-04-07,6855,,,,,0,0,0,otc
2026-04-08,6855,110.0,112.0,110.0,110.0,6000,683000,11,otc
2026-04-09,6855,,,,,0,35000,2,otc
2026-04-10,6855,110.0,110.0,110.0,110.0,11000,1229000,14,otc
2026-04-13,6855,111.0,111.0,110.0,111.0,11000,1181000,16,otc
2026-04-14,6855,111.0,111.0,107.0,110.5,15000,1628000,29,otc
2026-04-15,6855,106.0,107.0,106.0,106.5,13000,1372000,62,otc
2026-04-16,6855,106.0,106.5,102.5,106.5,70000,7270000,77,otc
2026-04-17,6855,108.5,110.5,107.0,110.5,27000,3011000,27,otc
2026-04-20,6855,108.5,109.0,104.5,109.0,21000,2271000,34,otc
2026-04-21,6855,109.0,110.5,107.5,110.5,21000,2317000,22,otc
2026-04-22,6855,,,,,0,0,1,otc
2026-04-23,6855,107.0,109.0,105.5,107.0,7000,783000,36,otc
2026-04-24,6855,107.0,107.0,104.0,106.5,19000,1964000,29,otc
2026-04-27,6855,110.0,110.0,102.5,105.0,14000,1504000,41,otc
2026-04-28,6855,103.0,104.0,103.0,104.0,3000,342000,12,otc
2026-04-29,6855,104.0,105.5,103.5,105.5,15000,1601000,17,otc
2026-04-30,6855,103.5,103.5,103.5,103.5,9000,953000,14,otc
2026-05-04,6855,103.0,105.0,103.0,105.0,21000,2234000,50,otc
2026-05-05,6855,105.0,105.0,103.5,105.0,19000,2003000,21,otc
2026-05-06,6855,105.0,105.0,105.0,105.0,1000,143000,7,otc
2026-05-07,6855,105.0,106.0,104.5,105.0,20000,2140000,13,otc
2026-05-08,6855,104.0,104.0,103.0,104.0,7000,708000,21,otc
2026-05-11,6855,106.5,106.5,105.0,105.0,5000,571000,9,otc
2026-05-12,6855,104.0,105.0,103.5,105.0,7000,734000,11,otc
2026-05-13,6855,104.5,105.5,104.0,105.0,11000,1162000,13,otc
2026-05-14,6855,105.0,105.0,104.0,105.0,9000,972000,122,otc
2026-05-15,6855,105.0,105.5,105.0,105.0,7000,683000,17,otc
2026-05-18,6855,104.0,104.0,104.0,104.0,1000,105000,2,otc
2026-05-19,6855,103.0,103.0,102.5,102.5,6000,650000,17,otc
2026-05-20,6855,102.5,102.5,101.0,101.0,15000,1530000,13,otc
2026-05-21,6855,102.0,103.5,102.0,102.5,16000,1680000,25,otc
2026-05-22,6855,102.0,104.0,102.0,104.0,6000,648000,11,otc
2026-05-25,6855,104.0,104.0,101.0,102.0,19000,1934000,40,otc
2026-05-26,6855,103.0,112.0,103.0,111.0,40000,4422000,68,otc
2026-05-27,6855,107.5,119.5,107.5,111.0,22000,2468000,88,otc
2026-05-28,6855,108.0,108.0,106.0,108.0,16000,1665000,38,otc
2026-05-29,6855,110.0,110.0,105.5,107.0,19000,2047000,52,otc
2026-06-01,6855,117.5,117.5,117.5,117.5,32000,3810000,37,otc
2026-06-02,6855,129.0,129.0,129.0,129.0,50000,6437000,52,otc
2026-06-03,6855,133.5,136.0,126.0,133.0,156000,20623000,288,otc
2026-06-04,6855,128.0,132.5,128.0,129.5,53000,6878000,119,otc
