trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-06-01,2201,27.35,28.05,26.75,27.85,5791756,159065597,2929,listed
2026-06-02,2201,27.8,28.2,27.55,28.15,4514327,126151566,2510,listed
2026-06-03,2201,28.45,29.55,28.3,29.15,8504285,246198204,4329,listed
2026-06-04,2201,29.2,29.85,28.75,28.8,6469870,188823889,3747,listed
2026-06-05,2201,28.75,28.9,28.05,28.7,3257655,92908952,1963,listed
2026-06-08,2201,27.55,27.6,27.15,27.4,3750321,102782935,2198,listed
2026-06-09,2201,27.5,27.95,27.3,27.75,2317125,64227364,1373,listed
2026-06-10,2201,27.75,28.1,27.5,27.6,3127807,87026034,1689,listed
2026-06-11,2201,27.9,27.9,27.3,27.55,1944730,53427589,1079,listed
2026-06-12,2201,27.95,28.4,27.75,27.8,2740968,76656227,1431,listed
2026-06-15,2201,28.15,28.35,28.0,28.1,2347762,66095841,1390,listed
2026-06-16,2201,28.3,28.45,28.0,28.15,1719677,48537931,1064,listed
2026-06-17,2201,28.0,28.35,28.0,28.15,1793308,50524982,1085,listed
2026-06-18,2201,28.15,28.5,27.85,28.1,4282988,120429398,1856,listed
