trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-06-01,1618,42.5,42.95,41.8,42.6,1211294,51557668,883,listed
2026-06-02,1618,42.7,42.7,41.95,42.5,1033859,43645425,696,listed
2026-06-03,1618,42.7,45.55,42.25,45.2,6154653,273805216,3873,listed
2026-06-04,1618,45.2,46.05,44.25,44.25,5536220,250229594,3920,listed
2026-06-05,1618,44.2,44.2,41.85,42.0,2144475,91235075,1571,listed
2026-06-08,1618,38.2,41.1,38.2,40.85,1517599,60597597,1059,listed
2026-06-09,1618,42.95,44.9,42.75,44.9,3282539,146103492,1245,listed
2026-06-10,1618,46.45,46.5,43.2,43.4,6713346,300783419,5865,listed
2026-06-11,1618,43.55,43.6,41.85,42.15,3149065,134093843,3966,listed
2026-06-12,1618,42.25,43.1,41.95,41.95,3140318,133546075,2821,listed
2026-06-15,1618,42.3,43.0,42.2,42.45,1587027,67553598,2473,listed
2026-06-16,1618,43.1,43.1,42.05,42.05,864764,36592941,1321,listed
2026-06-17,1618,42.05,42.5,41.75,41.9,853142,35786106,689,listed
2026-06-18,1618,42.15,42.35,41.75,41.8,835814,35029987,681,listed
