trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-01-02,1441,10.4,10.45,10.3,10.45,30402.0,315770.0,91.0,listed
2026-01-05,1441,10.35,10.35,10.25,10.25,30109.0,311214.0,131.0,listed
2026-01-06,1441,10.25,10.25,10.25,10.25,17085.0,175299.0,96.0,listed
2026-01-07,1441,10.2,10.25,10.2,10.25,16890.0,173392.0,135.0,listed
2026-01-08,1441,10.2,10.65,10.2,10.4,35042.0,368021.0,96.0,listed
2026-01-09,1441,10.4,10.4,10.3,10.35,20438.0,211853.0,98.0,listed
2026-01-12,1441,10.3,10.35,10.25,10.35,12923.0,133202.0,76.0,listed
2026-01-13,1441,10.25,10.25,10.15,10.15,39853.0,408071.0,148.0,listed
2026-01-14,1441,10.2,10.3,10.2,10.3,28462.0,292596.0,84.0,listed
2026-01-15,1441,10.65,10.65,10.3,10.35,33638.0,349956.0,83.0,listed
2026-01-16,1441,10.4,10.4,10.0,10.3,143498.0,1463157.0,472.0,listed
2026-01-19,1441,10.3,10.45,10.3,10.4,58126.0,604536.0,230.0,listed
2026-01-20,1441,10.45,10.45,10.35,10.35,22243.0,231267.0,112.0,listed
2026-01-21,1441,10.35,10.35,10.25,10.35,27319.0,281804.0,144.0,listed
2026-01-22,1441,10.25,10.3,10.2,10.25,31584.0,323656.0,138.0,listed
2026-01-23,1441,10.3,10.4,10.2,10.2,71524.0,733453.0,91.0,listed
2026-01-26,1441,10.2,10.4,10.1,10.2,70513.0,720912.0,298.0,listed
2026-01-27,1441,10.2,10.35,10.2,10.25,29586.0,303379.0,109.0,listed
2026-01-28,1441,10.25,10.25,10.1,10.1,56456.0,573801.0,178.0,listed
2026-01-29,1441,10.1,10.1,9.97,9.99,87336.0,876300.0,240.0,listed
2026-01-30,1441,10.0,10.0,10.0,10.0,13399.0,134124.0,94.0,listed
2026-02-02,1441,9.98,10.0,9.97,9.97,13073.0,130707.0,90.0,listed
2026-02-03,1441,10.1,10.1,9.96,9.96,19353.0,193696.0,108.0,listed
2026-02-04,1441,9.96,9.99,9.96,9.99,14160.0,141364.0,77.0,listed
2026-02-05,1441,9.99,9.99,9.96,9.99,17496.0,174950.0,82.0,listed
2026-02-06,1441,9.98,10.1,9.96,9.96,27462.0,274168.0,77.0,listed
2026-02-09,1441,9.96,10.15,9.96,10.0,37534.0,379486.0,73.0,listed
2026-02-10,1441,10.0,10.0,9.98,10.0,16791.0,168034.0,60.0,listed
2026-02-11,1441,9.98,10.15,9.98,9.99,27168.0,272083.0,124.0,listed
2026-02-23,1441,10.15,10.15,10.05,10.15,14772.0,149366.0,80.0,listed
2026-02-24,1441,10.15,10.15,10.1,10.15,16455.0,166824.0,94.0,listed
2026-02-25,1441,10.0,10.15,10.0,10.15,31980.0,321158.0,135.0,listed
2026-02-26,1441,10.15,10.15,10.0,10.1,25367.0,256025.0,127.0,listed
2026-03-02,1441,10.35,10.35,10.0,10.05,30574.0,308911.0,138.0,listed
2026-03-03,1441,10.0,10.05,9.98,10.0,49555.0,496669.0,159.0,listed
2026-03-04,1441,10.0,10.05,9.99,9.99,25240.0,252765.0,110.0,listed
2026-03-05,1441,10.05,10.3,9.98,10.0,37307.0,377992.0,107.0,listed
2026-03-06,1441,10.0,10.1,10.0,10.0,19231.0,193101.0,99.0,listed
2026-03-09,1441,9.96,9.97,9.92,9.92,38093.0,379468.0,181.0,listed
2026-03-10,1441,9.93,10.0,9.93,10.0,12030.0,119888.0,43.0,listed
2026-03-11,1441,9.96,10.0,9.94,10.0,8375.0,83607.0,57.0,listed
2026-03-12,1441,10.0,10.0,9.95,9.95,17075.0,170335.0,66.0,listed
2026-03-13,1441,9.92,10.0,9.92,9.94,13566.0,134999.0,117.0,listed
2026-03-16,1441,9.94,10.0,9.93,9.93,9995.0,99514.0,49.0,listed
2026-03-17,1441,9.93,10.0,9.9,10.0,52664.0,523209.0,110.0,listed
2026-03-18,1441,10.0,10.0,9.94,9.97,39599.0,395285.0,163.0,listed
2026-03-19,1441,9.97,9.97,9.93,9.93,58385.0,581343.0,133.0,listed
2026-03-20,1441,9.92,9.92,9.9,9.92,37155.0,368429.0,74.0,listed
2026-03-23,1441,9.95,9.95,9.92,9.92,15325.0,152840.0,73.0,listed
2026-03-24,1441,9.92,9.92,9.89,9.92,13625.0,135145.0,51.0,listed
2026-03-25,1441,9.9,9.94,9.83,9.94,54679.0,539902.0,238.0,listed
2026-03-26,1441,9.9,9.9,9.9,9.9,6707.0,66620.0,69.0,listed
2026-03-27,1441,9.98,9.98,9.9,9.9,11135.0,110716.0,67.0,listed
2026-03-30,1441,9.88,9.88,9.79,9.84,14261.0,140722.0,103.0,listed
2026-03-31,1441,9.84,9.92,9.75,9.75,32432.0,318479.0,161.0,listed
2026-04-01,1441,9.75,9.98,9.75,9.82,17166.0,168966.0,67.0,listed
2026-04-02,1441,9.82,9.95,9.69,9.83,76595.0,756201.0,340.0,listed
2026-04-07,1441,9.83,9.92,9.82,9.84,18781.0,185310.0,80.0,listed
2026-04-08,1441,9.85,9.97,9.8,9.95,16740.0,165467.0,49.0,listed
2026-04-09,1441,9.95,9.95,9.94,9.94,8469.0,84316.0,36.0,listed
2026-04-10,1441,9.71,9.9,9.71,9.79,19461.0,191331.0,87.0,listed
2026-04-13,1441,9.79,9.8,9.76,9.8,15570.0,152446.0,42.0,listed
2026-04-14,1441,9.8,9.93,9.75,9.76,25921.0,253970.0,94.0,listed
2026-04-15,1441,9.8,9.88,9.71,9.82,76891.0,750848.0,205.0,listed
2026-04-16,1441,9.82,10.15,9.82,9.92,24872.0,246325.0,81.0,listed
2026-04-17,1441,9.91,9.91,9.8,9.8,21616.0,213060.0,132.0,listed
