trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-01-02,1409,15.0,15.1,14.75,14.75,3612425.0,53790053.0,1597.0,listed
2026-01-05,1409,14.75,14.85,14.35,14.45,6857128.0,99914227.0,2632.0,listed
2026-01-06,1409,14.4,14.75,14.4,14.6,3736680.0,54611057.0,1279.0,listed
2026-01-07,1409,14.65,15.0,14.65,14.95,4056768.0,60383051.0,1529.0,listed
2026-01-08,1409,15.0,15.25,14.8,14.85,4378098.0,65636230.0,1697.0,listed
2026-01-09,1409,14.95,15.15,14.75,14.85,3992962.0,59547409.0,1268.0,listed
2026-01-12,1409,14.85,15.0,14.7,14.9,3869215.0,57461799.0,1329.0,listed
2026-01-13,1409,14.95,15.05,14.75,15.0,5276418.0,78560526.0,1555.0,listed
2026-01-14,1409,15.05,15.45,15.05,15.35,7881772.0,120386369.0,2541.0,listed
2026-01-15,1409,15.4,15.7,15.25,15.45,6433534.0,99504280.0,2087.0,listed
2026-01-16,1409,15.55,15.6,15.35,15.5,4673108.0,72428767.0,1775.0,listed
2026-01-19,1409,15.5,15.8,15.45,15.75,6962086.0,109088983.0,2169.0,listed
2026-01-20,1409,15.85,15.9,15.45,15.45,5744656.0,89942006.0,2519.0,listed
2026-01-21,1409,15.35,15.4,15.0,15.05,5394906.0,81719390.0,2089.0,listed
2026-01-22,1409,15.2,15.4,14.95,15.1,4157228.0,62869035.0,1499.0,listed
2026-01-23,1409,15.1,15.2,14.9,15.05,2947414.0,44330979.0,1055.0,listed
2026-01-26,1409,15.1,15.7,15.1,15.65,9161747.0,142180683.0,2859.0,listed
2026-01-27,1409,15.75,15.95,15.25,15.3,6518301.0,101252103.0,2355.0,listed
2026-01-28,1409,15.3,15.4,15.1,15.3,3378418.0,51567296.0,1311.0,listed
2026-01-29,1409,15.5,15.5,15.1,15.2,2964145.0,45120119.0,1344.0,listed
2026-01-30,1409,15.2,15.25,14.95,14.95,4031395.0,60738561.0,1573.0,listed
2026-02-02,1409,15.0,15.0,14.6,14.7,3585792.0,52827861.0,1708.0,listed
2026-02-03,1409,14.8,14.9,14.6,14.7,2368545.0,34837334.0,1027.0,listed
2026-02-04,1409,14.75,15.25,14.7,15.25,5038797.0,76240233.0,1667.0,listed
2026-02-05,1409,15.25,15.3,15.0,15.05,2324360.0,35217789.0,1049.0,listed
2026-02-06,1409,15.0,15.0,14.65,14.95,3353190.0,49637298.0,1366.0,listed
2026-02-09,1409,15.15,15.2,15.0,15.05,2800904.0,42320251.0,1083.0,listed
2026-02-10,1409,15.15,15.15,15.05,15.15,1831454.0,27666368.0,886.0,listed
2026-02-11,1409,15.2,15.45,15.05,15.3,5024294.0,76808882.0,1873.0,listed
2026-02-23,1409,15.4,15.75,15.3,15.6,7024354.0,109292094.0,2578.0,listed
2026-02-24,1409,15.5,15.75,15.45,15.55,3464853.0,53963853.0,1426.0,listed
2026-02-25,1409,15.55,15.7,15.4,15.65,4109130.0,64075556.0,1517.0,listed
2026-02-26,1409,15.7,15.8,15.5,15.55,3907964.0,61087116.0,1533.0,listed
2026-03-02,1409,15.5,15.5,15.1,15.15,5581180.0,85189621.0,2793.0,listed
2026-03-03,1409,15.15,15.45,15.0,15.15,4283804.0,65063742.0,1521.0,listed
2026-03-04,1409,15.05,15.05,14.5,14.5,6602364.0,96764938.0,2757.0,listed
2026-03-05,1409,14.75,15.0,14.7,14.9,3953350.0,58768699.0,1398.0,listed
2026-03-06,1409,14.8,15.7,14.75,15.55,8892407.0,137137864.0,2906.0,listed
2026-03-09,1409,15.05,15.35,14.8,15.0,5269617.0,78979055.0,2256.0,listed
2026-03-10,1409,15.1,15.2,14.95,15.05,3682258.0,55527607.0,1302.0,listed
2026-03-11,1409,15.05,15.2,15.0,15.2,3091695.0,46678335.0,1036.0,listed
2026-03-12,1409,15.05,16.2,15.05,15.8,12354272.0,193569212.0,3866.0,listed
2026-03-13,1409,16.05,16.5,15.75,16.45,25092919.0,407743827.0,8100.0,listed
2026-03-16,1409,16.85,16.85,15.75,15.85,19491773.0,314775316.0,6522.0,listed
2026-03-17,1409,16.15,17.15,15.95,16.6,22667647.0,379130218.0,7687.0,listed
2026-03-18,1409,17.0,17.4,16.65,16.85,17495323.0,296585558.0,6510.0,listed
2026-03-19,1409,16.65,17.0,16.5,16.7,8168641.0,136699818.0,3205.0,listed
2026-03-20,1409,16.65,16.8,16.2,16.3,8209815.0,135427517.0,3246.0,listed
2026-03-23,1409,16.0,16.45,15.8,15.85,6355890.0,101901174.0,3476.0,listed
2026-03-24,1409,16.05,16.05,15.6,15.8,4750051.0,75216262.0,2459.0,listed
2026-03-25,1409,16.0,16.0,15.65,15.7,4974075.0,78400302.0,2868.0,listed
2026-03-26,1409,15.8,16.15,15.75,15.8,4508928.0,72041211.0,1889.0,listed
2026-03-27,1409,15.75,16.15,15.75,15.95,2844318.0,45343718.0,1432.0,listed
2026-03-30,1409,15.75,16.2,15.7,15.85,3788464.0,60510501.0,1723.0,listed
2026-03-31,1409,15.9,15.95,15.4,15.45,5043706.0,78667591.0,2124.0,listed
2026-04-01,1409,15.65,15.8,15.5,15.55,3691219.0,57686392.0,1336.0,listed
2026-04-02,1409,15.65,15.65,15.35,15.4,2734524.0,42253577.0,1202.0,listed
2026-04-07,1409,15.5,15.55,15.35,15.5,2237401.0,34595160.0,859.0,listed
2026-04-08,1409,15.7,16.0,15.55,15.95,4118536.0,64975890.0,1832.0,listed
2026-04-09,1409,16.1,16.1,15.75,15.85,3298134.0,52378791.0,1328.0,listed
2026-04-10,1409,16.15,16.75,16.1,16.55,11363931.0,187389924.0,4138.0,listed
2026-04-13,1409,16.55,17.6,16.55,17.2,32078566.0,549302211.0,10928.0,listed
2026-04-14,1409,17.1,17.3,16.9,17.2,9688484.0,165841693.0,3519.0,listed
2026-04-15,1409,17.3,17.3,16.6,16.65,9040749.0,152030397.0,3373.0,listed
2026-04-16,1409,16.9,17.35,16.8,17.05,12119096.0,206983184.0,3943.0,listed
2026-04-17,1409,17.2,17.25,16.6,16.7,7901561.0,133132792.0,2922.0,listed
2026-04-20,1409,16.95,17.0,16.6,16.6,5360785.0,89802116.0,1835.0,listed
2026-04-21,1409,16.8,17.15,16.65,16.85,6848617.0,115603255.0,2114.0,listed
2026-04-22,1409,17.15,17.85,16.95,17.55,48456904.0,848763421.0,15481.0,listed
