trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-06-01,8021,466.0,475.0,463.5,464.0,1800728.0,840943141.0,3168.0,listed
2026-06-02,8021,476.5,476.5,440.0,445.0,973640.0,438208388.0,2017.0,listed
2026-06-03,8021,461.5,470.0,458.0,470.0,1413685.0,656052361.0,2620.0,listed
2026-06-04,8021,460.0,460.0,438.5,441.0,940903.0,419456586.0,2505.0,listed
2026-06-05,8021,430.0,458.0,415.0,458.0,972595.0,430191352.0,1877.0,listed
2026-06-08,8021,412.5,460.0,412.5,460.0,1941008.0,848404246.0,2713.0,listed
2026-06-09,8021,500.0,506.0,470.0,506.0,9684100.0,4799427710.0,13692.0,listed
2026-06-10,8021,519.0,556.0,517.0,556.0,18225259.0,9934891490.0,21163.0,listed
2026-06-11,8021,529.0,581.0,501.0,570.0,28431722.0,15372622881.0,35413.0,listed
2026-06-12,8021,608.0,627.0,522.0,522.0,26962588.0,15142202544.0,42911.0,listed
2026-06-15,8021,528.0,529.0,503.0,506.0,14855629.0,7618034640.0,28117.0,listed
2026-06-16,8021,495.0,523.0,495.0,518.0,2033792.0,1044789942.0,4156.0,listed
2026-06-17,8021,524.0,550.0,524.0,542.0,2433674.0,1314706131.0,4696.0,listed
2026-06-18,8021,554.0,554.0,531.0,543.0,1188992.0,642923056.0,3333.0,listed
