trade_date,stock_id,open,high,low,close,volume,turnover,trades,market
2026-01-02,1323,19.4,19.5,19.35,19.5,34141.0,665058.0,19.0,listed
2026-01-05,1323,19.45,19.5,19.3,19.5,23000.0,447450.0,13.0,listed
2026-01-06,1323,19.5,19.5,19.45,19.45,15174.0,295691.0,10.0,listed
2026-01-07,1323,19.45,19.45,19.45,19.45,39672.0,771605.0,19.0,listed
2026-01-08,1323,19.45,19.5,19.4,19.5,30159.0,587318.0,15.0,listed
2026-01-09,1323,19.5,19.5,19.35,19.45,20385.0,395720.0,24.0,listed
2026-01-12,1323,19.4,19.45,18.5,18.95,243429.0,4617510.0,202.0,listed
2026-01-13,1323,18.9,19.2,18.8,19.0,110663.0,2103594.0,62.0,listed
2026-01-14,1323,19.0,19.0,18.85,18.95,62304.0,1178263.0,58.0,listed
2026-01-15,1323,18.95,18.95,18.75,18.9,45046.0,849441.0,47.0,listed
2026-01-16,1323,18.9,18.9,18.85,18.85,49910.0,941212.0,37.0,listed
2026-01-19,1323,18.75,18.8,18.65,18.7,94814.0,1772993.0,93.0,listed
2026-01-20,1323,18.5,18.7,18.5,18.65,88856.0,1651204.0,63.0,listed
2026-01-21,1323,18.6,18.65,18.4,18.6,53130.0,986843.0,57.0,listed
2026-01-22,1323,18.6,18.9,18.6,18.9,122690.0,2304076.0,68.0,listed
2026-01-23,1323,18.9,19.2,18.6,19.2,50285.0,956223.0,64.0,listed
2026-01-26,1323,19.0,19.2,18.85,19.15,36458.0,695764.0,52.0,listed
2026-01-27,1323,19.2,19.2,19.0,19.0,45343.0,865091.0,25.0,listed
2026-01-28,1323,19.15,19.15,18.5,18.7,91907.0,1720269.0,145.0,listed
2026-01-29,1323,18.6,18.75,18.55,18.75,87470.0,1633002.0,85.0,listed
2026-01-30,1323,18.75,18.75,18.6,18.75,43506.0,814558.0,36.0,listed
2026-02-02,1323,18.75,18.75,18.55,18.75,46396.0,868327.0,26.0,listed
2026-02-03,1323,18.75,18.8,18.55,18.65,64756.0,1206431.0,61.0,listed
2026-02-04,1323,18.6,18.65,18.55,18.65,21383.0,398126.0,34.0,listed
2026-02-05,1323,18.5,18.8,18.5,18.8,35350.0,662819.0,36.0,listed
2026-02-06,1323,18.55,18.8,18.55,18.65,35646.0,664640.0,27.0,listed
2026-02-09,1323,18.65,18.75,18.55,18.75,20392.0,380957.0,26.0,listed
