parameter_id,min_avg_volume_5d,price_breakout_days,min_institutional_net_buy,eps_quality_clip_low,eps_quality_clip_high,stop_loss,take_profit,exit_rule,filtered,selected,trades,covered_trade_months,full_trade_months,min_trades_per_month,finalized_trades,as_of_latest_trades,win_rate,avg_return_pct,total_pnl_amount,invested_amount,portfolio_return_pct
vol5_0_high60_instany_epsloany_epshiany_sl10_tpnone_month_end,0.0,60,,,,0.1,,month_end,163,25,25,5,5,5,22,3,0.56,0.153689,768442.95,5000000.0,0.153689
vol5_50000_high60_instany_epsloany_epshiany_sl10_tpnone_month_end,50000.0,60,,,,0.1,,month_end,149,25,25,5,5,5,22,3,0.56,0.152972,764861.24,5000000.0,0.152972
vol5_100000_high60_instany_epsloany_epshiany_sl10_tpnone_month_end,100000.0,60,,,,0.1,,month_end,143,25,25,5,5,5,22,3,0.56,0.152972,764861.24,5000000.0,0.152972
vol5_50000_high60_instany_epsloany_epshiany_sl20_tpnone_month_end,50000.0,60,,,,0.2,,month_end,149,25,25,5,5,5,20,5,0.56,0.149334,746670.82,5000000.0,0.149334
vol5_100000_high60_instany_epsloany_epshiany_sl20_tpnone_month_end,100000.0,60,,,,0.2,,month_end,143,25,25,5,5,5,20,5,0.56,0.149334,746670.82,5000000.0,0.149334
vol5_0_high120_instany_epsloany_epshiany_sl10_tpnone_month_end,0.0,120,,,,0.1,,month_end,157,25,25,5,5,5,22,3,0.52,0.149276,746381.26,5000000.0,0.149276
vol5_0_high240_instany_epsloany_epshiany_sl10_tpnone_month_end,0.0,240,,,,0.1,,month_end,157,25,25,5,5,5,22,3,0.52,0.149276,746381.26,5000000.0,0.149276
vol5_50000_high120_instany_epsloany_epshiany_sl10_tpnone_month_end,50000.0,120,,,,0.1,,month_end,143,25,25,5,5,5,22,3,0.52,0.14856,742799.55,5000000.0,0.14856
vol5_50000_high240_instany_epsloany_epshiany_sl10_tpnone_month_end,50000.0,240,,,,0.1,,month_end,143,25,25,5,5,5,22,3,0.52,0.14856,742799.55,5000000.0,0.14856
vol5_100000_high120_instany_epsloany_epshiany_sl10_tpnone_month_end,100000.0,120,,,,0.1,,month_end,138,25,25,5,5,5,22,3,0.52,0.14856,742799.55,5000000.0,0.14856
vol5_100000_high240_instany_epsloany_epshiany_sl10_tpnone_month_end,100000.0,240,,,,0.1,,month_end,138,25,25,5,5,5,22,3,0.52,0.14856,742799.55,5000000.0,0.14856
vol5_0_high60_instany_epsloany_epshiany_sl20_tpnone_month_end,0.0,60,,,,0.2,,month_end,163,25,25,5,5,5,20,5,0.56,0.148174,740868.64,5000000.0,0.148174
vol5_50000_high60_instany_epsloany_epshiany_slnone_tpnone_month_end,50000.0,60,,,,,,month_end,149,25,25,5,5,5,20,5,0.56,0.147725,738624.51,5000000.0,0.147725
vol5_50000_high60_instany_epsloany_epshiany_sl30_tpnone_month_end,50000.0,60,,,,0.3,,month_end,149,25,25,5,5,5,20,5,0.56,0.147725,738624.51,5000000.0,0.147725
vol5_100000_high60_instany_epsloany_epshiany_slnone_tpnone_month_end,100000.0,60,,,,,,month_end,143,25,25,5,5,5,20,5,0.56,0.147725,738624.51,5000000.0,0.147725
vol5_100000_high60_instany_epsloany_epshiany_sl30_tpnone_month_end,100000.0,60,,,,0.3,,month_end,143,25,25,5,5,5,20,5,0.56,0.147725,738624.51,5000000.0,0.147725
vol5_0_high60_instany_epsloany_epshiany_slnone_tpnone_month_end,0.0,60,,,,,,month_end,163,25,25,5,5,5,20,5,0.56,0.146564,732822.33,5000000.0,0.146564
vol5_0_high60_instany_epsloany_epshiany_sl30_tpnone_month_end,0.0,60,,,,0.3,,month_end,163,25,25,5,5,5,20,5,0.56,0.146564,732822.33,5000000.0,0.146564
vol5_50000_high120_instany_epsloany_epshiany_sl20_tpnone_month_end,50000.0,120,,,,0.2,,month_end,143,25,25,5,5,5,20,5,0.52,0.144922,724609.13,5000000.0,0.144922
vol5_50000_high240_instany_epsloany_epshiany_sl20_tpnone_month_end,50000.0,240,,,,0.2,,month_end,143,25,25,5,5,5,20,5,0.52,0.144922,724609.13,5000000.0,0.144922
vol5_100000_high120_instany_epsloany_epshiany_sl20_tpnone_month_end,100000.0,120,,,,0.2,,month_end,138,25,25,5,5,5,20,5,0.52,0.144922,724609.13,5000000.0,0.144922
vol5_100000_high240_instany_epsloany_epshiany_sl20_tpnone_month_end,100000.0,240,,,,0.2,,month_end,138,25,25,5,5,5,20,5,0.52,0.144922,724609.13,5000000.0,0.144922
vol5_0_high120_instany_epsloany_epshiany_sl20_tpnone_month_end,0.0,120,,,,0.2,,month_end,157,25,25,5,5,5,20,5,0.52,0.143761,718806.95,5000000.0,0.143761
vol5_0_high240_instany_epsloany_epshiany_sl20_tpnone_month_end,0.0,240,,,,0.2,,month_end,157,25,25,5,5,5,20,5,0.52,0.143761,718806.95,5000000.0,0.143761
vol5_50000_high120_instany_epsloany_epshiany_slnone_tpnone_month_end,50000.0,120,,,,,,month_end,143,25,25,5,5,5,20,5,0.52,0.143313,716562.82,5000000.0,0.143313
vol5_50000_high120_instany_epsloany_epshiany_sl30_tpnone_month_end,50000.0,120,,,,0.3,,month_end,143,25,25,5,5,5,20,5,0.52,0.143313,716562.82,5000000.0,0.143313
vol5_50000_high240_instany_epsloany_epshiany_slnone_tpnone_month_end,50000.0,240,,,,,,month_end,143,25,25,5,5,5,20,5,0.52,0.143313,716562.82,5000000.0,0.143313
vol5_50000_high240_instany_epsloany_epshiany_sl30_tpnone_month_end,50000.0,240,,,,0.3,,month_end,143,25,25,5,5,5,20,5,0.52,0.143313,716562.82,5000000.0,0.143313
vol5_100000_high120_instany_epsloany_epshiany_slnone_tpnone_month_end,100000.0,120,,,,,,month_end,138,25,25,5,5,5,20,5,0.52,0.143313,716562.82,5000000.0,0.143313
vol5_100000_high120_instany_epsloany_epshiany_sl30_tpnone_month_end,100000.0,120,,,,0.3,,month_end,138,25,25,5,5,5,20,5,0.52,0.143313,716562.82,5000000.0,0.143313
vol5_100000_high240_instany_epsloany_epshiany_slnone_tpnone_month_end,100000.0,240,,,,,,month_end,138,25,25,5,5,5,20,5,0.52,0.143313,716562.82,5000000.0,0.143313
vol5_100000_high240_instany_epsloany_epshiany_sl30_tpnone_month_end,100000.0,240,,,,0.3,,month_end,138,25,25,5,5,5,20,5,0.52,0.143313,716562.82,5000000.0,0.143313
vol5_100000_high20_instany_epsloany_epshiany_sl10_tpnone_month_end,100000.0,20,,,,0.1,,month_end,180,25,25,5,5,5,22,3,0.52,0.142474,712372.04,5000000.0,0.142474
vol5_0_high120_instany_epsloany_epshiany_slnone_tpnone_month_end,0.0,120,,,,,,month_end,157,25,25,5,5,5,20,5,0.52,0.142152,710760.64,5000000.0,0.142152
vol5_0_high120_instany_epsloany_epshiany_sl30_tpnone_month_end,0.0,120,,,,0.3,,month_end,157,25,25,5,5,5,20,5,0.52,0.142152,710760.64,5000000.0,0.142152
vol5_0_high240_instany_epsloany_epshiany_slnone_tpnone_month_end,0.0,240,,,,,,month_end,157,25,25,5,5,5,20,5,0.52,0.142152,710760.64,5000000.0,0.142152
vol5_0_high240_instany_epsloany_epshiany_sl30_tpnone_month_end,0.0,240,,,,0.3,,month_end,157,25,25,5,5,5,20,5,0.52,0.142152,710760.64,5000000.0,0.142152
vol5_50000_high20_instany_epsloany_epshiany_sl10_tpnone_month_end,50000.0,20,,,,0.1,,month_end,196,25,25,5,5,5,22,3,0.56,0.141019,705094.0,5000000.0,0.141019
vol5_100000_high20_instany_epsloany_epshiany_sl20_tpnone_month_end,100000.0,20,,,,0.2,,month_end,180,25,25,5,5,5,20,5,0.52,0.137571,687855.09,5000000.0,0.137571
vol5_50000_high20_instany_epsloany_epshiany_sl20_tpnone_month_end,50000.0,20,,,,0.2,,month_end,196,25,25,5,5,5,20,5,0.56,0.136115,680577.05,5000000.0,0.136115
vol5_100000_high20_instany_epsloany_epshiany_slnone_tpnone_month_end,100000.0,20,,,,,,month_end,180,25,25,5,5,5,20,5,0.52,0.135962,679808.78,5000000.0,0.135962
vol5_100000_high20_instany_epsloany_epshiany_sl30_tpnone_month_end,100000.0,20,,,,0.3,,month_end,180,25,25,5,5,5,20,5,0.52,0.135962,679808.78,5000000.0,0.135962
vol5_50000_high20_instany_epsloany_epshiany_slnone_tpnone_month_end,50000.0,20,,,,,,month_end,196,25,25,5,5,5,20,5,0.56,0.134506,672530.74,5000000.0,0.134506
vol5_50000_high20_instany_epsloany_epshiany_sl30_tpnone_month_end,50000.0,20,,,,0.3,,month_end,196,25,25,5,5,5,20,5,0.56,0.134506,672530.74,5000000.0,0.134506
vol5_0_high20_instany_epsloany_epshiany_sl10_tpnone_month_end,0.0,20,,,,0.1,,month_end,232,25,25,5,5,5,22,3,0.48,0.127153,635767.67,5000000.0,0.127154
vol5_0_high20_instany_epsloany_epshiany_slnone_tpnone_month_end,0.0,20,,,,,,month_end,232,25,25,5,5,5,20,5,0.48,0.124905,624524.43,5000000.0,0.124905
vol5_0_high20_instany_epsloany_epshiany_sl20_tpnone_month_end,0.0,20,,,,0.2,,month_end,232,25,25,5,5,5,20,5,0.48,0.124905,624524.43,5000000.0,0.124905
vol5_0_high20_instany_epsloany_epshiany_sl30_tpnone_month_end,0.0,20,,,,0.3,,month_end,232,25,25,5,5,5,20,5,0.48,0.124905,624524.43,5000000.0,0.124905
vol5_500000_high60_inst0k_epsloany_epshiany_slnone_tp30_month_end,500000.0,60,0.0,,,,0.3,month_end,80,25,25,5,5,5,19,6,0.72,0.121192,605962.16,5000000.0,0.121192
vol5_500000_high60_inst0k_epsloany_epshiany_sl20_tp30_month_end,500000.0,60,0.0,,,0.2,0.3,month_end,80,25,25,5,5,5,19,6,0.72,0.121192,605962.16,5000000.0,0.121192
vol5_500000_high60_inst0k_epsloany_epshiany_sl30_tp30_month_end,500000.0,60,0.0,,,0.3,0.3,month_end,80,25,25,5,5,5,19,6,0.72,0.121192,605962.16,5000000.0,0.121192
vol5_0_high60_instany_epsloany_epshiany_sl10_tp120_month_end,0.0,60,,,,0.1,1.2,month_end,163,25,25,5,5,5,22,3,0.56,0.118295,591476.37,5000000.0,0.118295
vol5_50000_high60_instany_epsloany_epshiany_sl10_tp120_month_end,50000.0,60,,,,0.1,1.2,month_end,149,25,25,5,5,5,22,3,0.56,0.117579,587894.66,5000000.0,0.117579
vol5_100000_high60_instany_epsloany_epshiany_sl10_tp120_month_end,100000.0,60,,,,0.1,1.2,month_end,143,25,25,5,5,5,22,3,0.56,0.117579,587894.66,5000000.0,0.117579
vol5_500000_high60_instany_epsloany_epshiany_sl20_tp30_month_end,500000.0,60,,,,0.2,0.3,month_end,103,25,25,5,5,5,20,5,0.72,0.116302,581510.81,5000000.0,0.116302
vol5_500000_high120_instany_epsloany_epshiany_sl20_tp30_month_end,500000.0,120,,,,0.2,0.3,month_end,100,25,25,5,5,5,20,5,0.72,0.116302,581510.81,5000000.0,0.116302
vol5_500000_high240_instany_epsloany_epshiany_sl20_tp30_month_end,500000.0,240,,,,0.2,0.3,month_end,100,25,25,5,5,5,20,5,0.72,0.116302,581510.81,5000000.0,0.116302
vol5_500000_high120_instany_epsloany_epshiany_sl20_tp50_month_end,500000.0,120,,,,0.2,0.5,month_end,100,25,25,5,5,5,20,5,0.68,0.115454,577270.56,5000000.0,0.115454
vol5_500000_high240_instany_epsloany_epshiany_sl20_tp50_month_end,500000.0,240,,,,0.2,0.5,month_end,100,25,25,5,5,5,20,5,0.68,0.115454,577270.56,5000000.0,0.115454
vol5_500000_high60_instany_epsloany_epshiany_slnone_tp30_month_end,500000.0,60,,,,,0.3,month_end,103,25,25,5,5,5,20,5,0.72,0.114693,573464.5,5000000.0,0.114693
vol5_500000_high60_instany_epsloany_epshiany_sl30_tp30_month_end,500000.0,60,,,,0.3,0.3,month_end,103,25,25,5,5,5,20,5,0.72,0.114693,573464.5,5000000.0,0.114693
vol5_500000_high120_instany_epsloany_epshiany_slnone_tp30_month_end,500000.0,120,,,,,0.3,month_end,100,25,25,5,5,5,20,5,0.72,0.114693,573464.5,5000000.0,0.114693
vol5_500000_high120_instany_epsloany_epshiany_sl30_tp30_month_end,500000.0,120,,,,0.3,0.3,month_end,100,25,25,5,5,5,20,5,0.72,0.114693,573464.5,5000000.0,0.114693
vol5_500000_high240_instany_epsloany_epshiany_slnone_tp30_month_end,500000.0,240,,,,,0.3,month_end,100,25,25,5,5,5,20,5,0.72,0.114693,573464.5,5000000.0,0.114693
vol5_500000_high240_instany_epsloany_epshiany_sl30_tp30_month_end,500000.0,240,,,,0.3,0.3,month_end,100,25,25,5,5,5,20,5,0.72,0.114693,573464.5,5000000.0,0.114693
vol5_500000_high120_instany_epsloany_epshiany_sl10_tp50_month_end,500000.0,120,,,,0.1,0.5,month_end,100,25,25,5,5,5,22,3,0.64,0.114383,571916.28,5000000.0,0.114383
vol5_500000_high240_instany_epsloany_epshiany_sl10_tp50_month_end,500000.0,240,,,,0.1,0.5,month_end,100,25,25,5,5,5,22,3,0.64,0.114383,571916.28,5000000.0,0.114383
vol5_1000000_high0_inst0k_epsloany_epshiany_slnone_tp50_month_end,1000000.0,0,0.0,,,,0.5,month_end,745,25,25,5,5,5,20,5,0.64,0.114133,570663.31,5000000.0,0.114133
vol5_1000000_high0_inst0k_epsloany_epshiany_sl30_tp50_month_end,1000000.0,0,0.0,,,0.3,0.5,month_end,745,25,25,5,5,5,20,5,0.64,0.114133,570663.31,5000000.0,0.114133
vol5_500000_high60_instany_epsloany_epshiany_sl10_tp30_month_end,500000.0,60,,,,0.1,0.3,month_end,103,25,25,5,5,5,22,3,0.68,0.11398,569900.12,5000000.0,0.11398
vol5_500000_high120_instany_epsloany_epshiany_sl10_tp30_month_end,500000.0,120,,,,0.1,0.3,month_end,100,25,25,5,5,5,22,3,0.68,0.11398,569900.12,5000000.0,0.11398
vol5_500000_high240_instany_epsloany_epshiany_sl10_tp30_month_end,500000.0,240,,,,0.1,0.3,month_end,100,25,25,5,5,5,22,3,0.68,0.11398,569900.12,5000000.0,0.11398
vol5_50000_high60_instany_epsloany_epshiany_sl20_tp120_month_end,50000.0,60,,,,0.2,1.2,month_end,149,25,25,5,5,5,20,5,0.56,0.113941,569704.24,5000000.0,0.113941
vol5_100000_high60_instany_epsloany_epshiany_sl20_tp120_month_end,100000.0,60,,,,0.2,1.2,month_end,143,25,25,5,5,5,20,5,0.56,0.113941,569704.24,5000000.0,0.113941
vol5_0_high120_instany_epsloany_epshiany_sl10_tp120_month_end,0.0,120,,,,0.1,1.2,month_end,157,25,25,5,5,5,22,3,0.52,0.113883,569414.68,5000000.0,0.113883
vol5_0_high240_instany_epsloany_epshiany_sl10_tp120_month_end,0.0,240,,,,0.1,1.2,month_end,157,25,25,5,5,5,22,3,0.52,0.113883,569414.68,5000000.0,0.113883
vol5_500000_high120_instany_epsloany_epshiany_slnone_tp50_month_end,500000.0,120,,,,,0.5,month_end,100,25,25,5,5,5,20,5,0.68,0.113845,569224.25,5000000.0,0.113845
vol5_500000_high120_instany_epsloany_epshiany_sl30_tp50_month_end,500000.0,120,,,,0.3,0.5,month_end,100,25,25,5,5,5,20,5,0.68,0.113845,569224.25,5000000.0,0.113845
vol5_500000_high240_instany_epsloany_epshiany_slnone_tp50_month_end,500000.0,240,,,,,0.5,month_end,100,25,25,5,5,5,20,5,0.68,0.113845,569224.25,5000000.0,0.113845
vol5_500000_high240_instany_epsloany_epshiany_sl30_tp50_month_end,500000.0,240,,,,0.3,0.5,month_end,100,25,25,5,5,5,20,5,0.68,0.113845,569224.25,5000000.0,0.113845
vol5_500000_high20_inst0k_epsloany_epshiany_slnone_tp30_month_end,500000.0,20,0.0,,,,0.3,month_end,96,25,25,5,5,5,20,5,0.72,0.113602,568009.6,5000000.0,0.113602
vol5_500000_high20_inst0k_epsloany_epshiany_sl20_tp30_month_end,500000.0,20,0.0,,,0.2,0.3,month_end,96,25,25,5,5,5,20,5,0.72,0.113602,568009.6,5000000.0,0.113602
vol5_500000_high20_inst0k_epsloany_epshiany_sl30_tp30_month_end,500000.0,20,0.0,,,0.3,0.3,month_end,96,25,25,5,5,5,20,5,0.72,0.113602,568009.6,5000000.0,0.113602
vol5_50000_high120_instany_epsloany_epshiany_sl10_tp120_month_end,50000.0,120,,,,0.1,1.2,month_end,143,25,25,5,5,5,22,3,0.52,0.113167,565832.97,5000000.0,0.113167
vol5_50000_high240_instany_epsloany_epshiany_sl10_tp120_month_end,50000.0,240,,,,0.1,1.2,month_end,143,25,25,5,5,5,22,3,0.52,0.113167,565832.97,5000000.0,0.113167
vol5_100000_high120_instany_epsloany_epshiany_sl10_tp120_month_end,100000.0,120,,,,0.1,1.2,month_end,138,25,25,5,5,5,22,3,0.52,0.113167,565832.97,5000000.0,0.113167
vol5_100000_high240_instany_epsloany_epshiany_sl10_tp120_month_end,100000.0,240,,,,0.1,1.2,month_end,138,25,25,5,5,5,22,3,0.52,0.113167,565832.97,5000000.0,0.113167
vol5_0_high60_instany_epsloany_epshiany_sl20_tp120_month_end,0.0,60,,,,0.2,1.2,month_end,163,25,25,5,5,5,20,5,0.56,0.11278,563902.06,5000000.0,0.11278
vol5_500000_high60_inst0k_epsloany_epshiany_slnone_tp50_month_end,500000.0,60,0.0,,,,0.5,month_end,80,25,25,5,5,5,19,6,0.68,0.112558,562788.58,5000000.0,0.112558
vol5_500000_high60_inst0k_epsloany_epshiany_sl20_tp50_month_end,500000.0,60,0.0,,,0.2,0.5,month_end,80,25,25,5,5,5,19,6,0.68,0.112558,562788.58,5000000.0,0.112558
vol5_500000_high60_inst0k_epsloany_epshiany_sl30_tp50_month_end,500000.0,60,0.0,,,0.3,0.5,month_end,80,25,25,5,5,5,19,6,0.68,0.112558,562788.58,5000000.0,0.112558
vol5_50000_high60_instany_epsloany_epshiany_slnone_tp120_month_end,50000.0,60,,,,,1.2,month_end,149,25,25,5,5,5,20,5,0.56,0.112332,561657.93,5000000.0,0.112332
vol5_50000_high60_instany_epsloany_epshiany_sl30_tp120_month_end,50000.0,60,,,,0.3,1.2,month_end,149,25,25,5,5,5,20,5,0.56,0.112332,561657.93,5000000.0,0.112332
vol5_100000_high60_instany_epsloany_epshiany_slnone_tp120_month_end,100000.0,60,,,,,1.2,month_end,143,25,25,5,5,5,20,5,0.56,0.112332,561657.93,5000000.0,0.112332
vol5_100000_high60_instany_epsloany_epshiany_sl30_tp120_month_end,100000.0,60,,,,0.3,1.2,month_end,143,25,25,5,5,5,20,5,0.56,0.112332,561657.93,5000000.0,0.112332
vol5_1000000_high0_inst0k_epsloany_epshiany_slnone_tpnone_month_end,1000000.0,0,0.0,,,,,month_end,745,25,25,5,5,5,20,5,0.64,0.111544,557719.85,5000000.0,0.111544
vol5_1000000_high0_inst0k_epsloany_epshiany_slnone_tp80_month_end,1000000.0,0,0.0,,,,0.8,month_end,745,25,25,5,5,5,20,5,0.64,0.111544,557719.85,5000000.0,0.111544
vol5_1000000_high0_inst0k_epsloany_epshiany_slnone_tp120_month_end,1000000.0,0,0.0,,,,1.2,month_end,745,25,25,5,5,5,20,5,0.64,0.111544,557719.85,5000000.0,0.111544
vol5_1000000_high0_inst0k_epsloany_epshiany_sl30_tpnone_month_end,1000000.0,0,0.0,,,0.3,,month_end,745,25,25,5,5,5,20,5,0.64,0.111544,557719.85,5000000.0,0.111544
vol5_1000000_high0_inst0k_epsloany_epshiany_sl30_tp80_month_end,1000000.0,0,0.0,,,0.3,0.8,month_end,745,25,25,5,5,5,20,5,0.64,0.111544,557719.85,5000000.0,0.111544
vol5_1000000_high0_inst0k_epsloany_epshiany_sl30_tp120_month_end,1000000.0,0,0.0,,,0.3,1.2,month_end,745,25,25,5,5,5,20,5,0.64,0.111544,557719.85,5000000.0,0.111544
vol5_0_high60_instany_epsloany_epshiany_slnone_tp120_month_end,0.0,60,,,,,1.2,month_end,163,25,25,5,5,5,20,5,0.56,0.111171,555855.75,5000000.0,0.111171
vol5_0_high60_instany_epsloany_epshiany_sl30_tp120_month_end,0.0,60,,,,0.3,1.2,month_end,163,25,25,5,5,5,20,5,0.56,0.111171,555855.75,5000000.0,0.111171
vol5_1000000_high0_inst0k_epsloany_epshiany_sl20_tp50_month_end,1000000.0,0,0.0,,,0.2,0.5,month_end,745,25,25,5,5,5,20,5,0.64,0.111082,555412.47,5000000.0,0.111082
vol5_500000_high60_instany_epsloany_epshiany_sl20_tp50_month_end,500000.0,60,,,,0.2,0.5,month_end,103,25,25,5,5,5,20,5,0.68,0.11031,551548.24,5000000.0,0.11031
vol5_50000_high120_instany_epsloany_epshiany_sl20_tp120_month_end,50000.0,120,,,,0.2,1.2,month_end,143,25,25,5,5,5,20,5,0.52,0.109529,547642.55,5000000.0,0.109529
vol5_50000_high240_instany_epsloany_epshiany_sl20_tp120_month_end,50000.0,240,,,,0.2,1.2,month_end,143,25,25,5,5,5,20,5,0.52,0.109529,547642.55,5000000.0,0.109529
vol5_100000_high120_instany_epsloany_epshiany_sl20_tp120_month_end,100000.0,120,,,,0.2,1.2,month_end,138,25,25,5,5,5,20,5,0.52,0.109529,547642.55,5000000.0,0.109529
vol5_100000_high240_instany_epsloany_epshiany_sl20_tp120_month_end,100000.0,240,,,,0.2,1.2,month_end,138,25,25,5,5,5,20,5,0.52,0.109529,547642.55,5000000.0,0.109529
vol5_500000_high60_inst0k_epsloany_epshiany_sl10_tp30_month_end,500000.0,60,0.0,,,0.1,0.3,month_end,80,25,25,5,5,5,23,2,0.64,0.109333,546663.28,5000000.0,0.109333
vol5_500000_high60_instany_epsloany_epshiany_sl10_tp50_month_end,500000.0,60,,,,0.1,0.5,month_end,103,25,25,5,5,5,22,3,0.64,0.109239,546193.96,5000000.0,0.109239
vol5_500000_high60_instany_epsloany_epshiany_slnone_tp50_month_end,500000.0,60,,,,,0.5,month_end,103,25,25,5,5,5,20,5,0.68,0.1087,543501.93,5000000.0,0.1087
vol5_500000_high60_instany_epsloany_epshiany_sl30_tp50_month_end,500000.0,60,,,,0.3,0.5,month_end,103,25,25,5,5,5,20,5,0.68,0.1087,543501.93,5000000.0,0.1087
vol5_1000000_high0_inst0k_epsloany_epshiany_sl20_tpnone_month_end,1000000.0,0,0.0,,,0.2,,month_end,745,25,25,5,5,5,20,5,0.64,0.108494,542469.01,5000000.0,0.108494
vol5_1000000_high0_inst0k_epsloany_epshiany_sl20_tp80_month_end,1000000.0,0,0.0,,,0.2,0.8,month_end,745,25,25,5,5,5,20,5,0.64,0.108494,542469.01,5000000.0,0.108494
vol5_1000000_high0_inst0k_epsloany_epshiany_sl20_tp120_month_end,1000000.0,0,0.0,,,0.2,1.2,month_end,745,25,25,5,5,5,20,5,0.64,0.108494,542469.01,5000000.0,0.108494
vol5_0_high120_instany_epsloany_epshiany_sl20_tp120_month_end,0.0,120,,,,0.2,1.2,month_end,157,25,25,5,5,5,20,5,0.52,0.108368,541840.37,5000000.0,0.108368
vol5_0_high240_instany_epsloany_epshiany_sl20_tp120_month_end,0.0,240,,,,0.2,1.2,month_end,157,25,25,5,5,5,20,5,0.52,0.108368,541840.37,5000000.0,0.108368
vol5_50000_high120_instany_epsloany_epshiany_slnone_tp120_month_end,50000.0,120,,,,,1.2,month_end,143,25,25,5,5,5,20,5,0.52,0.107919,539596.24,5000000.0,0.107919
vol5_50000_high120_instany_epsloany_epshiany_sl30_tp120_month_end,50000.0,120,,,,0.3,1.2,month_end,143,25,25,5,5,5,20,5,0.52,0.107919,539596.24,5000000.0,0.107919
vol5_50000_high240_instany_epsloany_epshiany_slnone_tp120_month_end,50000.0,240,,,,,1.2,month_end,143,25,25,5,5,5,20,5,0.52,0.107919,539596.24,5000000.0,0.107919
vol5_50000_high240_instany_epsloany_epshiany_sl30_tp120_month_end,50000.0,240,,,,0.3,1.2,month_end,143,25,25,5,5,5,20,5,0.52,0.107919,539596.24,5000000.0,0.107919
vol5_100000_high120_instany_epsloany_epshiany_slnone_tp120_month_end,100000.0,120,,,,,1.2,month_end,138,25,25,5,5,5,20,5,0.52,0.107919,539596.24,5000000.0,0.107919
vol5_100000_high120_instany_epsloany_epshiany_sl30_tp120_month_end,100000.0,120,,,,0.3,1.2,month_end,138,25,25,5,5,5,20,5,0.52,0.107919,539596.24,5000000.0,0.107919
vol5_100000_high240_instany_epsloany_epshiany_slnone_tp120_month_end,100000.0,240,,,,,1.2,month_end,138,25,25,5,5,5,20,5,0.52,0.107919,539596.24,5000000.0,0.107919
vol5_100000_high240_instany_epsloany_epshiany_sl30_tp120_month_end,100000.0,240,,,,0.3,1.2,month_end,138,25,25,5,5,5,20,5,0.52,0.107919,539596.24,5000000.0,0.107919
vol5_500000_high120_inst0k_epsloany_epshiany_slnone_tp30_month_end,500000.0,120,0.0,,,,0.3,month_end,77,25,25,5,5,5,19,6,0.68,0.107285,536423.7,5000000.0,0.107285
vol5_500000_high120_inst0k_epsloany_epshiany_sl20_tp30_month_end,500000.0,120,0.0,,,0.2,0.3,month_end,77,25,25,5,5,5,19,6,0.68,0.107285,536423.7,5000000.0,0.107285
vol5_500000_high120_inst0k_epsloany_epshiany_sl30_tp30_month_end,500000.0,120,0.0,,,0.3,0.3,month_end,77,25,25,5,5,5,19,6,0.68,0.107285,536423.7,5000000.0,0.107285
vol5_500000_high240_inst0k_epsloany_epshiany_slnone_tp30_month_end,500000.0,240,0.0,,,,0.3,month_end,77,25,25,5,5,5,19,6,0.68,0.107285,536423.7,5000000.0,0.107285
vol5_500000_high240_inst0k_epsloany_epshiany_sl20_tp30_month_end,500000.0,240,0.0,,,0.2,0.3,month_end,77,25,25,5,5,5,19,6,0.68,0.107285,536423.7,5000000.0,0.107285
vol5_500000_high240_inst0k_epsloany_epshiany_sl30_tp30_month_end,500000.0,240,0.0,,,0.3,0.3,month_end,77,25,25,5,5,5,19,6,0.68,0.107285,536423.7,5000000.0,0.107285
vol5_100000_high20_instany_epsloany_epshiany_sl10_tp120_month_end,100000.0,20,,,,0.1,1.2,month_end,180,25,25,5,5,5,22,3,0.52,0.107081,535405.46,5000000.0,0.107081
vol5_0_high120_instany_epsloany_epshiany_slnone_tp120_month_end,0.0,120,,,,,1.2,month_end,157,25,25,5,5,5,20,5,0.52,0.106759,533794.06,5000000.0,0.106759
vol5_0_high120_instany_epsloany_epshiany_sl30_tp120_month_end,0.0,120,,,,0.3,1.2,month_end,157,25,25,5,5,5,20,5,0.52,0.106759,533794.06,5000000.0,0.106759
vol5_0_high240_instany_epsloany_epshiany_slnone_tp120_month_end,0.0,240,,,,,1.2,month_end,157,25,25,5,5,5,20,5,0.52,0.106759,533794.06,5000000.0,0.106759
vol5_0_high240_instany_epsloany_epshiany_sl30_tp120_month_end,0.0,240,,,,0.3,1.2,month_end,157,25,25,5,5,5,20,5,0.52,0.106759,533794.06,5000000.0,0.106759
vol5_500000_high120_inst0k_epsloany_epshiany_slnone_tp50_month_end,500000.0,120,0.0,,,,0.5,month_end,77,25,25,5,5,5,19,6,0.64,0.106437,532183.45,5000000.0,0.106437
vol5_500000_high120_inst0k_epsloany_epshiany_sl20_tp50_month_end,500000.0,120,0.0,,,0.2,0.5,month_end,77,25,25,5,5,5,19,6,0.64,0.106437,532183.45,5000000.0,0.106437
vol5_500000_high120_inst0k_epsloany_epshiany_sl30_tp50_month_end,500000.0,120,0.0,,,0.3,0.5,month_end,77,25,25,5,5,5,19,6,0.64,0.106437,532183.45,5000000.0,0.106437
vol5_500000_high240_inst0k_epsloany_epshiany_slnone_tp50_month_end,500000.0,240,0.0,,,,0.5,month_end,77,25,25,5,5,5,19,6,0.64,0.106437,532183.45,5000000.0,0.106437
vol5_500000_high240_inst0k_epsloany_epshiany_sl20_tp50_month_end,500000.0,240,0.0,,,0.2,0.5,month_end,77,25,25,5,5,5,19,6,0.64,0.106437,532183.45,5000000.0,0.106437
