parameter_id,min_avg_volume_5d,price_breakout_days,min_institutional_net_buy,eps_quality_clip_low,eps_quality_clip_high,stop_loss,take_profit,exit_rule,filtered,selected,trades,covered_trade_months,full_trade_months,min_trades_per_month,finalized_trades,as_of_latest_trades,win_rate,avg_return_pct,total_pnl_amount,invested_amount,portfolio_return_pct
vol5_300000_high120_inst0k_epsloany_epshiany_slnone_tp120_month_end,300000.0,120,0.0,,,,1.2,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high120_inst0k_epsloany_epshiany_sl20_tpnone_month_end,300000.0,120,0.0,,,0.2,,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high120_inst0k_epsloany_epshiany_sl20_tp80_month_end,300000.0,120,0.0,,,0.2,0.8,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high120_inst0k_epsloany_epshiany_sl20_tp120_month_end,300000.0,120,0.0,,,0.2,1.2,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high120_inst0k_epsloany_epshiany_sl30_tpnone_month_end,300000.0,120,0.0,,,0.3,,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high120_inst0k_epsloany_epshiany_sl30_tp80_month_end,300000.0,120,0.0,,,0.3,0.8,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high120_inst0k_epsloany_epshiany_sl30_tp120_month_end,300000.0,120,0.0,,,0.3,1.2,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high240_inst0k_epsloany_epshiany_slnone_tpnone_month_end,300000.0,240,0.0,,,,,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high240_inst0k_epsloany_epshiany_slnone_tp80_month_end,300000.0,240,0.0,,,,0.8,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high240_inst0k_epsloany_epshiany_slnone_tp120_month_end,300000.0,240,0.0,,,,1.2,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high240_inst0k_epsloany_epshiany_sl20_tpnone_month_end,300000.0,240,0.0,,,0.2,,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high240_inst0k_epsloany_epshiany_sl20_tp80_month_end,300000.0,240,0.0,,,0.2,0.8,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high240_inst0k_epsloany_epshiany_sl20_tp120_month_end,300000.0,240,0.0,,,0.2,1.2,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high240_inst0k_epsloany_epshiany_sl30_tpnone_month_end,300000.0,240,0.0,,,0.3,,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high240_inst0k_epsloany_epshiany_sl30_tp80_month_end,300000.0,240,0.0,,,0.3,0.8,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high240_inst0k_epsloany_epshiany_sl30_tp120_month_end,300000.0,240,0.0,,,0.3,1.2,month_end,88,25,25,5,5,5,19,6,0.6,0.086889,434446.22,5000000.0,0.086889
vol5_300000_high20_inst0k_epsloany_epshiany_sl10_tp30_month_end,300000.0,20,0.0,,,0.1,0.3,month_end,111,25,25,5,5,5,22,3,0.56,0.086884,434421.16,5000000.0,0.086884
vol5_1000000_high0_inst0k_epsloany_epshiany_slnone_tp30_month_end,1000000.0,0,0.0,,,,0.3,month_end,745,25,25,5,5,5,20,5,0.64,0.086528,432641.33,5000000.0,0.086528
vol5_1000000_high0_inst0k_epsloany_epshiany_sl30_tp30_month_end,1000000.0,0,0.0,,,0.3,0.3,month_end,745,25,25,5,5,5,20,5,0.64,0.086528,432641.33,5000000.0,0.086528
vol5_50000_high60_instany_epsloany_epshiany_slnone_tp50_month_end,50000.0,60,,,,,0.5,month_end,149,25,25,5,5,5,20,5,0.56,0.086511,432553.29,5000000.0,0.086511
vol5_50000_high60_instany_epsloany_epshiany_sl30_tp50_month_end,50000.0,60,,,,0.3,0.5,month_end,149,25,25,5,5,5,20,5,0.56,0.086511,432553.29,5000000.0,0.086511
vol5_100000_high60_instany_epsloany_epshiany_slnone_tp50_month_end,100000.0,60,,,,,0.5,month_end,143,25,25,5,5,5,20,5,0.56,0.086511,432553.29,5000000.0,0.086511
vol5_100000_high60_instany_epsloany_epshiany_sl30_tp50_month_end,100000.0,60,,,,0.3,0.5,month_end,143,25,25,5,5,5,20,5,0.56,0.086511,432553.29,5000000.0,0.086511
vol5_500000_high60_inst100k_epsloany_epshiany_slnone_tp30_month_end,500000.0,60,100000.0,,,,0.3,month_end,65,25,25,5,5,5,18,7,0.68,0.086478,432388.53,5000000.0,0.086478
vol5_500000_high60_inst100k_epsloany_epshiany_sl20_tp30_month_end,500000.0,60,100000.0,,,0.2,0.3,month_end,65,25,25,5,5,5,18,7,0.68,0.086478,432388.53,5000000.0,0.086478
vol5_500000_high60_inst100k_epsloany_epshiany_sl30_tp30_month_end,500000.0,60,100000.0,,,0.3,0.3,month_end,65,25,25,5,5,5,18,7,0.68,0.086478,432388.53,5000000.0,0.086478
vol5_100000_high20_instany_epsloany_epshiany_sl20_tp80_month_end,100000.0,20,,,,0.2,0.8,month_end,180,25,25,5,5,5,20,5,0.52,0.086178,430888.51,5000000.0,0.086178
vol5_500000_high0_inst0k_epsloany_epshiany_sl10_tpnone_month_end,500000.0,0,0.0,,,0.1,,month_end,1000,25,25,5,5,5,21,4,0.52,0.085893,429466.6,5000000.0,0.085893
vol5_500000_high0_inst0k_epsloany_epshiany_sl10_tp80_month_end,500000.0,0,0.0,,,0.1,0.8,month_end,1000,25,25,5,5,5,21,4,0.52,0.085893,429466.6,5000000.0,0.085893
vol5_500000_high0_inst0k_epsloany_epshiany_sl10_tp120_month_end,500000.0,0,0.0,,,0.1,1.2,month_end,1000,25,25,5,5,5,21,4,0.52,0.085893,429466.6,5000000.0,0.085893
vol5_0_high60_inst100k_epsloany_epshiany_slnone_tp30_month_end,0.0,60,100000.0,,,,0.3,month_end,75,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_0_high60_inst100k_epsloany_epshiany_sl20_tp30_month_end,0.0,60,100000.0,,,0.2,0.3,month_end,75,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_0_high60_inst100k_epsloany_epshiany_sl30_tp30_month_end,0.0,60,100000.0,,,0.3,0.3,month_end,75,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_0_high120_inst100k_epsloany_epshiany_slnone_tp30_month_end,0.0,120,100000.0,,,,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_0_high120_inst100k_epsloany_epshiany_sl20_tp30_month_end,0.0,120,100000.0,,,0.2,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_0_high120_inst100k_epsloany_epshiany_sl30_tp30_month_end,0.0,120,100000.0,,,0.3,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_0_high240_inst100k_epsloany_epshiany_slnone_tp30_month_end,0.0,240,100000.0,,,,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_0_high240_inst100k_epsloany_epshiany_sl20_tp30_month_end,0.0,240,100000.0,,,0.2,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_0_high240_inst100k_epsloany_epshiany_sl30_tp30_month_end,0.0,240,100000.0,,,0.3,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_50000_high60_inst100k_epsloany_epshiany_slnone_tp30_month_end,50000.0,60,100000.0,,,,0.3,month_end,75,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_50000_high60_inst100k_epsloany_epshiany_sl20_tp30_month_end,50000.0,60,100000.0,,,0.2,0.3,month_end,75,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_50000_high60_inst100k_epsloany_epshiany_sl30_tp30_month_end,50000.0,60,100000.0,,,0.3,0.3,month_end,75,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_50000_high120_inst100k_epsloany_epshiany_slnone_tp30_month_end,50000.0,120,100000.0,,,,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_50000_high120_inst100k_epsloany_epshiany_sl20_tp30_month_end,50000.0,120,100000.0,,,0.2,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_50000_high120_inst100k_epsloany_epshiany_sl30_tp30_month_end,50000.0,120,100000.0,,,0.3,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_50000_high240_inst100k_epsloany_epshiany_slnone_tp30_month_end,50000.0,240,100000.0,,,,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_50000_high240_inst100k_epsloany_epshiany_sl20_tp30_month_end,50000.0,240,100000.0,,,0.2,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_50000_high240_inst100k_epsloany_epshiany_sl30_tp30_month_end,50000.0,240,100000.0,,,0.3,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_100000_high60_inst100k_epsloany_epshiany_slnone_tp30_month_end,100000.0,60,100000.0,,,,0.3,month_end,75,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_100000_high60_inst100k_epsloany_epshiany_sl20_tp30_month_end,100000.0,60,100000.0,,,0.2,0.3,month_end,75,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_100000_high60_inst100k_epsloany_epshiany_sl30_tp30_month_end,100000.0,60,100000.0,,,0.3,0.3,month_end,75,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_100000_high120_inst100k_epsloany_epshiany_slnone_tp30_month_end,100000.0,120,100000.0,,,,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_100000_high120_inst100k_epsloany_epshiany_sl20_tp30_month_end,100000.0,120,100000.0,,,0.2,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_100000_high120_inst100k_epsloany_epshiany_sl30_tp30_month_end,100000.0,120,100000.0,,,0.3,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_100000_high240_inst100k_epsloany_epshiany_slnone_tp30_month_end,100000.0,240,100000.0,,,,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_100000_high240_inst100k_epsloany_epshiany_sl20_tp30_month_end,100000.0,240,100000.0,,,0.2,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_100000_high240_inst100k_epsloany_epshiany_sl30_tp30_month_end,100000.0,240,100000.0,,,0.3,0.3,month_end,73,25,25,5,5,5,19,6,0.6,0.08578,428900.24,5000000.0,0.08578
vol5_300000_high120_instany_epsloany_epshiany_slnone_tp50_month_end,300000.0,120,,,,,0.5,month_end,112,25,25,5,5,5,20,5,0.56,0.085593,427962.46,5000000.0,0.085592
vol5_300000_high120_instany_epsloany_epshiany_sl30_tp50_month_end,300000.0,120,,,,0.3,0.5,month_end,112,25,25,5,5,5,20,5,0.56,0.085593,427962.46,5000000.0,0.085592
vol5_300000_high240_instany_epsloany_epshiany_slnone_tp50_month_end,300000.0,240,,,,,0.5,month_end,112,25,25,5,5,5,20,5,0.56,0.085593,427962.46,5000000.0,0.085592
vol5_300000_high240_instany_epsloany_epshiany_sl30_tp50_month_end,300000.0,240,,,,0.3,0.5,month_end,112,25,25,5,5,5,20,5,0.56,0.085593,427962.46,5000000.0,0.085592
vol5_500000_high20_inst0k_epsloany_epshiany_sl10_tp50_month_end,500000.0,20,0.0,,,0.1,0.5,month_end,96,25,25,5,5,5,23,2,0.6,0.085461,427303.75,5000000.0,0.085461
vol5_0_high60_instany_epsloany_epshiany_slnone_tp50_month_end,0.0,60,,,,,0.5,month_end,163,25,25,5,5,5,20,5,0.56,0.08535,426751.11,5000000.0,0.08535
vol5_0_high60_instany_epsloany_epshiany_sl30_tp50_month_end,0.0,60,,,,0.3,0.5,month_end,163,25,25,5,5,5,20,5,0.56,0.08535,426751.11,5000000.0,0.08535
vol5_300000_high120_instany_epsloany_epshiany_sl20_tpnone_month_end,300000.0,120,,,,0.2,,month_end,112,25,25,5,5,5,20,5,0.56,0.085023,425113.41,5000000.0,0.085023
vol5_300000_high120_instany_epsloany_epshiany_sl20_tp80_month_end,300000.0,120,,,,0.2,0.8,month_end,112,25,25,5,5,5,20,5,0.56,0.085023,425113.41,5000000.0,0.085023
vol5_300000_high120_instany_epsloany_epshiany_sl20_tp120_month_end,300000.0,120,,,,0.2,1.2,month_end,112,25,25,5,5,5,20,5,0.56,0.085023,425113.41,5000000.0,0.085023
vol5_300000_high240_instany_epsloany_epshiany_sl20_tpnone_month_end,300000.0,240,,,,0.2,,month_end,112,25,25,5,5,5,20,5,0.56,0.085023,425113.41,5000000.0,0.085023
vol5_300000_high240_instany_epsloany_epshiany_sl20_tp80_month_end,300000.0,240,,,,0.2,0.8,month_end,112,25,25,5,5,5,20,5,0.56,0.085023,425113.41,5000000.0,0.085023
vol5_300000_high240_instany_epsloany_epshiany_sl20_tp120_month_end,300000.0,240,,,,0.2,1.2,month_end,112,25,25,5,5,5,20,5,0.56,0.085023,425113.41,5000000.0,0.085023
vol5_0_high120_instany_epsloany_epshiany_sl10_tp30_month_end,0.0,120,,,,0.1,0.3,month_end,157,25,25,5,5,5,23,2,0.56,0.084991,424956.8,5000000.0,0.084991
vol5_0_high240_instany_epsloany_epshiany_sl10_tp30_month_end,0.0,240,,,,0.1,0.3,month_end,157,25,25,5,5,5,23,2,0.56,0.084991,424956.8,5000000.0,0.084991
vol5_50000_high20_inst0k_epsloany_epshiany_sl10_tp30_month_end,50000.0,20,0.0,,,0.1,0.3,month_end,149,25,25,5,5,5,23,2,0.52,0.084836,424178.16,5000000.0,0.084836
vol5_50000_high20_instany_epsloany_epshiany_sl20_tp80_month_end,50000.0,20,,,,0.2,0.8,month_end,196,25,25,5,5,5,20,5,0.56,0.084722,423610.47,5000000.0,0.084722
vol5_300000_high60_inst100k_epsloany_epshiany_slnone_tp30_month_end,300000.0,60,100000.0,,,,0.3,month_end,71,25,25,5,5,5,18,7,0.64,0.084601,423006.98,5000000.0,0.084601
vol5_300000_high60_inst100k_epsloany_epshiany_sl20_tp30_month_end,300000.0,60,100000.0,,,0.2,0.3,month_end,71,25,25,5,5,5,18,7,0.64,0.084601,423006.98,5000000.0,0.084601
vol5_300000_high60_inst100k_epsloany_epshiany_sl30_tp30_month_end,300000.0,60,100000.0,,,0.3,0.3,month_end,71,25,25,5,5,5,18,7,0.64,0.084601,423006.98,5000000.0,0.084601
vol5_100000_high20_instany_epsloany_epshiany_slnone_tp80_month_end,100000.0,20,,,,,0.8,month_end,180,25,25,5,5,5,20,5,0.52,0.084568,422842.2,5000000.0,0.084568
vol5_100000_high20_instany_epsloany_epshiany_sl30_tp80_month_end,100000.0,20,,,,0.3,0.8,month_end,180,25,25,5,5,5,20,5,0.52,0.084568,422842.2,5000000.0,0.084568
vol5_50000_high120_instany_epsloany_epshiany_sl10_tp30_month_end,50000.0,120,,,,0.1,0.3,month_end,143,25,25,5,5,5,23,2,0.56,0.084275,421375.09,5000000.0,0.084275
vol5_50000_high240_instany_epsloany_epshiany_sl10_tp30_month_end,50000.0,240,,,,0.1,0.3,month_end,143,25,25,5,5,5,23,2,0.56,0.084275,421375.09,5000000.0,0.084275
vol5_100000_high120_instany_epsloany_epshiany_sl10_tp30_month_end,100000.0,120,,,,0.1,0.3,month_end,138,25,25,5,5,5,23,2,0.56,0.084275,421375.09,5000000.0,0.084275
vol5_100000_high240_instany_epsloany_epshiany_sl10_tp30_month_end,100000.0,240,,,,0.1,0.3,month_end,138,25,25,5,5,5,23,2,0.56,0.084275,421375.09,5000000.0,0.084275
vol5_300000_high60_inst0k_epsloany_epshiany_slnone_tp50_month_end,300000.0,60,0.0,,,,0.5,month_end,92,25,25,5,5,5,19,6,0.56,0.084162,420810.83,5000000.0,0.084162
vol5_300000_high60_inst0k_epsloany_epshiany_sl20_tp50_month_end,300000.0,60,0.0,,,0.2,0.5,month_end,92,25,25,5,5,5,19,6,0.56,0.084162,420810.83,5000000.0,0.084162
vol5_300000_high60_inst0k_epsloany_epshiany_sl30_tp50_month_end,300000.0,60,0.0,,,0.3,0.5,month_end,92,25,25,5,5,5,19,6,0.56,0.084162,420810.83,5000000.0,0.084162
vol5_50000_high120_instany_epsloany_epshiany_sl20_tp50_month_end,50000.0,120,,,,0.2,0.5,month_end,143,25,25,5,5,5,20,5,0.52,0.083708,418537.91,5000000.0,0.083708
vol5_50000_high240_instany_epsloany_epshiany_sl20_tp50_month_end,50000.0,240,,,,0.2,0.5,month_end,143,25,25,5,5,5,20,5,0.52,0.083708,418537.91,5000000.0,0.083708
vol5_100000_high120_instany_epsloany_epshiany_sl20_tp50_month_end,100000.0,120,,,,0.2,0.5,month_end,138,25,25,5,5,5,20,5,0.52,0.083708,418537.91,5000000.0,0.083708
vol5_100000_high240_instany_epsloany_epshiany_sl20_tp50_month_end,100000.0,240,,,,0.2,0.5,month_end,138,25,25,5,5,5,20,5,0.52,0.083708,418537.91,5000000.0,0.083708
vol5_300000_high120_inst100k_epsloany_epshiany_sl10_tp30_month_end,300000.0,120,100000.0,,,0.1,0.3,month_end,69,25,25,5,5,5,23,2,0.56,0.083599,417993.81,5000000.0,0.083599
vol5_300000_high240_inst100k_epsloany_epshiany_sl10_tp30_month_end,300000.0,240,100000.0,,,0.1,0.3,month_end,69,25,25,5,5,5,23,2,0.56,0.083599,417993.81,5000000.0,0.083599
vol5_0_high0_inst100k_epsloany_epshiany_slnone_tpnone_month_end,0.0,0,100000.0,,,,,month_end,1219,25,25,5,5,5,15,10,0.6,0.083596,417981.71,5000000.0,0.083596
vol5_0_high0_inst100k_epsloany_epshiany_slnone_tp80_month_end,0.0,0,100000.0,,,,0.8,month_end,1219,25,25,5,5,5,15,10,0.6,0.083596,417981.71,5000000.0,0.083596
vol5_0_high0_inst100k_epsloany_epshiany_slnone_tp120_month_end,0.0,0,100000.0,,,,1.2,month_end,1219,25,25,5,5,5,15,10,0.6,0.083596,417981.71,5000000.0,0.083596
vol5_0_high0_inst100k_epsloany_epshiany_sl20_tpnone_month_end,0.0,0,100000.0,,,0.2,,month_end,1219,25,25,5,5,5,15,10,0.6,0.083596,417981.71,5000000.0,0.083596
vol5_0_high0_inst100k_epsloany_epshiany_sl20_tp80_month_end,0.0,0,100000.0,,,0.2,0.8,month_end,1219,25,25,5,5,5,15,10,0.6,0.083596,417981.71,5000000.0,0.083596
vol5_0_high0_inst100k_epsloany_epshiany_sl20_tp120_month_end,0.0,0,100000.0,,,0.2,1.2,month_end,1219,25,25,5,5,5,15,10,0.6,0.083596,417981.71,5000000.0,0.083596
vol5_0_high0_inst100k_epsloany_epshiany_sl30_tpnone_month_end,0.0,0,100000.0,,,0.3,,month_end,1219,25,25,5,5,5,15,10,0.6,0.083596,417981.71,5000000.0,0.083596
vol5_0_high0_inst100k_epsloany_epshiany_sl30_tp80_month_end,0.0,0,100000.0,,,0.3,0.8,month_end,1219,25,25,5,5,5,15,10,0.6,0.083596,417981.71,5000000.0,0.083596
vol5_0_high0_inst100k_epsloany_epshiany_sl30_tp120_month_end,0.0,0,100000.0,,,0.3,1.2,month_end,1219,25,25,5,5,5,15,10,0.6,0.083596,417981.71,5000000.0,0.083596
vol5_1000000_high0_inst0k_epsloany_epshiany_sl20_tp30_month_end,1000000.0,0,0.0,,,0.2,0.3,month_end,745,25,25,5,5,5,20,5,0.64,0.083478,417390.49,5000000.0,0.083478
vol5_500000_high120_inst100k_epsloany_epshiany_slnone_tp30_month_end,500000.0,120,100000.0,,,,0.3,month_end,63,25,25,5,5,5,19,6,0.64,0.083427,417135.78,5000000.0,0.083427
vol5_500000_high120_inst100k_epsloany_epshiany_sl20_tp30_month_end,500000.0,120,100000.0,,,0.2,0.3,month_end,63,25,25,5,5,5,19,6,0.64,0.083427,417135.78,5000000.0,0.083427
vol5_500000_high120_inst100k_epsloany_epshiany_sl30_tp30_month_end,500000.0,120,100000.0,,,0.3,0.3,month_end,63,25,25,5,5,5,19,6,0.64,0.083427,417135.78,5000000.0,0.083427
vol5_500000_high240_inst100k_epsloany_epshiany_slnone_tp30_month_end,500000.0,240,100000.0,,,,0.3,month_end,63,25,25,5,5,5,19,6,0.64,0.083427,417135.78,5000000.0,0.083427
vol5_500000_high240_inst100k_epsloany_epshiany_sl20_tp30_month_end,500000.0,240,100000.0,,,0.2,0.3,month_end,63,25,25,5,5,5,19,6,0.64,0.083427,417135.78,5000000.0,0.083427
vol5_500000_high240_inst100k_epsloany_epshiany_sl30_tp30_month_end,500000.0,240,100000.0,,,0.3,0.3,month_end,63,25,25,5,5,5,19,6,0.64,0.083427,417135.78,5000000.0,0.083427
vol5_300000_high120_instany_epsloany_epshiany_slnone_tpnone_month_end,300000.0,120,,,,,,month_end,112,25,25,5,5,5,20,5,0.56,0.083413,417067.1,5000000.0,0.083413
vol5_300000_high120_instany_epsloany_epshiany_slnone_tp80_month_end,300000.0,120,,,,,0.8,month_end,112,25,25,5,5,5,20,5,0.56,0.083413,417067.1,5000000.0,0.083413
vol5_300000_high120_instany_epsloany_epshiany_slnone_tp120_month_end,300000.0,120,,,,,1.2,month_end,112,25,25,5,5,5,20,5,0.56,0.083413,417067.1,5000000.0,0.083413
vol5_300000_high120_instany_epsloany_epshiany_sl30_tpnone_month_end,300000.0,120,,,,0.3,,month_end,112,25,25,5,5,5,20,5,0.56,0.083413,417067.1,5000000.0,0.083413
vol5_300000_high120_instany_epsloany_epshiany_sl30_tp80_month_end,300000.0,120,,,,0.3,0.8,month_end,112,25,25,5,5,5,20,5,0.56,0.083413,417067.1,5000000.0,0.083413
vol5_300000_high120_instany_epsloany_epshiany_sl30_tp120_month_end,300000.0,120,,,,0.3,1.2,month_end,112,25,25,5,5,5,20,5,0.56,0.083413,417067.1,5000000.0,0.083413
vol5_300000_high240_instany_epsloany_epshiany_slnone_tpnone_month_end,300000.0,240,,,,,,month_end,112,25,25,5,5,5,20,5,0.56,0.083413,417067.1,5000000.0,0.083413
vol5_300000_high240_instany_epsloany_epshiany_slnone_tp80_month_end,300000.0,240,,,,,0.8,month_end,112,25,25,5,5,5,20,5,0.56,0.083413,417067.1,5000000.0,0.083413
vol5_300000_high240_instany_epsloany_epshiany_slnone_tp120_month_end,300000.0,240,,,,,1.2,month_end,112,25,25,5,5,5,20,5,0.56,0.083413,417067.1,5000000.0,0.083413
vol5_300000_high240_instany_epsloany_epshiany_sl30_tpnone_month_end,300000.0,240,,,,0.3,,month_end,112,25,25,5,5,5,20,5,0.56,0.083413,417067.1,5000000.0,0.083413
vol5_300000_high240_instany_epsloany_epshiany_sl30_tp80_month_end,300000.0,240,,,,0.3,0.8,month_end,112,25,25,5,5,5,20,5,0.56,0.083413,417067.1,5000000.0,0.083413
vol5_300000_high240_instany_epsloany_epshiany_sl30_tp120_month_end,300000.0,240,,,,0.3,1.2,month_end,112,25,25,5,5,5,20,5,0.56,0.083413,417067.1,5000000.0,0.083413
vol5_500000_high20_inst0k_epsloany_epshiany_sl10_tpnone_month_end,500000.0,20,0.0,,,0.1,,month_end,96,25,25,5,5,5,23,2,0.6,0.083282,416408.39,5000000.0,0.083282
vol5_500000_high20_inst0k_epsloany_epshiany_sl10_tp80_month_end,500000.0,20,0.0,,,0.1,0.8,month_end,96,25,25,5,5,5,23,2,0.6,0.083282,416408.39,5000000.0,0.083282
vol5_500000_high20_inst0k_epsloany_epshiany_sl10_tp120_month_end,500000.0,20,0.0,,,0.1,1.2,month_end,96,25,25,5,5,5,23,2,0.6,0.083282,416408.39,5000000.0,0.083282
vol5_500000_high120_inst0k_epsloany_epshiany_sl10_tpnone_month_end,500000.0,120,0.0,,,0.1,,month_end,77,25,25,5,5,5,23,2,0.56,0.083177,415883.42,5000000.0,0.083177
vol5_500000_high120_inst0k_epsloany_epshiany_sl10_tp80_month_end,500000.0,120,0.0,,,0.1,0.8,month_end,77,25,25,5,5,5,23,2,0.56,0.083177,415883.42,5000000.0,0.083177
vol5_500000_high120_inst0k_epsloany_epshiany_sl10_tp120_month_end,500000.0,120,0.0,,,0.1,1.2,month_end,77,25,25,5,5,5,23,2,0.56,0.083177,415883.42,5000000.0,0.083177
vol5_500000_high240_inst0k_epsloany_epshiany_sl10_tpnone_month_end,500000.0,240,0.0,,,0.1,,month_end,77,25,25,5,5,5,23,2,0.56,0.083177,415883.42,5000000.0,0.083177
vol5_500000_high240_inst0k_epsloany_epshiany_sl10_tp80_month_end,500000.0,240,0.0,,,0.1,0.8,month_end,77,25,25,5,5,5,23,2,0.56,0.083177,415883.42,5000000.0,0.083177
vol5_500000_high240_inst0k_epsloany_epshiany_sl10_tp120_month_end,500000.0,240,0.0,,,0.1,1.2,month_end,77,25,25,5,5,5,23,2,0.56,0.083177,415883.42,5000000.0,0.083177
vol5_50000_high20_instany_epsloany_epshiany_slnone_tp80_month_end,50000.0,20,,,,,0.8,month_end,196,25,25,5,5,5,20,5,0.56,0.083113,415564.16,5000000.0,0.083113
vol5_50000_high20_instany_epsloany_epshiany_sl30_tp80_month_end,50000.0,20,,,,0.3,0.8,month_end,196,25,25,5,5,5,20,5,0.56,0.083113,415564.16,5000000.0,0.083113
vol5_100000_high120_inst0k_epsloany_epshiany_slnone_tp30_month_end,100000.0,120,0.0,,,,0.3,month_end,110,25,25,5,5,5,20,5,0.56,0.082742,413708.54,5000000.0,0.082742
vol5_100000_high120_inst0k_epsloany_epshiany_sl20_tp30_month_end,100000.0,120,0.0,,,0.2,0.3,month_end,110,25,25,5,5,5,20,5,0.56,0.082742,413708.54,5000000.0,0.082742
vol5_100000_high120_inst0k_epsloany_epshiany_sl30_tp30_month_end,100000.0,120,0.0,,,0.3,0.3,month_end,110,25,25,5,5,5,20,5,0.56,0.082742,413708.54,5000000.0,0.082742
vol5_100000_high240_inst0k_epsloany_epshiany_slnone_tp30_month_end,100000.0,240,0.0,,,,0.3,month_end,110,25,25,5,5,5,20,5,0.56,0.082742,413708.54,5000000.0,0.082742
vol5_100000_high240_inst0k_epsloany_epshiany_sl20_tp30_month_end,100000.0,240,0.0,,,0.2,0.3,month_end,110,25,25,5,5,5,20,5,0.56,0.082742,413708.54,5000000.0,0.082742
vol5_100000_high240_inst0k_epsloany_epshiany_sl30_tp30_month_end,100000.0,240,0.0,,,0.3,0.3,month_end,110,25,25,5,5,5,20,5,0.56,0.082742,413708.54,5000000.0,0.082742
