parameter_id,mom_min,yoy_min,foreign_min,trust_min,breakout_days,volume_ratio_min,top_n,exit_rule,revenue_filtered,price_filtered,selected,trades,covered_selected_months,full_selected_months,covered_trade_months,full_trade_months,min_selected_per_month,min_trades_per_month,finalized_trades,as_of_latest_trades,win_rate,avg_return_pct,total_pnl_amount,invested_amount,portfolio_return_pct
mom0_yoy0_foreignany_trust0k_high60_vol2.0_top5_month_end,0.0,0.0,,0.0,60,2.0,5,month_end,654,37,25,25,5,5,5,5,5,5,18,7,0.76,0.144548,722742.04,5000000.0,0.144548
mom0_yoy0_foreignany_trust0k_high120_vol2.0_top5_month_end,0.0,0.0,,0.0,120,2.0,5,month_end,654,37,25,25,5,5,5,5,5,5,18,7,0.76,0.144548,722742.04,5000000.0,0.144548
mom0_yoy10_foreignany_trustany_high60_vol2.0_top5_month_end,0.0,0.1,,,60,2.0,5,month_end,612,34,25,25,5,5,5,5,5,5,18,7,0.76,0.144548,722742.04,5000000.0,0.144548
mom0_yoy10_foreignany_trustany_high120_vol2.0_top5_month_end,0.0,0.1,,,120,2.0,5,month_end,612,34,25,25,5,5,5,5,5,5,18,7,0.76,0.144548,722742.04,5000000.0,0.144548
mom0_yoy10_foreignany_trust0k_high60_vol2.0_top5_month_end,0.0,0.1,,0.0,60,2.0,5,month_end,537,33,25,25,5,5,5,5,5,5,18,7,0.76,0.144548,722742.04,5000000.0,0.144548
mom0_yoy10_foreignany_trust0k_high120_vol2.0_top5_month_end,0.0,0.1,,0.0,120,2.0,5,month_end,537,33,25,25,5,5,5,5,5,5,18,7,0.76,0.144548,722742.04,5000000.0,0.144548
mom0_yoy0_foreignany_trustany_high60_vol2.0_top5_month_end,0.0,0.0,,,60,2.0,5,month_end,744,40,25,25,5,5,5,5,5,5,18,7,0.72,0.134471,672354.24,5000000.0,0.134471
mom0_yoy0_foreignany_trustany_high120_vol2.0_top5_month_end,0.0,0.0,,,120,2.0,5,month_end,744,40,25,25,5,5,5,5,5,5,18,7,0.72,0.134471,672354.24,5000000.0,0.134471
mom0_yoy0_foreignany_trust100k_high0_vol0.0_top5_month_end,0.0,0.0,,100000.0,0,0.0,5,month_end,62,51,25,25,5,5,5,5,5,5,19,6,0.76,0.131401,657006.86,5000000.0,0.131401
mom0_yoy10_foreignany_trust100k_high0_vol0.0_top5_month_end,0.0,0.1,,100000.0,0,0.0,5,month_end,57,47,25,25,5,5,5,5,5,5,19,6,0.76,0.130541,652706.35,5000000.0,0.130541
mom0_yoy30_foreignany_trustany_high120_vol0.0_top5_month_end,0.0,0.3,,,120,0.0,5,month_end,368,44,25,25,5,5,5,5,5,5,19,6,0.72,0.128884,644422.04,5000000.0,0.128884
mom0_yoy30_foreignany_trust0k_high120_vol0.0_top5_month_end,0.0,0.3,,0.0,120,0.0,5,month_end,324,43,25,25,5,5,5,5,5,5,19,6,0.72,0.128884,644422.04,5000000.0,0.128884
mom0_yoy30_foreign0k_trustany_high120_vol0.0_top5_month_end,0.0,0.3,0.0,,120,0.0,5,month_end,330,42,25,25,5,5,5,5,5,5,19,6,0.72,0.128884,644422.04,5000000.0,0.128884
mom0_yoy30_foreign0k_trust0k_high120_vol0.0_top5_month_end,0.0,0.3,0.0,0.0,120,0.0,5,month_end,286,41,25,25,5,5,5,5,5,5,19,6,0.72,0.128884,644422.04,5000000.0,0.128884
mom0_yoy30_foreignany_trustany_high60_vol0.0_top5_month_end,0.0,0.3,,,60,0.0,5,month_end,368,47,25,25,5,5,5,5,5,5,19,6,0.72,0.124232,621160.5,5000000.0,0.124232
mom0_yoy30_foreignany_trust0k_high60_vol0.0_top5_month_end,0.0,0.3,,0.0,60,0.0,5,month_end,324,46,25,25,5,5,5,5,5,5,19,6,0.72,0.124232,621160.5,5000000.0,0.124232
mom0_yoy30_foreign0k_trustany_high60_vol0.0_top5_month_end,0.0,0.3,0.0,,60,0.0,5,month_end,330,45,25,25,5,5,5,5,5,5,19,6,0.72,0.124232,621160.5,5000000.0,0.124232
mom0_yoy30_foreign0k_trust0k_high60_vol0.0_top5_month_end,0.0,0.3,0.0,0.0,60,0.0,5,month_end,286,44,25,25,5,5,5,5,5,5,19,6,0.72,0.124232,621160.5,5000000.0,0.124232
mom0_yoy0_foreignany_trust50k_high0_vol0.0_top5_month_end,0.0,0.0,,50000.0,0,0.0,5,month_end,73,57,25,25,5,5,5,5,5,5,19,6,0.76,0.122516,612580.8,5000000.0,0.122516
mom0_yoy10_foreignany_trust50k_high0_vol0.0_top5_month_end,0.0,0.1,,50000.0,0,0.0,5,month_end,68,53,25,25,5,5,5,5,5,5,19,6,0.76,0.121656,608280.29,5000000.0,0.121656
mom0_yoy20_foreignany_trustany_high120_vol0.0_top5_month_end,0.0,0.2,,,120,0.0,5,month_end,469,52,25,25,5,5,5,5,5,5,19,6,0.72,0.119998,599990.18,5000000.0,0.119998
mom0_yoy20_foreignany_trust0k_high120_vol0.0_top5_month_end,0.0,0.2,,0.0,120,0.0,5,month_end,407,51,25,25,5,5,5,5,5,5,19,6,0.72,0.119998,599990.18,5000000.0,0.119998
mom0_yoy20_foreign0k_trustany_high120_vol0.0_top5_month_end,0.0,0.2,0.0,,120,0.0,5,month_end,427,50,25,25,5,5,5,5,5,5,19,6,0.72,0.119998,599990.18,5000000.0,0.119998
mom0_yoy20_foreign0k_trust0k_high120_vol0.0_top5_month_end,0.0,0.2,0.0,0.0,120,0.0,5,month_end,365,49,25,25,5,5,5,5,5,5,19,6,0.72,0.119998,599990.18,5000000.0,0.119998
mom0_yoy20_foreignany_trustany_high60_vol0.0_top5_month_end,0.0,0.2,,,60,0.0,5,month_end,469,55,25,25,5,5,5,5,5,5,19,6,0.72,0.115346,576728.64,5000000.0,0.115346
mom0_yoy20_foreignany_trust0k_high60_vol0.0_top5_month_end,0.0,0.2,,0.0,60,0.0,5,month_end,407,54,25,25,5,5,5,5,5,5,19,6,0.72,0.115346,576728.64,5000000.0,0.115346
mom0_yoy20_foreign0k_trustany_high60_vol0.0_top5_month_end,0.0,0.2,0.0,,60,0.0,5,month_end,427,53,25,25,5,5,5,5,5,5,19,6,0.72,0.115346,576728.64,5000000.0,0.115346
mom0_yoy20_foreign0k_trust0k_high60_vol0.0_top5_month_end,0.0,0.2,0.0,0.0,60,0.0,5,month_end,365,52,25,25,5,5,5,5,5,5,19,6,0.72,0.115346,576728.64,5000000.0,0.115346
mom0_yoy0_foreignany_trustany_high120_vol0.0_top5_month_end,0.0,0.0,,,120,0.0,5,month_end,744,70,25,25,5,5,5,5,5,5,19,6,0.72,0.11197,559850.15,5000000.0,0.11197
mom0_yoy0_foreignany_trust0k_high120_vol0.0_top5_month_end,0.0,0.0,,0.0,120,0.0,5,month_end,654,66,25,25,5,5,5,5,5,5,19,6,0.72,0.11197,559850.15,5000000.0,0.11197
mom0_yoy0_foreign0k_trustany_high120_vol0.0_top5_month_end,0.0,0.0,0.0,,120,0.0,5,month_end,676,65,25,25,5,5,5,5,5,5,19,6,0.72,0.11197,559850.15,5000000.0,0.11197
mom0_yoy0_foreign0k_trust0k_high120_vol0.0_top5_month_end,0.0,0.0,0.0,0.0,120,0.0,5,month_end,586,61,25,25,5,5,5,5,5,5,19,6,0.72,0.11197,559850.15,5000000.0,0.11197
mom0_yoy10_foreignany_trustany_high120_vol0.0_top5_month_end,0.0,0.1,,,120,0.0,5,month_end,612,62,25,25,5,5,5,5,5,5,19,6,0.72,0.11197,559850.15,5000000.0,0.11197
mom0_yoy10_foreignany_trust0k_high120_vol0.0_top5_month_end,0.0,0.1,,0.0,120,0.0,5,month_end,537,60,25,25,5,5,5,5,5,5,19,6,0.72,0.11197,559850.15,5000000.0,0.11197
mom0_yoy10_foreign0k_trustany_high120_vol0.0_top5_month_end,0.0,0.1,0.0,,120,0.0,5,month_end,552,57,25,25,5,5,5,5,5,5,19,6,0.72,0.11197,559850.15,5000000.0,0.11197
mom0_yoy10_foreign0k_trust0k_high120_vol0.0_top5_month_end,0.0,0.1,0.0,0.0,120,0.0,5,month_end,477,55,25,25,5,5,5,5,5,5,19,6,0.72,0.11197,559850.15,5000000.0,0.11197
mom0_yoy0_foreignany_trustany_high60_vol0.0_top5_month_end,0.0,0.0,,,60,0.0,5,month_end,744,73,25,25,5,5,5,5,5,5,19,6,0.72,0.105435,527176.08,5000000.0,0.105435
mom0_yoy0_foreignany_trust0k_high60_vol0.0_top5_month_end,0.0,0.0,,0.0,60,0.0,5,month_end,654,69,25,25,5,5,5,5,5,5,19,6,0.72,0.105435,527176.08,5000000.0,0.105435
mom0_yoy0_foreign0k_trustany_high60_vol0.0_top5_month_end,0.0,0.0,0.0,,60,0.0,5,month_end,676,68,25,25,5,5,5,5,5,5,19,6,0.72,0.105435,527176.08,5000000.0,0.105435
mom0_yoy0_foreign0k_trust0k_high60_vol0.0_top5_month_end,0.0,0.0,0.0,0.0,60,0.0,5,month_end,586,64,25,25,5,5,5,5,5,5,19,6,0.72,0.105435,527176.08,5000000.0,0.105435
mom0_yoy10_foreignany_trustany_high60_vol0.0_top5_month_end,0.0,0.1,,,60,0.0,5,month_end,612,65,25,25,5,5,5,5,5,5,19,6,0.72,0.105435,527176.08,5000000.0,0.105435
mom0_yoy10_foreignany_trust0k_high60_vol0.0_top5_month_end,0.0,0.1,,0.0,60,0.0,5,month_end,537,63,25,25,5,5,5,5,5,5,19,6,0.72,0.105435,527176.08,5000000.0,0.105435
mom0_yoy10_foreign0k_trustany_high60_vol0.0_top5_month_end,0.0,0.1,0.0,,60,0.0,5,month_end,552,60,25,25,5,5,5,5,5,5,19,6,0.72,0.105435,527176.08,5000000.0,0.105435
mom0_yoy10_foreign0k_trust0k_high60_vol0.0_top5_month_end,0.0,0.1,0.0,0.0,60,0.0,5,month_end,477,58,25,25,5,5,5,5,5,5,19,6,0.72,0.105435,527176.08,5000000.0,0.105435
mom0_yoy10_foreignany_trustany_high120_vol1.5_top5_month_end,0.0,0.1,,,120,1.5,5,month_end,612,40,25,25,5,5,5,5,5,5,18,7,0.72,0.104492,522461.37,5000000.0,0.104492
mom0_yoy0_foreignany_trust0k_high120_vol1.5_top5_month_end,0.0,0.0,,0.0,120,1.5,5,month_end,654,42,25,25,5,5,5,5,5,5,18,7,0.72,0.103775,518874.12,5000000.0,0.103775
mom0_yoy10_foreignany_trust0k_high120_vol1.5_top5_month_end,0.0,0.1,,0.0,120,1.5,5,month_end,537,38,25,25,5,5,5,5,5,5,18,7,0.72,0.103775,518874.12,5000000.0,0.103775
mom0_yoy0_foreignany_trustany_high120_vol1.5_top5_month_end,0.0,0.0,,,120,1.5,5,month_end,744,46,25,25,5,5,5,5,5,5,18,7,0.68,0.094415,472073.57,5000000.0,0.094415
mom0_yoy30_foreign0k_trustany_high0_vol2.0_top5_month_end,0.0,0.3,0.0,,0,2.0,5,month_end,330,53,25,25,5,5,5,5,5,5,18,7,0.72,0.091081,455402.73,5000000.0,0.091081
mom0_yoy30_foreign0k_trust0k_high0_vol2.0_top5_month_end,0.0,0.3,0.0,0.0,0,2.0,5,month_end,286,52,25,25,5,5,5,5,5,5,18,7,0.72,0.091081,455402.73,5000000.0,0.091081
mom0_yoy10_foreignany_trustany_high60_vol1.5_top5_month_end,0.0,0.1,,,60,1.5,5,month_end,612,42,25,25,5,5,5,5,5,5,18,7,0.68,0.090985,454927.53,5000000.0,0.090986
mom0_yoy30_foreignany_trustany_high0_vol2.0_top5_month_end,0.0,0.3,,,0,2.0,5,month_end,368,56,25,25,5,5,5,5,5,5,18,7,0.72,0.090774,453868.21,5000000.0,0.090774
mom0_yoy30_foreignany_trust0k_high0_vol2.0_top5_month_end,0.0,0.3,,0.0,0,2.0,5,month_end,324,55,25,25,5,5,5,5,5,5,18,7,0.72,0.090774,453868.21,5000000.0,0.090774
mom0_yoy50_foreignany_trustany_high0_vol2.0_top5_month_end,0.0,0.5,,,0,2.0,5,month_end,246,38,25,25,5,5,5,5,5,5,18,7,0.68,0.087967,439833.56,5000000.0,0.087967
mom0_yoy50_foreignany_trust0k_high0_vol2.0_top5_month_end,0.0,0.5,,0.0,0,2.0,5,month_end,215,38,25,25,5,5,5,5,5,5,18,7,0.68,0.087967,439833.56,5000000.0,0.087967
mom0_yoy50_foreign0k_trustany_high0_vol2.0_top5_month_end,0.0,0.5,0.0,,0,2.0,5,month_end,218,37,25,25,5,5,5,5,5,5,18,7,0.68,0.087967,439833.56,5000000.0,0.087967
mom0_yoy50_foreign0k_trust0k_high0_vol2.0_top5_month_end,0.0,0.5,0.0,0.0,0,2.0,5,month_end,187,37,25,25,5,5,5,5,5,5,18,7,0.68,0.087967,439833.56,5000000.0,0.087967
mom0_yoy0_foreignany_trust0k_high60_vol1.5_top5_month_end,0.0,0.0,,0.0,60,1.5,5,month_end,654,44,25,25,5,5,5,5,5,5,17,8,0.68,0.087144,435717.81,5000000.0,0.087144
mom0_yoy10_foreignany_trust0k_high60_vol1.5_top5_month_end,0.0,0.1,,0.0,60,1.5,5,month_end,537,40,25,25,5,5,5,5,5,5,17,8,0.68,0.087144,435717.81,5000000.0,0.087144
mom0_yoy0_foreignany_trustany_high60_vol1.5_top5_month_end,0.0,0.0,,,60,1.5,5,month_end,744,48,25,25,5,5,5,5,5,5,18,7,0.64,0.080908,404539.73,5000000.0,0.080908
mom0_yoy50_foreign100k_trustany_high0_vol0.0_top5_month_end,0.0,0.5,100000.0,,0,0.0,5,month_end,108,82,25,25,5,5,5,5,5,5,19,6,0.56,0.071307,356534.22,5000000.0,0.071307
mom10_yoy50_foreign100k_trustany_high0_vol0.0_top5_month_end,0.1,0.5,100000.0,,0,0.0,5,month_end,83,62,25,25,5,5,5,5,5,5,19,6,0.56,0.071307,356534.22,5000000.0,0.071307
mom20_yoy50_foreign100k_trustany_high0_vol0.0_top5_month_end,0.2,0.5,100000.0,,0,0.0,5,month_end,60,42,25,25,5,5,5,5,5,5,19,6,0.56,0.071307,356534.22,5000000.0,0.071307
mom0_yoy50_foreign100k_trust0k_high0_vol0.0_top5_month_end,0.0,0.5,100000.0,0.0,0,0.0,5,month_end,80,60,25,25,5,5,5,5,5,5,19,6,0.56,0.07121,356048.46,5000000.0,0.07121
mom10_yoy50_foreign100k_trust0k_high0_vol0.0_top5_month_end,0.1,0.5,100000.0,0.0,0,0.0,5,month_end,64,47,25,25,5,5,5,5,5,5,19,6,0.56,0.07121,356048.46,5000000.0,0.07121
mom20_yoy50_foreign100k_trust0k_high0_vol0.0_top5_month_end,0.2,0.5,100000.0,0.0,0,0.0,5,month_end,49,34,25,25,5,5,5,5,5,5,19,6,0.56,0.07121,356048.46,5000000.0,0.07121
mom0_yoy10_foreign100k_trustany_high0_vol0.0_top5_month_end,0.0,0.1,100000.0,,0,0.0,5,month_end,246,177,25,25,5,5,5,5,5,5,19,6,0.56,0.063668,318340.96,5000000.0,0.063668
mom0_yoy20_foreign100k_trustany_high0_vol0.0_top5_month_end,0.0,0.2,100000.0,,0,0.0,5,month_end,204,147,25,25,5,5,5,5,5,5,19,6,0.56,0.063668,318340.96,5000000.0,0.063668
mom10_yoy10_foreign100k_trustany_high0_vol0.0_top5_month_end,0.1,0.1,100000.0,,0,0.0,5,month_end,153,108,25,25,5,5,5,5,5,5,19,6,0.56,0.063668,318340.96,5000000.0,0.063668
mom10_yoy20_foreign100k_trustany_high0_vol0.0_top5_month_end,0.1,0.2,100000.0,,0,0.0,5,month_end,131,91,25,25,5,5,5,5,5,5,19,6,0.56,0.063668,318340.96,5000000.0,0.063668
mom20_yoy10_foreign100k_trustany_high0_vol0.0_top5_month_end,0.2,0.1,100000.0,,0,0.0,5,month_end,99,68,25,25,5,5,5,5,5,5,19,6,0.56,0.063668,318340.96,5000000.0,0.063668
mom20_yoy20_foreign100k_trustany_high0_vol0.0_top5_month_end,0.2,0.2,100000.0,,0,0.0,5,month_end,84,56,25,25,5,5,5,5,5,5,19,6,0.56,0.063668,318340.96,5000000.0,0.063668
mom0_yoy30_foreign100k_trustany_high0_vol0.0_top5_month_end,0.0,0.3,100000.0,,0,0.0,5,month_end,156,118,25,25,5,5,5,5,5,5,19,6,0.56,0.060739,303693.47,5000000.0,0.060739
mom10_yoy30_foreign100k_trustany_high0_vol0.0_top5_month_end,0.1,0.3,100000.0,,0,0.0,5,month_end,107,78,25,25,5,5,5,5,5,5,19,6,0.56,0.060739,303693.47,5000000.0,0.060739
mom20_yoy30_foreign100k_trustany_high0_vol0.0_top5_month_end,0.2,0.3,100000.0,,0,0.0,5,month_end,72,49,25,25,5,5,5,5,5,5,19,6,0.56,0.060739,303693.47,5000000.0,0.060739
mom0_yoy10_foreign100k_trust0k_high0_vol0.0_top5_month_end,0.0,0.1,100000.0,0.0,0,0.0,5,month_end,183,135,25,25,5,5,5,5,5,5,19,6,0.52,0.05868,293401.61,5000000.0,0.05868
mom0_yoy20_foreign100k_trust0k_high0_vol0.0_top5_month_end,0.0,0.2,100000.0,0.0,0,0.0,5,month_end,149,109,25,25,5,5,5,5,5,5,19,6,0.52,0.05868,293401.61,5000000.0,0.05868
mom10_yoy10_foreign100k_trust0k_high0_vol0.0_top5_month_end,0.1,0.1,100000.0,0.0,0,0.0,5,month_end,117,84,25,25,5,5,5,5,5,5,19,6,0.52,0.05868,293401.61,5000000.0,0.05868
mom10_yoy20_foreign100k_trust0k_high0_vol0.0_top5_month_end,0.1,0.2,100000.0,0.0,0,0.0,5,month_end,101,70,25,25,5,5,5,5,5,5,19,6,0.52,0.05868,293401.61,5000000.0,0.05868
mom20_yoy10_foreign100k_trust0k_high0_vol0.0_top5_month_end,0.2,0.1,100000.0,0.0,0,0.0,5,month_end,79,56,25,25,5,5,5,5,5,5,19,6,0.52,0.05868,293401.61,5000000.0,0.05868
mom20_yoy20_foreign100k_trust0k_high0_vol0.0_top5_month_end,0.2,0.2,100000.0,0.0,0,0.0,5,month_end,68,46,25,25,5,5,5,5,5,5,19,6,0.52,0.05868,293401.61,5000000.0,0.05868
mom0_yoy20_foreignany_trustany_high0_vol2.0_top5_month_end,0.0,0.2,,,0,2.0,5,month_end,469,70,25,25,5,5,5,5,5,5,18,7,0.68,0.057898,289490.44,5000000.0,0.057898
mom0_yoy20_foreignany_trust0k_high0_vol2.0_top5_month_end,0.0,0.2,,0.0,0,2.0,5,month_end,407,68,25,25,5,5,5,5,5,5,18,7,0.68,0.057898,289490.44,5000000.0,0.057898
mom0_yoy20_foreign0k_trustany_high0_vol2.0_top5_month_end,0.0,0.2,0.0,,0,2.0,5,month_end,427,67,25,25,5,5,5,5,5,5,18,7,0.68,0.057898,289490.44,5000000.0,0.057898
mom0_yoy20_foreign0k_trust0k_high0_vol2.0_top5_month_end,0.0,0.2,0.0,0.0,0,2.0,5,month_end,365,65,25,25,5,5,5,5,5,5,18,7,0.68,0.057898,289490.44,5000000.0,0.057898
mom10_yoy20_foreignany_trustany_high0_vol2.0_top5_month_end,0.1,0.2,,,0,2.0,5,month_end,330,53,25,25,5,5,5,5,5,5,18,7,0.68,0.057898,289490.44,5000000.0,0.057898
mom10_yoy20_foreignany_trust0k_high0_vol2.0_top5_month_end,0.1,0.2,,0.0,0,2.0,5,month_end,296,52,25,25,5,5,5,5,5,5,18,7,0.68,0.057898,289490.44,5000000.0,0.057898
mom10_yoy20_foreign0k_trustany_high0_vol2.0_top5_month_end,0.1,0.2,0.0,,0,2.0,5,month_end,310,53,25,25,5,5,5,5,5,5,18,7,0.68,0.057898,289490.44,5000000.0,0.057898
mom10_yoy20_foreign0k_trust0k_high0_vol2.0_top5_month_end,0.1,0.2,0.0,0.0,0,2.0,5,month_end,276,52,25,25,5,5,5,5,5,5,18,7,0.68,0.057898,289490.44,5000000.0,0.057898
mom0_yoy30_foreign100k_trust0k_high0_vol0.0_top5_month_end,0.0,0.3,100000.0,0.0,0,0.0,5,month_end,116,89,25,25,5,5,5,5,5,5,19,6,0.52,0.055751,278754.12,5000000.0,0.055751
mom10_yoy30_foreign100k_trust0k_high0_vol0.0_top5_month_end,0.1,0.3,100000.0,0.0,0,0.0,5,month_end,82,61,25,25,5,5,5,5,5,5,19,6,0.52,0.055751,278754.12,5000000.0,0.055751
mom20_yoy30_foreign100k_trust0k_high0_vol0.0_top5_month_end,0.2,0.3,100000.0,0.0,0,0.0,5,month_end,58,40,25,25,5,5,5,5,5,5,19,6,0.52,0.055751,278754.12,5000000.0,0.055751
mom0_yoy0_foreign100k_trustany_high0_vol0.0_top5_month_end,0.0,0.0,100000.0,,0,0.0,5,month_end,290,209,25,25,5,5,5,5,5,5,19,6,0.56,0.048733,243665.09,5000000.0,0.048733
mom10_yoy0_foreign100k_trustany_high0_vol0.0_top5_month_end,0.1,0.0,100000.0,,0,0.0,5,month_end,179,126,25,25,5,5,5,5,5,5,19,6,0.56,0.048733,243665.09,5000000.0,0.048733
mom20_yoy0_foreign100k_trustany_high0_vol0.0_top5_month_end,0.2,0.0,100000.0,,0,0.0,5,month_end,117,82,25,25,5,5,5,5,5,5,19,6,0.56,0.048733,243665.09,5000000.0,0.048733
mom0_yoy10_foreign0k_trustany_high0_vol0.0_top5_month_end,0.0,0.1,0.0,,0,0.0,5,month_end,552,455,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom0_yoy10_foreign0k_trust0k_high0_vol0.0_top5_month_end,0.0,0.1,0.0,0.0,0,0.0,5,month_end,477,403,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom0_yoy20_foreignany_trustany_high0_vol0.0_top5_month_end,0.0,0.2,,,0,0.0,5,month_end,469,384,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom0_yoy20_foreignany_trust0k_high0_vol0.0_top5_month_end,0.0,0.2,,0.0,0,0.0,5,month_end,407,341,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom0_yoy20_foreign0k_trustany_high0_vol0.0_top5_month_end,0.0,0.2,0.0,,0,0.0,5,month_end,427,347,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom0_yoy20_foreign0k_trust0k_high0_vol0.0_top5_month_end,0.0,0.2,0.0,0.0,0,0.0,5,month_end,365,304,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom10_yoy10_foreign0k_trustany_high0_vol0.0_top5_month_end,0.1,0.1,0.0,,0,0.0,5,month_end,386,319,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom10_yoy10_foreign0k_trust0k_high0_vol0.0_top5_month_end,0.1,0.1,0.0,0.0,0,0.0,5,month_end,345,292,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom10_yoy20_foreignany_trustany_high0_vol0.0_top5_month_end,0.1,0.2,,,0,0.0,5,month_end,330,267,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom10_yoy20_foreignany_trust0k_high0_vol0.0_top5_month_end,0.1,0.2,,0.0,0,0.0,5,month_end,296,244,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom10_yoy20_foreign0k_trustany_high0_vol0.0_top5_month_end,0.1,0.2,0.0,,0,0.0,5,month_end,310,251,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom10_yoy20_foreign0k_trust0k_high0_vol0.0_top5_month_end,0.1,0.2,0.0,0.0,0,0.0,5,month_end,276,228,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom20_yoy10_foreign0k_trustany_high0_vol0.0_top5_month_end,0.2,0.1,0.0,,0,0.0,5,month_end,275,226,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom20_yoy10_foreign0k_trust0k_high0_vol0.0_top5_month_end,0.2,0.1,0.0,0.0,0,0.0,5,month_end,251,212,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom20_yoy20_foreignany_trustany_high0_vol0.0_top5_month_end,0.2,0.2,,,0,0.0,5,month_end,235,188,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom20_yoy20_foreignany_trust0k_high0_vol0.0_top5_month_end,0.2,0.2,,0.0,0,0.0,5,month_end,216,177,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom20_yoy20_foreign0k_trustany_high0_vol0.0_top5_month_end,0.2,0.2,0.0,,0,0.0,5,month_end,222,178,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom20_yoy20_foreign0k_trust0k_high0_vol0.0_top5_month_end,0.2,0.2,0.0,0.0,0,0.0,5,month_end,203,167,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom30_yoy10_foreign0k_trustany_high0_vol0.0_top5_month_end,0.3,0.1,0.0,,0,0.0,5,month_end,198,163,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom30_yoy10_foreign0k_trust0k_high0_vol0.0_top5_month_end,0.3,0.1,0.0,0.0,0,0.0,5,month_end,183,154,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom30_yoy20_foreignany_trustany_high0_vol0.0_top5_month_end,0.3,0.2,,,0,0.0,5,month_end,176,142,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom30_yoy20_foreignany_trust0k_high0_vol0.0_top5_month_end,0.3,0.2,,0.0,0,0.0,5,month_end,163,134,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom30_yoy20_foreign0k_trustany_high0_vol0.0_top5_month_end,0.3,0.2,0.0,,0,0.0,5,month_end,171,138,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom30_yoy20_foreign0k_trust0k_high0_vol0.0_top5_month_end,0.3,0.2,0.0,0.0,0,0.0,5,month_end,158,130,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom50_yoy10_foreign0k_trustany_high0_vol0.0_top5_month_end,0.5,0.1,0.0,,0,0.0,5,month_end,125,101,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom50_yoy10_foreign0k_trust0k_high0_vol0.0_top5_month_end,0.5,0.1,0.0,0.0,0,0.0,5,month_end,117,98,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom50_yoy20_foreignany_trustany_high0_vol0.0_top5_month_end,0.5,0.2,,,0,0.0,5,month_end,113,90,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom50_yoy20_foreignany_trust0k_high0_vol0.0_top5_month_end,0.5,0.2,,0.0,0,0.0,5,month_end,106,87,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom50_yoy20_foreign0k_trustany_high0_vol0.0_top5_month_end,0.5,0.2,0.0,,0,0.0,5,month_end,113,90,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom50_yoy20_foreign0k_trust0k_high0_vol0.0_top5_month_end,0.5,0.2,0.0,0.0,0,0.0,5,month_end,106,87,25,25,5,5,5,5,5,5,19,6,0.64,0.048657,243286.68,5000000.0,0.048657
mom0_yoy50_foreign500k_trustany_high0_vol0.0_top5_month_end,0.0,0.5,500000.0,,0,0.0,5,month_end,46,33,25,25,5,5,5,5,5,5,20,5,0.64,0.048029,240144.3,5000000.0,0.048029
