parameter_id,mom_min,yoy_min,foreign_min,trust_min,breakout_days,volume_ratio_min,top_n,exit_rule,revenue_filtered,price_filtered,selected,trades,covered_selected_months,full_selected_months,covered_trade_months,full_trade_months,min_selected_per_month,min_trades_per_month,finalized_trades,as_of_latest_trades,win_rate,avg_return_pct,total_pnl_amount,invested_amount,portfolio_return_pct
mom50_yoy50_foreignany_trustany_high60_vol0.0_top5_next_month_10,0.5,0.5,,,60,0.0,5,next_month_10,72,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.267367,634319.67,2999999.99,0.21144
mom50_yoy50_foreignany_trustany_high120_vol0.0_top5_next_month_10,0.5,0.5,,,120,0.0,5,next_month_10,72,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.267367,634319.67,2999999.99,0.21144
mom50_yoy50_foreignany_trust0k_high60_vol0.0_top5_next_month_10,0.5,0.5,,0.0,60,0.0,5,next_month_10,68,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.267367,634319.67,2999999.99,0.21144
mom50_yoy50_foreignany_trust0k_high120_vol0.0_top5_next_month_10,0.5,0.5,,0.0,120,0.0,5,next_month_10,68,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.267367,634319.67,2999999.99,0.21144
mom50_yoy50_foreign0k_trustany_high60_vol0.0_top5_next_month_10,0.5,0.5,0.0,,60,0.0,5,next_month_10,72,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.267367,634319.67,2999999.99,0.21144
mom50_yoy50_foreign0k_trustany_high120_vol0.0_top5_next_month_10,0.5,0.5,0.0,,120,0.0,5,next_month_10,72,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.267367,634319.67,2999999.99,0.21144
mom50_yoy50_foreign0k_trust0k_high60_vol0.0_top5_next_month_10,0.5,0.5,0.0,0.0,60,0.0,5,next_month_10,68,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.267367,634319.67,2999999.99,0.21144
mom50_yoy50_foreign0k_trust0k_high120_vol0.0_top5_next_month_10,0.5,0.5,0.0,0.0,120,0.0,5,next_month_10,68,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.267367,634319.67,2999999.99,0.21144
mom0_yoy20_foreign500k_trust100k_high0_vol0.0_top5_next_month_10,0.0,0.2,500000.0,100000.0,0,0.0,5,next_month_10,18,12,12,9,4,0,3,0,2,2,9,0,0.777778,0.196705,604789.7,2999999.99,0.201597
mom0_yoy0_foreignany_trust50k_high0_vol2.0_top5_month_end,0.0,0.0,,50000.0,0,2.0,5,month_end,73,6,6,6,3,0,3,0,2,2,2,4,1.0,0.194495,583486.64,3000000.0,0.194496
mom0_yoy0_foreignany_trust100k_high0_vol2.0_top5_month_end,0.0,0.0,,100000.0,0,2.0,5,month_end,62,6,6,6,3,0,3,0,2,2,2,4,1.0,0.194495,583486.64,3000000.0,0.194496
mom10_yoy0_foreign0k_trust100k_high0_vol0.0_top5_next_month_10,0.1,0.0,0.0,100000.0,0,0.0,5,next_month_10,16,11,11,9,4,1,3,0,1,2,9,0,0.777778,0.222592,537295.33,2799999.99,0.191891
mom10_yoy0_foreign100k_trust100k_high0_vol0.0_top5_next_month_10,0.1,0.0,100000.0,100000.0,0,0.0,5,next_month_10,15,10,10,9,3,1,3,0,2,2,9,0,0.777778,0.222592,537295.33,2799999.99,0.191891
mom10_yoy50_foreign100k_trustany_high60_vol1.5_top5_next_month_10,0.1,0.5,100000.0,,60,1.5,5,next_month_10,83,10,10,6,5,0,3,0,1,2,6,0,0.833333,0.186334,473180.54,2500000.0,0.189272
mom20_yoy50_foreign100k_trustany_high60_vol1.5_top5_next_month_10,0.2,0.5,100000.0,,60,1.5,5,next_month_10,60,9,9,6,4,0,3,0,1,2,6,0,0.833333,0.186334,473180.54,2500000.0,0.189272
mom10_yoy50_foreign100k_trustany_high120_vol1.5_top5_next_month_10,0.1,0.5,100000.0,,120,1.5,5,next_month_10,83,9,9,6,5,0,3,0,1,2,6,0,0.833333,0.186334,501787.81,2666666.66,0.18817
mom20_yoy50_foreign100k_trustany_high120_vol1.5_top5_next_month_10,0.2,0.5,100000.0,,120,1.5,5,next_month_10,60,8,8,6,4,0,3,0,1,2,6,0,0.833333,0.186334,501787.81,2666666.66,0.18817
mom30_yoy50_foreign100k_trustany_high60_vol0.0_top5_next_month_10,0.3,0.5,100000.0,,60,0.0,5,next_month_10,48,7,7,6,3,0,3,0,2,2,6,0,0.833333,0.186334,501787.81,2666666.66,0.18817
mom30_yoy50_foreign100k_trustany_high60_vol1.5_top5_next_month_10,0.3,0.5,100000.0,,60,1.5,5,next_month_10,48,7,7,6,3,0,3,0,2,2,6,0,0.833333,0.186334,501787.81,2666666.66,0.18817
mom30_yoy50_foreign100k_trustany_high120_vol0.0_top5_next_month_10,0.3,0.5,100000.0,,120,0.0,5,next_month_10,48,7,7,6,3,0,3,0,2,2,6,0,0.833333,0.186334,501787.81,2666666.66,0.18817
mom30_yoy50_foreign100k_trustany_high120_vol1.5_top5_next_month_10,0.3,0.5,100000.0,,120,1.5,5,next_month_10,48,7,7,6,3,0,3,0,2,2,6,0,0.833333,0.186334,501787.81,2666666.66,0.18817
mom50_yoy50_foreignany_trustany_high60_vol1.5_top5_next_month_5,0.5,0.5,,,60,1.5,5,next_month_5,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreignany_trustany_high60_vol2.0_top5_next_month_5,0.5,0.5,,,60,2.0,5,next_month_5,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreignany_trustany_high120_vol1.5_top5_next_month_5,0.5,0.5,,,120,1.5,5,next_month_5,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreignany_trustany_high120_vol2.0_top5_next_month_5,0.5,0.5,,,120,2.0,5,next_month_5,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreignany_trust0k_high60_vol1.5_top5_next_month_5,0.5,0.5,,0.0,60,1.5,5,next_month_5,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreignany_trust0k_high60_vol2.0_top5_next_month_5,0.5,0.5,,0.0,60,2.0,5,next_month_5,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreignany_trust0k_high120_vol1.5_top5_next_month_5,0.5,0.5,,0.0,120,1.5,5,next_month_5,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreignany_trust0k_high120_vol2.0_top5_next_month_5,0.5,0.5,,0.0,120,2.0,5,next_month_5,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreign0k_trustany_high60_vol1.5_top5_next_month_5,0.5,0.5,0.0,,60,1.5,5,next_month_5,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreign0k_trustany_high60_vol2.0_top5_next_month_5,0.5,0.5,0.0,,60,2.0,5,next_month_5,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreign0k_trustany_high120_vol1.5_top5_next_month_5,0.5,0.5,0.0,,120,1.5,5,next_month_5,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreign0k_trustany_high120_vol2.0_top5_next_month_5,0.5,0.5,0.0,,120,2.0,5,next_month_5,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreign0k_trust0k_high60_vol1.5_top5_next_month_5,0.5,0.5,0.0,0.0,60,1.5,5,next_month_5,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreign0k_trust0k_high60_vol2.0_top5_next_month_5,0.5,0.5,0.0,0.0,60,2.0,5,next_month_5,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreign0k_trust0k_high120_vol1.5_top5_next_month_5,0.5,0.5,0.0,0.0,120,1.5,5,next_month_5,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreign0k_trust0k_high120_vol2.0_top5_next_month_5,0.5,0.5,0.0,0.0,120,2.0,5,next_month_5,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.186683,560050.31,3000000.0,0.186683
mom50_yoy50_foreignany_trustany_high60_vol1.5_top5_next_month_10,0.5,0.5,,,60,1.5,5,next_month_10,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreignany_trustany_high60_vol2.0_top5_next_month_10,0.5,0.5,,,60,2.0,5,next_month_10,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreignany_trustany_high120_vol1.5_top5_next_month_10,0.5,0.5,,,120,1.5,5,next_month_10,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreignany_trustany_high120_vol2.0_top5_next_month_10,0.5,0.5,,,120,2.0,5,next_month_10,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreignany_trust0k_high60_vol1.5_top5_next_month_10,0.5,0.5,,0.0,60,1.5,5,next_month_10,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreignany_trust0k_high60_vol2.0_top5_next_month_10,0.5,0.5,,0.0,60,2.0,5,next_month_10,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreignany_trust0k_high120_vol1.5_top5_next_month_10,0.5,0.5,,0.0,120,1.5,5,next_month_10,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreignany_trust0k_high120_vol2.0_top5_next_month_10,0.5,0.5,,0.0,120,2.0,5,next_month_10,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreign0k_trustany_high60_vol1.5_top5_next_month_10,0.5,0.5,0.0,,60,1.5,5,next_month_10,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreign0k_trustany_high60_vol2.0_top5_next_month_10,0.5,0.5,0.0,,60,2.0,5,next_month_10,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreign0k_trustany_high120_vol1.5_top5_next_month_10,0.5,0.5,0.0,,120,1.5,5,next_month_10,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreign0k_trustany_high120_vol2.0_top5_next_month_10,0.5,0.5,0.0,,120,2.0,5,next_month_10,72,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreign0k_trust0k_high60_vol1.5_top5_next_month_10,0.5,0.5,0.0,0.0,60,1.5,5,next_month_10,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreign0k_trust0k_high60_vol2.0_top5_next_month_10,0.5,0.5,0.0,0.0,60,2.0,5,next_month_10,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreign0k_trust0k_high120_vol1.5_top5_next_month_10,0.5,0.5,0.0,0.0,120,1.5,5,next_month_10,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom50_yoy50_foreign0k_trust0k_high120_vol2.0_top5_next_month_10,0.5,0.5,0.0,0.0,120,2.0,5,next_month_10,68,8,8,6,5,0,3,0,1,2,6,0,0.833333,0.185232,555694.85,3000000.0,0.185232
mom10_yoy10_foreign0k_trust100k_high0_vol0.0_top5_next_month_10,0.1,0.1,0.0,100000.0,0,0.0,5,next_month_10,14,10,10,8,4,0,3,0,1,2,8,0,0.75,0.196124,502976.9,2749999.99,0.182901
mom10_yoy10_foreign100k_trust100k_high0_vol0.0_top5_next_month_10,0.1,0.1,100000.0,100000.0,0,0.0,5,next_month_10,13,9,9,8,3,0,3,0,2,2,8,0,0.75,0.196124,502976.9,2749999.99,0.182901
mom10_yoy20_foreign500k_trustany_high120_vol0.0_top5_month_end,0.1,0.2,500000.0,,120,0.0,5,month_end,58,7,7,7,3,0,3,0,2,2,6,1,0.857143,0.163633,546671.52,2999999.99,0.182224
mom0_yoy10_foreign1000k_trust100k_high0_vol0.0_top5_next_month_5,0.0,0.1,1000000.0,100000.0,0,0.0,5,next_month_5,12,8,8,7,4,0,3,0,1,2,7,0,1.0,0.161848,542433.17,2999999.99,0.180811
mom0_yoy10_foreign1000k_trust100k_high0_vol0.0_top5_next_month_10,0.0,0.1,1000000.0,100000.0,0,0.0,5,next_month_10,12,8,8,7,4,0,3,0,1,2,7,0,0.714286,0.158853,525901.38,2999999.99,0.1753
mom10_yoy50_foreign100k_trustany_high60_vol0.0_top5_next_month_10,0.1,0.5,100000.0,,60,0.0,5,next_month_10,83,11,11,7,5,0,3,0,1,2,7,0,0.714286,0.149001,437397.92,2499999.99,0.174959
mom20_yoy50_foreign100k_trustany_high60_vol0.0_top5_next_month_10,0.2,0.5,100000.0,,60,0.0,5,next_month_10,60,10,10,7,4,0,3,0,1,2,7,0,0.714286,0.149001,437397.92,2499999.99,0.174959
mom10_yoy0_foreign1000k_trust50k_high0_vol0.0_top5_next_month_5,0.1,0.0,1000000.0,50000.0,0,0.0,5,next_month_5,9,7,7,7,3,0,3,0,2,2,7,0,0.857143,0.218704,524644.34,2999999.99,0.174881
mom10_yoy50_foreign100k_trustany_high120_vol0.0_top5_next_month_10,0.1,0.5,100000.0,,120,0.0,5,next_month_10,83,10,10,7,5,0,3,0,1,2,7,0,0.714286,0.149001,466005.19,2666666.65,0.174752
mom20_yoy50_foreign100k_trustany_high120_vol0.0_top5_next_month_10,0.2,0.5,100000.0,,120,0.0,5,next_month_10,60,9,9,7,4,0,3,0,1,2,7,0,0.714286,0.149001,466005.19,2666666.65,0.174752
mom0_yoy10_foreign1000k_trust50k_high0_vol0.0_top5_next_month_10,0.0,0.1,1000000.0,50000.0,0,0.0,5,next_month_10,14,9,9,8,4,0,3,0,1,2,8,0,0.75,0.145352,523315.96,2999999.98,0.174439
mom10_yoy20_foreign1000k_trust0k_high0_vol0.0_top5_next_month_10,0.1,0.2,1000000.0,0.0,0,0.0,5,next_month_10,23,12,11,8,4,1,3,0,1,2,8,0,0.75,0.22231,428590.75,2466666.66,0.173753
mom10_yoy30_foreign1000k_trust0k_high0_vol0.0_top5_next_month_10,0.1,0.3,1000000.0,0.0,0,0.0,5,next_month_10,18,11,11,8,4,1,3,0,1,2,8,0,0.75,0.22231,428590.75,2466666.66,0.173753
mom0_yoy20_foreign500k_trust0k_high120_vol0.0_top5_month_end,0.0,0.2,500000.0,0.0,120,0.0,5,month_end,59,7,7,7,3,0,3,0,2,2,6,1,0.857143,0.155551,518382.11,2999999.99,0.172794
mom0_yoy20_foreign500k_trust100k_high0_vol0.0_top5_next_month_5,0.0,0.2,500000.0,100000.0,0,0.0,5,next_month_5,18,12,12,9,4,0,3,0,2,2,9,0,0.888889,0.159326,515664.95,2999999.99,0.171888
mom0_yoy10_foreign1000k_trust50k_high0_vol0.0_top5_next_month_5,0.0,0.1,1000000.0,50000.0,0,0.0,5,next_month_5,14,9,9,8,4,0,3,0,1,2,8,0,0.875,0.14077,512839.86,2999999.98,0.170947
mom0_yoy20_foreign500k_trust50k_high0_vol0.0_top5_next_month_10,0.0,0.2,500000.0,50000.0,0,0.0,5,next_month_10,20,13,13,10,4,0,3,0,2,2,10,0,0.8,0.182119,510459.25,3000000.0,0.170153
mom10_yoy0_foreign1000k_trust50k_high0_vol0.0_top5_next_month_10,0.1,0.0,1000000.0,50000.0,0,0.0,5,next_month_10,9,7,7,7,3,0,3,0,2,2,7,0,0.714286,0.204139,506387.4,2999999.99,0.168796
mom10_yoy10_foreign1000k_trust0k_high0_vol0.0_top5_next_month_5,0.1,0.1,1000000.0,0.0,0,0.0,5,next_month_5,26,15,14,10,4,2,3,0,2,2,10,0,0.9,0.211875,435134.17,2600000.0,0.167359
mom10_yoy50_foreign100k_trustany_high60_vol1.5_top5_next_month_5,0.1,0.5,100000.0,,60,1.5,5,next_month_5,83,10,10,6,5,0,3,0,1,2,6,0,0.833333,0.154428,417796.33,2500000.0,0.167119
mom20_yoy50_foreign100k_trustany_high60_vol1.5_top5_next_month_5,0.2,0.5,100000.0,,60,1.5,5,next_month_5,60,9,9,6,4,0,3,0,1,2,6,0,0.833333,0.154428,417796.33,2500000.0,0.167119
mom10_yoy20_foreign500k_trust0k_high60_vol0.0_top5_month_end,0.1,0.2,500000.0,0.0,60,0.0,5,month_end,37,7,7,7,3,0,3,0,2,2,5,2,0.857143,0.149912,498647.2,2999999.99,0.166216
mom10_yoy10_foreign1000k_trust50k_high0_vol0.0_top5_next_month_10,0.1,0.1,1000000.0,50000.0,0,0.0,5,next_month_10,8,6,6,6,3,0,3,0,2,2,6,0,0.666667,0.165772,497316.72,3000000.0,0.165772
mom50_yoy50_foreignany_trustany_high60_vol0.0_top5_next_month_5,0.5,0.5,,,60,0.0,5,next_month_5,72,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.203324,495069.52,2999999.99,0.165023
mom50_yoy50_foreignany_trustany_high120_vol0.0_top5_next_month_5,0.5,0.5,,,120,0.0,5,next_month_5,72,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.203324,495069.52,2999999.99,0.165023
mom50_yoy50_foreignany_trust0k_high60_vol0.0_top5_next_month_5,0.5,0.5,,0.0,60,0.0,5,next_month_5,68,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.203324,495069.52,2999999.99,0.165023
mom50_yoy50_foreignany_trust0k_high120_vol0.0_top5_next_month_5,0.5,0.5,,0.0,120,0.0,5,next_month_5,68,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.203324,495069.52,2999999.99,0.165023
mom50_yoy50_foreign0k_trustany_high60_vol0.0_top5_next_month_5,0.5,0.5,0.0,,60,0.0,5,next_month_5,72,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.203324,495069.52,2999999.99,0.165023
mom50_yoy50_foreign0k_trustany_high120_vol0.0_top5_next_month_5,0.5,0.5,0.0,,120,0.0,5,next_month_5,72,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.203324,495069.52,2999999.99,0.165023
mom50_yoy50_foreign0k_trust0k_high60_vol0.0_top5_next_month_5,0.5,0.5,0.0,0.0,60,0.0,5,next_month_5,68,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.203324,495069.52,2999999.99,0.165023
mom50_yoy50_foreign0k_trust0k_high120_vol0.0_top5_next_month_5,0.5,0.5,0.0,0.0,120,0.0,5,next_month_5,68,9,9,7,5,0,3,0,1,2,7,0,0.857143,0.203324,495069.52,2999999.99,0.165023
mom30_yoy0_foreign100k_trust0k_high60_vol2.0_top5_next_month_5,0.3,0.0,100000.0,0.0,60,2.0,5,next_month_5,68,7,7,6,4,0,3,0,1,2,6,0,0.833333,0.162808,488425.44,3000000.0,0.162808
mom30_yoy0_foreign100k_trust0k_high120_vol2.0_top5_next_month_5,0.3,0.0,100000.0,0.0,120,2.0,5,next_month_5,68,7,7,6,4,0,3,0,1,2,6,0,0.833333,0.162808,488425.44,3000000.0,0.162808
mom30_yoy10_foreign100k_trustany_high60_vol2.0_top5_next_month_5,0.3,0.1,100000.0,,60,2.0,5,next_month_5,73,7,7,6,4,0,3,0,1,2,6,0,0.833333,0.162808,488425.44,3000000.0,0.162808
mom30_yoy10_foreign100k_trustany_high120_vol2.0_top5_next_month_5,0.3,0.1,100000.0,,120,2.0,5,next_month_5,73,7,7,6,4,0,3,0,1,2,6,0,0.833333,0.162808,488425.44,3000000.0,0.162808
mom30_yoy10_foreign100k_trust0k_high60_vol2.0_top5_next_month_5,0.3,0.1,100000.0,0.0,60,2.0,5,next_month_5,60,7,7,6,4,0,3,0,1,2,6,0,0.833333,0.162808,488425.44,3000000.0,0.162808
mom30_yoy10_foreign100k_trust0k_high120_vol2.0_top5_next_month_5,0.3,0.1,100000.0,0.0,120,2.0,5,next_month_5,60,7,7,6,4,0,3,0,1,2,6,0,0.833333,0.162808,488425.44,3000000.0,0.162808
mom30_yoy20_foreign100k_trustany_high60_vol2.0_top5_next_month_5,0.3,0.2,100000.0,,60,2.0,5,next_month_5,66,7,7,6,4,0,3,0,1,2,6,0,0.833333,0.162808,488425.44,3000000.0,0.162808
mom30_yoy20_foreign100k_trustany_high120_vol2.0_top5_next_month_5,0.3,0.2,100000.0,,120,2.0,5,next_month_5,66,7,7,6,4,0,3,0,1,2,6,0,0.833333,0.162808,488425.44,3000000.0,0.162808
mom30_yoy20_foreign100k_trust0k_high60_vol2.0_top5_next_month_5,0.3,0.2,100000.0,0.0,60,2.0,5,next_month_5,55,7,7,6,4,0,3,0,1,2,6,0,0.833333,0.162808,488425.44,3000000.0,0.162808
mom30_yoy20_foreign100k_trust0k_high120_vol2.0_top5_next_month_5,0.3,0.2,100000.0,0.0,120,2.0,5,next_month_5,55,7,7,6,4,0,3,0,1,2,6,0,0.833333,0.162808,488425.44,3000000.0,0.162808
mom10_yoy50_foreign100k_trustany_high120_vol1.5_top5_next_month_5,0.1,0.5,100000.0,,120,1.5,5,next_month_5,83,9,9,6,5,0,3,0,1,2,6,0,0.833333,0.154428,432959.49,2666666.66,0.16236
mom20_yoy50_foreign100k_trustany_high120_vol1.5_top5_next_month_5,0.2,0.5,100000.0,,120,1.5,5,next_month_5,60,8,8,6,4,0,3,0,1,2,6,0,0.833333,0.154428,432959.49,2666666.66,0.16236
mom30_yoy50_foreign100k_trustany_high60_vol0.0_top5_next_month_5,0.3,0.5,100000.0,,60,0.0,5,next_month_5,48,7,7,6,3,0,3,0,2,2,6,0,0.833333,0.154428,432959.49,2666666.66,0.16236
mom30_yoy50_foreign100k_trustany_high60_vol1.5_top5_next_month_5,0.3,0.5,100000.0,,60,1.5,5,next_month_5,48,7,7,6,3,0,3,0,2,2,6,0,0.833333,0.154428,432959.49,2666666.66,0.16236
mom30_yoy50_foreign100k_trustany_high120_vol0.0_top5_next_month_5,0.3,0.5,100000.0,,120,0.0,5,next_month_5,48,7,7,6,3,0,3,0,2,2,6,0,0.833333,0.154428,432959.49,2666666.66,0.16236
mom30_yoy50_foreign100k_trustany_high120_vol1.5_top5_next_month_5,0.3,0.5,100000.0,,120,1.5,5,next_month_5,48,7,7,6,3,0,3,0,2,2,6,0,0.833333,0.154428,432959.49,2666666.66,0.16236
mom10_yoy0_foreign500k_trust50k_high0_vol0.0_top5_next_month_10,0.1,0.0,500000.0,50000.0,0,0.0,5,next_month_10,15,9,9,9,3,0,3,0,2,2,9,0,0.777778,0.194489,485099.7,2999999.99,0.1617
mom10_yoy10_foreign500k_trust50k_high0_vol0.0_top5_next_month_10,0.1,0.1,500000.0,50000.0,0,0.0,5,next_month_10,13,8,8,8,3,0,3,0,2,2,8,0,0.75,0.164508,464097.59,2999999.98,0.154699
mom30_yoy0_foreign100k_trust0k_high60_vol2.0_top5_next_month_10,0.3,0.0,100000.0,0.0,60,2.0,5,next_month_10,68,7,7,6,4,0,3,0,1,2,6,0,0.666667,0.154657,463970.15,3000000.0,0.154657
mom30_yoy0_foreign100k_trust0k_high120_vol2.0_top5_next_month_10,0.3,0.0,100000.0,0.0,120,2.0,5,next_month_10,68,7,7,6,4,0,3,0,1,2,6,0,0.666667,0.154657,463970.15,3000000.0,0.154657
mom30_yoy10_foreign100k_trustany_high60_vol2.0_top5_next_month_10,0.3,0.1,100000.0,,60,2.0,5,next_month_10,73,7,7,6,4,0,3,0,1,2,6,0,0.666667,0.154657,463970.15,3000000.0,0.154657
mom30_yoy10_foreign100k_trustany_high120_vol2.0_top5_next_month_10,0.3,0.1,100000.0,,120,2.0,5,next_month_10,73,7,7,6,4,0,3,0,1,2,6,0,0.666667,0.154657,463970.15,3000000.0,0.154657
mom30_yoy10_foreign100k_trust0k_high60_vol2.0_top5_next_month_10,0.3,0.1,100000.0,0.0,60,2.0,5,next_month_10,60,7,7,6,4,0,3,0,1,2,6,0,0.666667,0.154657,463970.15,3000000.0,0.154657
mom30_yoy10_foreign100k_trust0k_high120_vol2.0_top5_next_month_10,0.3,0.1,100000.0,0.0,120,2.0,5,next_month_10,60,7,7,6,4,0,3,0,1,2,6,0,0.666667,0.154657,463970.15,3000000.0,0.154657
mom30_yoy20_foreign100k_trustany_high60_vol2.0_top5_next_month_10,0.3,0.2,100000.0,,60,2.0,5,next_month_10,66,7,7,6,4,0,3,0,1,2,6,0,0.666667,0.154657,463970.15,3000000.0,0.154657
mom30_yoy20_foreign100k_trustany_high120_vol2.0_top5_next_month_10,0.3,0.2,100000.0,,120,2.0,5,next_month_10,66,7,7,6,4,0,3,0,1,2,6,0,0.666667,0.154657,463970.15,3000000.0,0.154657
mom30_yoy20_foreign100k_trust0k_high60_vol2.0_top5_next_month_10,0.3,0.2,100000.0,0.0,60,2.0,5,next_month_10,55,7,7,6,4,0,3,0,1,2,6,0,0.666667,0.154657,463970.15,3000000.0,0.154657
mom30_yoy20_foreign100k_trust0k_high120_vol2.0_top5_next_month_10,0.3,0.2,100000.0,0.0,120,2.0,5,next_month_10,55,7,7,6,4,0,3,0,1,2,6,0,0.666667,0.154657,463970.15,3000000.0,0.154657
mom10_yoy10_foreign1000k_trust50k_high0_vol0.0_top5_next_month_5,0.1,0.1,1000000.0,50000.0,0,0.0,5,next_month_5,8,6,6,6,3,0,3,0,2,2,6,0,0.833333,0.151788,455364.35,3000000.0,0.151788
mom30_yoy0_foreign100k_trustany_high60_vol2.0_top5_next_month_5,0.3,0.0,100000.0,,60,2.0,5,next_month_5,84,8,8,7,4,0,3,0,1,2,7,0,0.714286,0.1358,440969.24,2999999.99,0.14699
mom30_yoy0_foreign100k_trustany_high120_vol2.0_top5_next_month_5,0.3,0.0,100000.0,,120,2.0,5,next_month_5,84,8,8,7,4,0,3,0,1,2,7,0,0.714286,0.1358,440969.24,2999999.99,0.14699
mom30_yoy0_foreign100k_trustany_high60_vol2.0_top5_next_month_10,0.3,0.0,100000.0,,60,2.0,5,next_month_10,84,8,8,7,4,0,3,0,1,2,7,0,0.571429,0.130241,433016.34,2999999.99,0.144339
mom30_yoy0_foreign100k_trustany_high120_vol2.0_top5_next_month_10,0.3,0.0,100000.0,,120,2.0,5,next_month_10,84,8,8,7,4,0,3,0,1,2,7,0,0.571429,0.130241,433016.34,2999999.99,0.144339
mom10_yoy50_foreign100k_trustany_high60_vol0.0_top5_next_month_5,0.1,0.5,100000.0,,60,0.0,5,next_month_5,83,11,11,7,5,0,3,0,1,2,7,0,0.714286,0.117571,356801.41,2499999.99,0.142721
mom20_yoy50_foreign100k_trustany_high60_vol0.0_top5_next_month_5,0.2,0.5,100000.0,,60,0.0,5,next_month_5,60,10,10,7,4,0,3,0,1,2,7,0,0.714286,0.117571,356801.41,2499999.99,0.142721
