event_id,revenue_month,announcement_date,announcement_time,market,stock_id,company_name,current_month_revenue,previous_month_revenue,previous_year_month_revenue,mom_pct,yoy_pct,cumulative_revenue,previous_year_cumulative_revenue,cumulative_yoy_pct,note,source_url
revenue_202601_1101,2026-01,2026-02-10,after_close,listed,1101,台泥,12252892.0,14219975.0,12213350.0,-0.1383,0.0032,12252892.0,12213350.0,0.0032,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1102,2026-01,2026-02-10,after_close,listed,1102,亞泥,5986964.0,6172608.0,5877674.0,-0.03,0.018500000000000003,5986964.0,5877674.0,0.018500000000000003,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1103,2026-01,2026-02-10,after_close,listed,1103,嘉泥,256819.0,274867.0,268003.0,-0.06559999999999999,-0.0417,256819.0,268003.0,-0.0417,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1104,2026-01,2026-02-10,after_close,listed,1104,環泥,718229.0,779128.0,687804.0,-0.0781,0.044199999999999996,718229.0,687804.0,0.044199999999999996,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1108,2026-01,2026-02-10,after_close,listed,1108,幸福,374664.0,373043.0,448229.0,0.0043,-0.1641,374664.0,448229.0,-0.1641,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1109,2026-01,2026-02-10,after_close,listed,1109,信大,373777.0,415638.0,304555.0,-0.1007,0.22719999999999999,373777.0,304555.0,0.22719999999999999,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1110,2026-01,2026-02-10,after_close,listed,1110,東泥,198691.0,236192.0,236789.0,-0.15869999999999998,-0.16079999999999997,198691.0,236789.0,-0.16079999999999997,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1201,2026-01,2026-02-10,after_close,listed,1201,味全,1676231.0,1670916.0,1913014.0,0.0031,-0.12369999999999999,1676231.0,1913014.0,-0.12369999999999999,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1203,2026-01,2026-02-10,after_close,listed,1203,味王,461815.0,435027.0,540262.0,0.061500000000000006,-0.1452,461815.0,540262.0,-0.1452,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1210,2026-01,2026-02-10,after_close,listed,1210,大成,9726934.0,9592082.0,8684590.0,0.013999999999999999,0.12,9726934.0,8684590.0,0.12,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1213,2026-01,2026-02-10,after_close,listed,1213,大飲,24751.0,20948.0,22379.0,0.1815,0.1059,24751.0,22379.0,0.1059,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1215,2026-01,2026-02-10,after_close,listed,1215,卜蜂,2634849.0,2749915.0,2331017.0,-0.0418,0.1303,2634849.0,2331017.0,0.1303,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1216,2026-01,2026-02-10,after_close,listed,1216,統一,66104462.0,52311321.0,65755516.0,0.2636,0.0053,66104462.0,65755516.0,0.0053,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1217,2026-01,2026-02-10,after_close,listed,1217,愛之味,462021.0,314958.0,469134.0,0.4669,-0.0151,462021.0,469134.0,-0.0151,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1218,2026-01,2026-02-10,after_close,listed,1218,泰山,943672.0,832865.0,887717.0,0.133,0.063,943672.0,887717.0,0.063,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1219,2026-01,2026-02-10,after_close,listed,1219,福壽,1271934.0,1332578.0,1178879.0,-0.0455,0.0789,1271934.0,1178879.0,0.0789,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1220,2026-01,2026-02-10,after_close,listed,1220,台榮,282201.0,308992.0,218906.0,-0.0867,0.2891,282201.0,218906.0,0.2891,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1225,2026-01,2026-02-10,after_close,listed,1225,福懋油,1313398.0,1130151.0,1090255.0,0.16210000000000002,0.2046,1313398.0,1090255.0,0.2046,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1227,2026-01,2026-02-10,after_close,listed,1227,佳格,3796317.0,2774103.0,3268631.0,0.36840000000000006,0.16140000000000002,3796317.0,3268631.0,0.16140000000000002,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1229,2026-01,2026-02-10,after_close,listed,1229,聯華,996429.0,1531226.0,864201.0,-0.3492,0.153,996429.0,864201.0,0.153,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1231,2026-01,2026-02-10,after_close,listed,1231,聯華食,1271114.0,1303204.0,1289469.0,-0.0246,-0.014199999999999999,1271114.0,1289469.0,-0.014199999999999999,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1232,2026-01,2026-02-10,after_close,listed,1232,大統益,2213265.0,1993530.0,1828340.0,0.11019999999999999,0.21050000000000002,2213265.0,1828340.0,0.21050000000000002,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1233,2026-01,2026-02-10,after_close,listed,1233,天仁,198102.0,202853.0,220238.0,-0.023399999999999997,-0.1005,198102.0,220238.0,-0.1005,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1234,2026-01,2026-02-10,after_close,listed,1234,黑松,794428.0,640539.0,842531.0,0.2402,-0.057,794428.0,842531.0,-0.057,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1235,2026-01,2026-02-10,after_close,listed,1235,興泰,23862.0,11362.0,8607.0,1.1001,1.7723,23862.0,8607.0,1.7723,"泰宇網通累計1月營收較去年同期增加 15,233仟元",https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1236,2026-01,2026-02-10,after_close,listed,1236,宏亞,303656.0,196864.0,295078.0,0.5424,0.028999999999999998,303656.0,295078.0,0.028999999999999998,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1256,2026-01,2026-02-10,after_close,listed,1256,鮮活果汁-KY,448137.0,408763.0,328850.0,0.09630000000000001,0.3627,448137.0,328850.0,0.3627,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1702,2026-01,2026-02-10,after_close,listed,1702,南僑,2104739.0,2010718.0,2169615.0,0.0467,-0.029900000000000003,2104739.0,2169615.0,-0.029900000000000003,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1737,2026-01,2026-02-10,after_close,listed,1737,臺鹽,277168.0,285940.0,327834.0,-0.030600000000000002,-0.1545,277168.0,327834.0,-0.1545,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_3054,2026-01,2026-02-10,after_close,listed,3054,立萬利,13427.0,9041.0,6052.0,0.4851,1.2186,13427.0,6052.0,1.2186,主係因本期產品結構改變致銷售金額增加。,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_7780,2026-01,2026-02-10,after_close,listed,7780,大研生醫*,138385.0,182993.0,85763.0,-0.2437,0.6135,138385.0,85763.0,0.6135,大研醫美系列第一款保濕除皺外泌體精華液、納豆紅麴Q10等新品熱銷，營收年增61%，展現產品力與品牌實力。,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_7791,2026-01,2026-02-10,after_close,listed,7791,皇家可口,139787.0,148596.0,188592.0,-0.0592,-0.2587,139787.0,188592.0,-0.2587,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1301,2026-01,2026-02-10,after_close,listed,1301,台塑,13891082.0,14304735.0,13980022.0,-0.028900000000000002,-0.0063,13891082.0,13980022.0,-0.0063,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1303,2026-01,2026-02-10,after_close,listed,1303,南亞,22872625.0,22097720.0,20458289.0,0.035,0.11800000000000001,22872625.0,20458289.0,0.11800000000000001,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1304,2026-01,2026-02-10,after_close,listed,1304,台聚,3583459.0,3416559.0,3685781.0,0.048799999999999996,-0.0277,3583459.0,3685781.0,-0.0277,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1305,2026-01,2026-02-10,after_close,listed,1305,華夏,806175.0,656140.0,775346.0,0.2286,0.0397,806175.0,775346.0,0.0397,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1307,2026-01,2026-02-10,after_close,listed,1307,三芳,1151903.0,799144.0,959988.0,0.4414,0.1999,1151903.0,959988.0,0.1999,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1308,2026-01,2026-02-10,after_close,listed,1308,亞聚,448082.0,494254.0,437450.0,-0.0934,0.024300000000000002,448082.0,437450.0,0.024300000000000002,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1309,2026-01,2026-02-10,after_close,listed,1309,台達化,1135298.0,1042274.0,1285028.0,0.0892,-0.1165,1135298.0,1285028.0,-0.1165,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1310,2026-01,2026-02-10,after_close,listed,1310,台苯,705741.0,535318.0,877555.0,0.31829999999999997,-0.1957,705741.0,877555.0,-0.1957,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1312,2026-01,2026-02-10,after_close,listed,1312,國喬,2321933.0,2356924.0,1259065.0,-0.0148,0.8441,2321933.0,1259065.0,0.8441,114年三月重要子公司開始投產銷售，不論單月營收或累計營收，均較去年同期增加，惟國際經濟環境仍紛擾，市場利差不如預期。,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1313,2026-01,2026-02-10,after_close,listed,1313,聯成,5300917.0,5084497.0,4384870.0,0.0425,0.2089,5300917.0,4384870.0,0.2089,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1314,2026-01,2026-02-10,after_close,listed,1314,中石化,1589699.0,1347475.0,2362119.0,0.1797,-0.327,1589699.0,2362119.0,-0.327,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1315,2026-01,2026-02-10,after_close,listed,1315,達新,126246.0,174011.0,202243.0,-0.27440000000000003,-0.3757,126246.0,202243.0,-0.3757,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1321,2026-01,2026-02-10,after_close,listed,1321,大洋,330086.0,284182.0,326211.0,0.16149999999999998,0.0118,330086.0,326211.0,0.0118,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1323,2026-01,2026-02-10,after_close,listed,1323,永裕,179252.0,162846.0,189115.0,0.1007,-0.0521,179252.0,189115.0,-0.0521,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1324,2026-01,2026-02-10,after_close,listed,1324,地球,59958.0,66089.0,54847.0,-0.09269999999999999,0.0931,59958.0,54847.0,0.0931,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1325,2026-01,2026-02-10,after_close,listed,1325,恆大,24322.0,19061.0,29223.0,0.276,-0.1677,24322.0,29223.0,-0.1677,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1326,2026-01,2026-02-10,after_close,listed,1326,台化,25040014.0,21972816.0,24019167.0,0.13949999999999999,0.0425,25040014.0,24019167.0,0.0425,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1337,2026-01,2026-02-10,after_close,listed,1337,再生-KY,54359.0,61227.0,75613.0,-0.1121,-0.281,54359.0,75613.0,-0.281,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1340,2026-01,2026-02-10,after_close,listed,1340,勝悅-KY,2967.0,3200.0,16514.0,-0.0728,-0.8203,2967.0,16514.0,-0.8203,由於受市場低迷影響，EVO膠粒銷售持續虧損，故公司調整營運，並暫停該車間生產營運，致營收下滑。,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1341,2026-01,2026-02-10,after_close,listed,1341,富林-KY,248122.0,242554.0,234302.0,0.0229,0.058899999999999994,248122.0,234302.0,0.058899999999999994,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_4306,2026-01,2026-02-10,after_close,listed,4306,炎洲,1225902.0,1260135.0,949610.0,-0.0271,0.2909,1225902.0,949610.0,0.2909,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1402,2026-01,2026-02-10,after_close,listed,1402,遠東新,21993415.0,23787210.0,22045002.0,-0.0754,-0.0023,21993415.0,22045002.0,-0.0023,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1409,2026-01,2026-02-10,after_close,listed,1409,新纖,3334219.0,3085248.0,3387023.0,0.0806,-0.0155,3334219.0,3387023.0,-0.0155,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1410,2026-01,2026-02-10,after_close,listed,1410,南染,14210.0,14249.0,11987.0,-0.0027,0.18539999999999998,14210.0,11987.0,0.18539999999999998,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1413,2026-01,2026-02-10,after_close,listed,1413,宏洲,144951.0,154304.0,196446.0,-0.060599999999999994,-0.2621,144951.0,196446.0,-0.2621,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1414,2026-01,2026-02-10,after_close,listed,1414,東和,41048.0,40662.0,39790.0,0.009399999999999999,0.0316,41048.0,39790.0,0.0316,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1417,2026-01,2026-02-10,after_close,listed,1417,嘉裕,30235.0,31994.0,19960.0,-0.054900000000000004,0.5146999999999999,30235.0,19960.0,0.5146999999999999,本月營收較去年同期增加，主要係工作天數差異。去年同期農曆春節落在1月，工作日較少；本月工作日較多，帶動團制業務出貨量提升,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1418,2026-01,2026-02-10,after_close,listed,1418,東華,613.0,17.0,679.0,35.0588,-0.09720000000000001,613.0,679.0,-0.09720000000000001,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1419,2026-01,2026-02-10,after_close,listed,1419,新紡,509836.0,585763.0,337096.0,-0.12960000000000002,0.5124,509836.0,337096.0,0.5124,客戶訂單量增加,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1423,2026-01,2026-02-10,after_close,listed,1423,利華,5852.0,7798.0,6712.0,-0.2495,-0.1281,5852.0,6712.0,-0.1281,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1434,2026-01,2026-02-10,after_close,listed,1434,福懋,2426027.0,2275014.0,2308607.0,0.0663,0.0508,2426027.0,2308607.0,0.0508,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1440,2026-01,2026-02-10,after_close,listed,1440,南紡,1103124.0,1156698.0,1314202.0,-0.0463,-0.1606,1103124.0,1314202.0,-0.1606,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1441,2026-01,2026-02-10,after_close,listed,1441,大東,117500.0,126517.0,134774.0,-0.0712,-0.1281,117500.0,134774.0,-0.1281,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1444,2026-01,2026-02-10,after_close,listed,1444,力麗,527231.0,544906.0,631626.0,-0.032400000000000005,-0.16519999999999999,527231.0,631626.0,-0.16519999999999999,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1445,2026-01,2026-02-10,after_close,listed,1445,大宇,73686.0,65402.0,79857.0,0.1266,-0.07719999999999999,73686.0,79857.0,-0.07719999999999999,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1446,2026-01,2026-02-10,after_close,listed,1446,宏和,6715.0,8724.0,143087.0,-0.2302,-0.953,6715.0,143087.0,-0.953,本月營建無認列收入,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1447,2026-01,2026-02-10,after_close,listed,1447,力鵬,2477005.0,1895903.0,2368662.0,0.3065,0.045700000000000005,2477005.0,2368662.0,0.045700000000000005,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1449,2026-01,2026-02-10,after_close,listed,1449,佳和,228333.0,482486.0,207114.0,-0.5267000000000001,0.1024,228333.0,207114.0,0.1024,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1451,2026-01,2026-02-10,after_close,listed,1451,年興,550618.0,535664.0,458452.0,0.0279,0.201,550618.0,458452.0,0.201,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1452,2026-01,2026-02-10,after_close,listed,1452,宏益,91925.0,101890.0,105403.0,-0.0978,-0.1278,91925.0,105403.0,-0.1278,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1454,2026-01,2026-02-10,after_close,listed,1454,台富,108456.0,137106.0,117467.0,-0.2089,-0.0767,108456.0,117467.0,-0.0767,無,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1455,2026-01,2026-02-10,after_close,listed,1455,集盛,417747.0,403214.0,547969.0,0.036000000000000004,-0.2376,417747.0,547969.0,-0.2376,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1457,2026-01,2026-02-10,after_close,listed,1457,宜進,218095.0,211614.0,284681.0,0.030600000000000002,-0.23379999999999998,218095.0,284681.0,-0.23379999999999998,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1459,2026-01,2026-02-10,after_close,listed,1459,聯發,82826.0,74746.0,98437.0,0.10800000000000001,-0.1585,82826.0,98437.0,-0.1585,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1460,2026-01,2026-02-10,after_close,listed,1460,宏遠,662268.0,771403.0,683189.0,-0.1414,-0.030600000000000002,662268.0,683189.0,-0.030600000000000002,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1463,2026-01,2026-02-10,after_close,listed,1463,強盛新,21198.0,19310.0,450723.0,0.0977,-0.9529000000000001,21198.0,450723.0,-0.9529000000000001,去年第一季子公司保強建設房屋售出入帳,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1464,2026-01,2026-02-10,after_close,listed,1464,得力,1061584.0,1123593.0,1036037.0,-0.055099999999999996,0.0246,1061584.0,1036037.0,0.0246,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1465,2026-01,2026-02-10,after_close,listed,1465,偉全,43758.0,31554.0,42887.0,0.38670000000000004,0.0203,43758.0,42887.0,0.0203,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1466,2026-01,2026-02-10,after_close,listed,1466,聚隆,194990.0,240567.0,223697.0,-0.1894,-0.1283,194990.0,223697.0,-0.1283,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1467,2026-01,2026-02-10,after_close,listed,1467,南緯,345912.0,442747.0,372010.0,-0.2187,-0.0701,345912.0,372010.0,-0.0701,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1468,2026-01,2026-02-10,after_close,listed,1468,昶和,74788.0,58244.0,55590.0,0.284,0.3453,74788.0,55590.0,0.3453,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1470,2026-01,2026-02-10,after_close,listed,1470,大統新創,73862.0,87108.0,67897.0,-0.152,0.08779999999999999,73862.0,67897.0,0.08779999999999999,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1473,2026-01,2026-02-10,after_close,listed,1473,台南,696586.0,470114.0,788461.0,0.4817,-0.1165,696586.0,788461.0,-0.1165,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1474,2026-01,2026-02-10,after_close,listed,1474,弘裕,239437.0,262667.0,218813.0,-0.08839999999999999,0.0942,239437.0,218813.0,0.0942,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1475,2026-01,2026-02-10,after_close,listed,1475,業旺,129122.0,136128.0,135817.0,-0.051399999999999994,-0.0492,129122.0,135817.0,-0.0492,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1476,2026-01,2026-02-10,after_close,listed,1476,儒鴻,3581621.0,3300238.0,3330196.0,0.0852,0.0754,3581621.0,3330196.0,0.0754,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1477,2026-01,2026-02-10,after_close,listed,1477,聚陽,2828261.0,3204380.0,3500665.0,-0.1173,-0.192,2828261.0,3500665.0,-0.192,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_4414,2026-01,2026-02-10,after_close,listed,4414,如興,1163385.0,1325867.0,1148538.0,-0.1225,0.0129,1163385.0,1148538.0,0.0129,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_4426,2026-01,2026-02-10,after_close,listed,4426,利勤,79261.0,76215.0,68360.0,0.039900000000000005,0.1594,79261.0,68360.0,0.1594,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_4438,2026-01,2026-02-10,after_close,listed,4438,廣越,1039301.0,1253373.0,1015421.0,-0.1707,0.0235,1039301.0,1015421.0,0.0235,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_4439,2026-01,2026-02-10,after_close,listed,4439,冠星-KY,543689.0,454088.0,454519.0,0.1973,0.1961,543689.0,454519.0,0.1961,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_4440,2026-01,2026-02-10,after_close,listed,4440,宜新實業,105543.0,110406.0,80950.0,-0.044000000000000004,0.3038,105543.0,80950.0,0.3038,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_4441,2026-01,2026-02-10,after_close,listed,4441,振大環球,701250.0,683432.0,457969.0,0.026000000000000002,0.5312,701250.0,457969.0,0.5312,主要係客戶需求增加所致。,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1503,2026-01,2026-02-10,after_close,listed,1503,士電,4483948.0,4072311.0,4248122.0,0.10099999999999999,0.0555,4483948.0,4248122.0,0.0555,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1504,2026-01,2026-02-10,after_close,listed,1504,東元,4643699.0,5662223.0,4303352.0,-0.17980000000000002,0.079,4643699.0,4303352.0,0.079,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1506,2026-01,2026-02-10,after_close,listed,1506,正道,95635.0,80275.0,74550.0,0.1913,0.2828,95635.0,74550.0,0.2828,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1513,2026-01,2026-02-10,after_close,listed,1513,中興電,2133688.0,2564559.0,1929217.0,-0.168,0.1059,2133688.0,1929217.0,0.1059,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1514,2026-01,2026-02-10,after_close,listed,1514,亞力,965888.0,1223463.0,571823.0,-0.21050000000000002,0.6890999999999999,965888.0,571823.0,0.6890999999999999,主因:台電強韌電網計劃及半導體產業建廠需求較去年同期大幅成長所致.,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1515,2026-01,2026-02-10,after_close,listed,1515,力山,450296.0,555964.0,335834.0,-0.19,0.3408,450296.0,335834.0,0.3408,客戶庫存管理減少採購量,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1517,2026-01,2026-02-10,after_close,listed,1517,利奇,181152.0,183763.0,178660.0,-0.014199999999999999,0.0139,181152.0,178660.0,0.0139,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1519,2026-01,2026-02-10,after_close,listed,1519,華城,1356774.0,3888791.0,1275049.0,-0.6511,0.064,1356774.0,1275049.0,0.064,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1526,2026-01,2026-02-10,after_close,listed,1526,日馳,55083.0,59074.0,60941.0,-0.0675,-0.09609999999999999,55083.0,60941.0,-0.09609999999999999,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1527,2026-01,2026-02-10,after_close,listed,1527,鑽全,240478.0,188483.0,293324.0,0.2758,-0.1801,240478.0,293324.0,-0.1801,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1528,2026-01,2026-02-10,after_close,listed,1528,恩德,225360.0,210545.0,173640.0,0.0703,0.2978,225360.0,173640.0,0.2978,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1529,2026-01,2026-02-10,after_close,listed,1529,樂事綠能,156851.0,121570.0,41581.0,0.2902,2.7721,156851.0,41581.0,2.7721,"本期因台電交貨及客戶之儲能案配電盤銷貨,故較去年同期增幅大",https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1530,2026-01,2026-02-10,after_close,listed,1530,亞崴,141251.0,184549.0,206986.0,-0.2346,-0.3175,141251.0,206986.0,-0.3175,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1531,2026-01,2026-02-10,after_close,listed,1531,高林股,117207.0,133712.0,135929.0,-0.1234,-0.1377,117207.0,135929.0,-0.1377,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1532,2026-01,2026-02-10,after_close,listed,1532,勤美,1082068.0,1017860.0,1068173.0,0.063,0.013000000000000001,1082068.0,1068173.0,0.013000000000000001,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
revenue_202601_1535,2026-01,2026-02-10,after_close,listed,1535,中宇,630751.0,910342.0,821315.0,-0.3071,-0.23199999999999998,630751.0,821315.0,-0.23199999999999998,-,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_115_1.html
