event_id,revenue_month,announcement_date,announcement_time,buy_date,buy_price,market,stock_id,company_name,current_month_revenue,mom_pct,yoy_pct,cumulative_yoy_pct,foreign_net_buy_shares,investment_trust_net_buy_shares,dealer_net_buy_shares,institutional_total_net_buy_shares,avg_volume_5d,avg_volume_20d,previous_volume,previous_volume_ratio_20d,breakout_20d,breakout_60d,breakout_120d,breakout_240d,eps_quality_score,price_file
revenue_202601_1101,2026-01,2026-02-10,after_close,2026-02-11,25.6,listed,1101,台泥,12252892.0,-0.1383,0.0032,0.0032,-605078.0,-6000.0,63957.0,-547121.0,21649910.0,42519647.65,14195611.0,0.33386003376253287,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1101.csv
revenue_202601_1102,2026-01,2026-02-10,after_close,2026-02-11,35.55,listed,1102,亞泥,5986964.0,-0.03,0.018500000000000003,0.018500000000000003,282082.0,-47646.0,-476594.0,-242158.0,6033896.2,8617114.7,4398326.0,0.5104174834762267,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1102.csv
revenue_202601_1103,2026-01,2026-02-10,after_close,2026-02-11,13.95,listed,1103,嘉泥,256819.0,-0.06559999999999999,-0.0417,-0.0417,60000.0,0.0,9000.0,69000.0,368841.0,344975.2,286903.0,0.8316626818391583,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1103.csv
revenue_202601_1104,2026-01,2026-02-10,after_close,2026-02-11,29.45,listed,1104,環泥,718229.0,-0.0781,0.044199999999999996,0.044199999999999996,9000.0,0.0,16000.0,25000.0,356050.6,483312.65,452672.0,0.9366028387628588,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1104.csv
revenue_202601_1108,2026-01,2026-02-10,after_close,2026-02-11,15.15,listed,1108,幸福,374664.0,0.0043,-0.1641,-0.1641,43000.0,0.0,-10000.0,33000.0,145652.8,219572.45,159601.0,0.7268716999787541,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1108.csv
revenue_202601_1109,2026-01,2026-02-10,after_close,2026-02-11,15.35,listed,1109,信大,373777.0,-0.1007,0.22719999999999999,0.22719999999999999,43000.0,0.0,4000.0,47000.0,66279.6,107882.45,82939.0,0.7687904751885039,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1109.csv
revenue_202601_1110,2026-01,2026-02-10,after_close,2026-02-11,16.45,listed,1110,東泥,198691.0,-0.15869999999999998,-0.16079999999999997,-0.16079999999999997,99000.0,0.0,3000.0,102000.0,179275.0,247462.8,251170.0,1.0149808375238623,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1110.csv
revenue_202601_1201,2026-01,2026-02-10,after_close,2026-02-11,14.5,listed,1201,味全,1676231.0,0.0031,-0.12369999999999999,-0.12369999999999999,38000.0,0.0,6000.0,44000.0,263298.2,306606.8,413847.0,1.3497645844775785,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1201.csv
revenue_202601_1203,2026-01,2026-02-10,after_close,2026-02-11,39.85,listed,1203,味王,461815.0,0.061500000000000006,-0.1452,-0.1452,11000.0,0.0,4000.0,15000.0,23783.0,14241.25,50835.0,3.5695602562977267,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1203.csv
revenue_202601_1210,2026-01,2026-02-10,after_close,2026-02-11,51.1,listed,1210,大成,9726934.0,0.013999999999999999,0.12,0.12,-146000.0,-9000.0,38496.0,-116504.0,1678942.2,1585675.7,1568194.0,0.988975236235253,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1210.csv
revenue_202601_1213,2026-01,2026-02-10,after_close,2026-02-11,10.15,listed,1213,大飲,24751.0,0.1815,0.1059,0.1059,,,,,8728.4,12448.35,17400.0,1.3977756088156261,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1213.csv
revenue_202601_1215,2026-01,2026-02-10,after_close,2026-02-11,150.5,listed,1215,卜蜂,2634849.0,-0.0418,0.1303,0.1303,-87000.0,0.0,-27433.0,-114433.0,602237.6,879051.45,494303.0,0.5623140716052514,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1215.csv
revenue_202601_1216,2026-01,2026-02-10,after_close,2026-02-11,73.8,listed,1216,統一,66104462.0,0.2636,0.0053,0.0053,1267174.0,-164078.0,-616075.0,487021.0,7810684.8,8964241.35,7809796.0,0.8712166144433405,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1216.csv
revenue_202601_1217,2026-01,2026-02-10,after_close,2026-06-01,9.74,listed,1217,愛之味,462021.0,0.4669,-0.0151,-0.0151,143000.0,0.0,4000.0,147000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1217.csv
revenue_202601_1218,2026-01,2026-02-10,after_close,2026-02-11,18.1,listed,1218,泰山,943672.0,0.133,0.063,0.063,-134000.0,0.0,-7088.0,-141088.0,443913.2,556066.55,503938.0,0.90625483586452,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1218.csv
revenue_202601_1219,2026-01,2026-02-10,after_close,2026-06-01,12.65,listed,1219,福壽,1271934.0,-0.0455,0.0789,0.0789,53000.0,0.0,4000.0,57000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1219.csv
revenue_202601_1220,2026-01,2026-02-10,after_close,2026-06-01,11.75,listed,1220,台榮,282201.0,-0.0867,0.2891,0.2891,12000.0,0.0,5000.0,17000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1220.csv
revenue_202601_1225,2026-01,2026-02-10,after_close,2026-02-11,28.7,listed,1225,福懋油,1313398.0,0.16210000000000002,0.2046,0.2046,90000.0,0.0,14137.0,104137.0,190480.8,155858.9,192753.0,1.236714746479027,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1225.csv
revenue_202601_1227,2026-01,2026-02-10,after_close,2026-02-11,29.2,listed,1227,佳格,3796317.0,0.36840000000000006,0.16140000000000002,0.16140000000000002,142000.0,0.0,9948.0,151948.0,563365.2,813796.7,467876.0,0.5749298319838358,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1227.csv
revenue_202601_1231,2026-01,2026-02-10,after_close,2026-06-01,85.8,listed,1231,聯華食,1271114.0,-0.0246,-0.014199999999999999,-0.014199999999999999,-105919.0,0.0,4121.0,-101798.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1231.csv
revenue_202601_1232,2026-01,2026-02-10,after_close,2026-02-11,149.5,listed,1232,大統益,2213265.0,0.11019999999999999,0.21050000000000002,0.21050000000000002,23000.0,0.0,22308.0,45308.0,93985.0,67641.8,169080.0,2.499637797929682,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1232.csv
revenue_202601_1233,2026-01,2026-02-10,after_close,2026-06-01,27.9,listed,1233,天仁,198102.0,-0.023399999999999997,-0.1005,-0.1005,8000.0,0.0,10000.0,18000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1233.csv
revenue_202601_1234,2026-01,2026-02-10,after_close,2026-06-01,34.55,listed,1234,黑松,794428.0,0.2402,-0.057,-0.057,52000.0,0.0,-5505.0,46495.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1234.csv
revenue_202601_1235,2026-01,2026-02-10,after_close,2026-06-01,41.1,listed,1235,興泰,23862.0,1.1001,1.7723,1.7723,12000.0,0.0,2000.0,14000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1235.csv
revenue_202601_1236,2026-01,2026-02-10,after_close,2026-06-01,24.4,listed,1236,宏亞,303656.0,0.5424,0.028999999999999998,0.028999999999999998,-11000.0,0.0,16000.0,5000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1236.csv
revenue_202601_1256,2026-01,2026-02-10,after_close,2026-06-01,212.0,listed,1256,鮮活果汁-KY,448137.0,0.09630000000000001,0.3627,0.3627,14035.0,0.0,2000.0,16035.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1256.csv
revenue_202601_1702,2026-01,2026-02-10,after_close,2026-06-01,31.1,listed,1702,南僑,2104739.0,0.0467,-0.029900000000000003,-0.029900000000000003,-17000.0,0.0,2262.0,-14738.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1702.csv
revenue_202601_7780,2026-01,2026-02-10,after_close,2026-06-01,17.65,listed,7780,大研生醫*,138385.0,-0.2437,0.6135,0.6135,-28200.0,0.0,-37318.0,-65518.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\7780.csv
revenue_202601_7791,2026-01,2026-02-10,after_close,2026-02-11,69.0,listed,7791,皇家可口,139787.0,-0.0592,-0.2587,-0.2587,-13000.0,0.0,0.0,-13000.0,62560.4,68443.6,79430.0,1.1605175648270984,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\7791.csv
revenue_202601_1303,2026-01,2026-02-10,after_close,2026-02-11,73.9,listed,1303,南亞,22872625.0,0.035,0.11800000000000001,0.11800000000000001,-37680784.0,-108677.0,-756328.0,-38545789.0,96845477.4,142146300.65,102997493.0,0.7245879247579279,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1303.csv
revenue_202601_1304,2026-01,2026-02-10,after_close,2026-06-01,12.3,listed,1304,台聚,3583459.0,0.048799999999999996,-0.0277,-0.0277,-2288000.0,0.0,-58924.0,-2346924.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1304.csv
revenue_202601_1305,2026-01,2026-02-10,after_close,2026-06-01,12.3,listed,1305,華夏,806175.0,0.2286,0.0397,0.0397,-1006999.0,0.0,4800.0,-1002199.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1305.csv
revenue_202601_1307,2026-01,2026-02-10,after_close,2026-06-01,31.15,listed,1307,三芳,1151903.0,0.4414,0.1999,0.1999,-91000.0,0.0,-205539.0,-296539.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1307.csv
revenue_202601_1308,2026-01,2026-02-10,after_close,2026-06-01,13.2,listed,1308,亞聚,448082.0,-0.0934,0.024300000000000002,0.024300000000000002,-761000.0,0.0,13591.0,-747409.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1308.csv
revenue_202601_1309,2026-01,2026-02-10,after_close,2026-06-01,15.85,listed,1309,台達化,1135298.0,0.0892,-0.1165,-0.1165,-563000.0,0.0,6301.0,-556699.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1309.csv
revenue_202601_1310,2026-01,2026-02-10,after_close,2026-06-01,8.05,listed,1310,台苯,705741.0,0.31829999999999997,-0.1957,-0.1957,-98000.0,0.0,-2000.0,-100000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1310.csv
revenue_202601_1312,2026-01,2026-02-10,after_close,2026-06-01,11.5,listed,1312,國喬,2321933.0,-0.0148,0.8441,0.8441,-1400000.0,0.0,-312446.0,-1712446.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1312.csv
revenue_202601_1313,2026-01,2026-02-10,after_close,2026-06-01,10.7,listed,1313,聯成,5300917.0,0.0425,0.2089,0.2089,-1344000.0,0.0,27000.0,-1317000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1313.csv
revenue_202601_1314,2026-01,2026-02-10,after_close,2026-06-01,7.1,listed,1314,中石化,1589699.0,0.1797,-0.327,-0.327,-3426988.0,0.0,-540622.0,-3967610.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1314.csv
revenue_202601_1315,2026-01,2026-02-10,after_close,2026-06-01,62.1,listed,1315,達新,126246.0,-0.27440000000000003,-0.3757,-0.3757,3000.0,0.0,1000.0,4000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1315.csv
revenue_202601_1321,2026-01,2026-02-10,after_close,2026-06-01,28.85,listed,1321,大洋,330086.0,0.16149999999999998,0.0118,0.0118,46000.0,0.0,3000.0,49000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1321.csv
revenue_202601_1323,2026-01,2026-02-10,after_close,2026-06-01,20.1,listed,1323,永裕,179252.0,0.1007,-0.0521,-0.0521,0.0,0.0,1000.0,1000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1323.csv
revenue_202601_1324,2026-01,2026-02-10,after_close,2026-06-01,10.3,listed,1324,地球,59958.0,-0.09269999999999999,0.0931,0.0931,10000.0,0.0,1000.0,11000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1324.csv
revenue_202601_1325,2026-01,2026-02-10,after_close,2026-06-01,27.25,listed,1325,恆大,24322.0,0.276,-0.1677,-0.1677,27000.0,0.0,1000.0,28000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1325.csv
revenue_202601_1326,2026-01,2026-02-10,after_close,2026-06-01,51.4,listed,1326,台化,25040014.0,0.13949999999999999,0.0425,0.0425,-12123590.0,0.0,-1167637.0,-13291227.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1326.csv
revenue_202601_1337,2026-01,2026-02-10,after_close,2026-06-01,4.84,listed,1337,再生-KY,54359.0,-0.1121,-0.281,-0.281,-15000.0,0.0,2000.0,-13000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1337.csv
revenue_202601_1340,2026-01,2026-02-10,after_close,2026-06-01,5.42,listed,1340,勝悅-KY,2967.0,-0.0728,-0.8203,-0.8203,-52000.0,0.0,2000.0,-50000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1340.csv
revenue_202601_1341,2026-01,2026-02-10,after_close,2026-06-01,61.0,listed,1341,富林-KY,248122.0,0.0229,0.058899999999999994,0.058899999999999994,1000.0,0.0,1000.0,2000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1341.csv
revenue_202601_1402,2026-01,2026-02-10,after_close,2026-06-01,25.6,listed,1402,遠東新,21993415.0,-0.0754,-0.0023,-0.0023,271890.0,-2532000.0,123000.0,-2137110.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1402.csv
revenue_202601_1410,2026-01,2026-02-10,after_close,2026-06-01,26.1,listed,1410,南染,14210.0,-0.0027,0.18539999999999998,0.18539999999999998,1000.0,0.0,2000.0,3000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1410.csv
revenue_202601_1413,2026-01,2026-02-10,after_close,2026-06-01,9.34,listed,1413,宏洲,144951.0,-0.060599999999999994,-0.2621,-0.2621,2000.0,0.0,1000.0,3000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1413.csv
revenue_202601_1423,2026-01,2026-02-10,after_close,2026-02-11,38.15,listed,1423,利華,5852.0,-0.2495,-0.1281,-0.1281,1000.0,0.0,1000.0,2000.0,18775.0,15482.75,24859.0,1.605593321599845,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1423.csv
revenue_202601_1441,2026-01,2026-02-10,after_close,2026-06-01,9.21,listed,1441,大東,117500.0,-0.0712,-0.1281,-0.1281,2000.0,0.0,2000.0,4000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1441.csv
revenue_202601_1444,2026-01,2026-02-10,after_close,2026-06-01,6.26,listed,1444,力麗,527231.0,-0.032400000000000005,-0.16519999999999999,-0.16519999999999999,108000.0,0.0,9371.0,117371.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1444.csv
revenue_202601_1446,2026-01,2026-02-10,after_close,2026-02-11,16.45,listed,1446,宏和,6715.0,-0.2302,-0.953,-0.953,16000.0,0.0,-19000.0,-3000.0,130435.0,244931.3,137298.0,0.5605571848105979,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1446.csv
revenue_202601_1447,2026-01,2026-02-10,after_close,2026-06-01,6.21,listed,1447,力鵬,2477005.0,0.3065,0.045700000000000005,0.045700000000000005,-9000.0,0.0,8000.0,-1000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1447.csv
revenue_202601_1449,2026-01,2026-02-10,after_close,2026-02-11,10.85,listed,1449,佳和,228333.0,-0.5267000000000001,0.1024,0.1024,-83000.0,0.0,-2325.0,-85325.0,511240.8,778973.35,752562.0,0.9660946680653453,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1449.csv
revenue_202601_1470,2026-01,2026-02-10,after_close,2026-06-01,22.5,listed,1470,大統新創,73862.0,-0.152,0.08779999999999999,0.08779999999999999,2000.0,0.0,1000.0,3000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1470.csv
revenue_202601_1473,2026-01,2026-02-10,after_close,2026-06-01,21.0,listed,1473,台南,696586.0,0.4817,-0.1165,-0.1165,36000.0,0.0,83000.0,119000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1473.csv
revenue_202601_1474,2026-01,2026-02-10,after_close,2026-06-01,9.87,listed,1474,弘裕,239437.0,-0.08839999999999999,0.0942,0.0942,7000.0,0.0,7000.0,14000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1474.csv
revenue_202601_1475,2026-01,2026-02-10,after_close,2026-06-01,24.6,listed,1475,業旺,129122.0,-0.051399999999999994,-0.0492,-0.0492,2000.0,0.0,3000.0,5000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1475.csv
revenue_202601_1476,2026-01,2026-02-10,after_close,2026-06-01,342.5,listed,1476,儒鴻,3581621.0,0.0852,0.0754,0.0754,268363.0,1113.0,-8315.0,261161.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1476.csv
revenue_202601_1477,2026-01,2026-02-10,after_close,2026-06-01,216.5,listed,1477,聚陽,2828261.0,-0.1173,-0.192,-0.192,-154340.0,-8039.0,-37091.0,-199470.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1477.csv
revenue_202601_4438,2026-01,2026-02-10,after_close,2026-06-01,61.0,listed,4438,廣越,1039301.0,-0.1707,0.0235,0.0235,-1000.0,0.0,-2000.0,-3000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\4438.csv
revenue_202601_4440,2026-01,2026-02-10,after_close,2026-06-01,17.75,listed,4440,宜新實業,105543.0,-0.044000000000000004,0.3038,0.3038,5000.0,0.0,0.0,5000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\4440.csv
revenue_202601_4441,2026-01,2026-02-10,after_close,2026-06-01,203.0,listed,4441,振大環球,701250.0,0.026000000000000002,0.5312,0.5312,-1891.0,0.0,1000.0,-891.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\4441.csv
revenue_202601_1503,2026-01,2026-02-10,after_close,2026-06-01,220.5,listed,1503,士電,4483948.0,0.10099999999999999,0.0555,0.0555,-243296.0,-2000.0,-14913.0,-260209.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1503.csv
revenue_202601_1506,2026-01,2026-02-10,after_close,2026-06-01,10.15,listed,1506,正道,95635.0,0.1913,0.2828,0.2828,8000.0,0.0,8000.0,16000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1506.csv
revenue_202601_1515,2026-01,2026-02-10,after_close,2026-06-01,21.8,listed,1515,力山,450296.0,-0.19,0.3408,0.3408,19000.0,0.0,1166.0,20166.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1515.csv
revenue_202601_1519,2026-01,2026-02-10,after_close,2026-02-11,950.0,listed,1519,華城,1356774.0,-0.6511,0.064,0.064,-1153.0,18343.0,-15098.0,2092.0,3790630.2,6326275.6,3904381.0,0.6171689706341595,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1519.csv
revenue_202601_1526,2026-01,2026-02-10,after_close,2026-06-01,14.45,listed,1526,日馳,55083.0,-0.0675,-0.09609999999999999,-0.09609999999999999,18000.0,0.0,1000.0,19000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1526.csv
revenue_202601_1527,2026-01,2026-02-10,after_close,2026-06-01,33.0,listed,1527,鑽全,240478.0,0.2758,-0.1801,-0.1801,15000.0,0.0,2000.0,17000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1527.csv
revenue_202601_1528,2026-01,2026-02-10,after_close,2026-06-01,26.3,listed,1528,恩德,225360.0,0.0703,0.2978,0.2978,3673000.0,0.0,-87292.0,3585708.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1528.csv
revenue_202601_1529,2026-01,2026-02-10,after_close,2026-06-01,22.15,listed,1529,樂事綠能,156851.0,0.2902,2.7721,2.7721,10000.0,0.0,1000.0,11000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1529.csv
revenue_202601_1530,2026-01,2026-02-10,after_close,2026-06-01,35.2,listed,1530,亞崴,141251.0,-0.2346,-0.3175,-0.3175,7000.0,0.0,2000.0,9000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1530.csv
revenue_202601_1531,2026-01,2026-02-10,after_close,2026-06-01,12.15,listed,1531,高林股,117207.0,-0.1234,-0.1377,-0.1377,105000.0,0.0,-3000.0,102000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1531.csv
revenue_202601_1532,2026-01,2026-02-10,after_close,2026-06-01,21.0,listed,1532,勤美,1082068.0,0.063,0.013000000000000001,0.013000000000000001,112000.0,-1340.0,-3000.0,107660.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1532.csv
revenue_202601_1535,2026-01,2026-02-10,after_close,2026-06-01,49.6,listed,1535,中宇,630751.0,-0.3071,-0.23199999999999998,-0.23199999999999998,25000.0,0.0,4000.0,29000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1535.csv
revenue_202601_1537,2026-01,2026-02-10,after_close,2026-06-01,126.0,listed,1537,廣隆,618676.0,0.1105,-0.046900000000000004,-0.046900000000000004,8000.0,0.0,3000.0,11000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1537.csv
revenue_202601_1539,2026-01,2026-02-10,after_close,2026-06-01,16.6,listed,1539,巨庭,92097.0,0.16699999999999998,-0.3865,-0.3865,-1000.0,0.0,0.0,-1000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1539.csv
revenue_202601_1540,2026-01,2026-02-10,after_close,2026-06-01,21.2,listed,1540,喬福,36298.0,0.2377,-0.3215,-0.3215,-23000.0,0.0,12000.0,-11000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1540.csv
revenue_202601_1541,2026-01,2026-02-10,after_close,2026-06-01,22.35,listed,1541,錩泰,248105.0,0.1066,-0.23399999999999999,-0.23399999999999999,44000.0,0.0,-3000.0,41000.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1541.csv
revenue_202601_1558,2026-01,2026-02-10,after_close,2026-06-01,91.8,listed,1558,伸興,719888.0,0.3924,-0.0815,-0.0815,6000.0,-193.0,-1.0,5806.0,,,,,False,False,False,False,,D:\mainSD\projects\topic_06_self_assessed_eps_catalyst\project_data\simple_monthly_revenue\prices\1558.csv
