spec_index,target_positions_per_month,min_trades_per_month,score_step,chip_weight,tech_weight,fundamental_weight,threshold,trades,months,win_rate,avg_return_pct,monthly_avg_return_pct,objective
17,10,5,0.5,1.0,1.0,1.0,21.0,44,5,0.590909,0.054586,0.058067,0.296802
23,10,5,0.5,1.0,1.0,1.0,21.0,44,5,0.590909,0.054586,0.058067,0.296802
0,5,5,0.5,1.4,1.2,0.8,0.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,0.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,1.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,1.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,2.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,2.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,3.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,3.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,4.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,4.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,5.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,5.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,6.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,6.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,7.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,7.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,8.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,8.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,9.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,9.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,10.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,10.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,11.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,11.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,12.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,12.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,13.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,13.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,14.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,14.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,15.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,15.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,16.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,16.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,17.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,17.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,18.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,18.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,19.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,19.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,20.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,20.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,21.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,21.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,22.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,22.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,23.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,23.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,24.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,24.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,25.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,25.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,26.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,26.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,27.0,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,27.5,25,5,0.6,0.04713,0.04713,0.295922
0,5,5,0.5,1.4,1.2,0.8,28.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,0.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,0.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,1.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,1.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,2.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,2.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,3.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,3.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,4.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,4.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,5.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,5.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,6.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,6.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,7.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,7.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,8.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,8.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,9.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,9.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,10.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,10.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,11.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,11.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,12.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,12.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,13.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,13.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,14.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,14.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,15.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,15.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,16.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,16.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,17.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,17.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,18.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,18.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,19.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,19.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,20.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,20.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,21.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,21.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,22.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,22.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,23.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,23.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,24.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,24.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,25.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,25.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,26.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,26.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,27.0,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,27.5,25,5,0.6,0.04713,0.04713,0.295922
6,5,5,0.5,1.4,1.2,0.8,28.0,25,5,0.6,0.04713,0.04713,0.295922
3,5,5,0.5,1.2,1.0,1.0,0.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,0.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,1.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,1.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,2.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,2.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,3.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,3.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,4.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,4.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,5.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,5.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,6.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,6.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,7.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,7.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,8.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,8.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,9.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,9.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,10.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,10.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,11.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,11.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,12.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,12.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,13.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,13.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,14.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,14.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,15.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,15.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,16.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,16.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,17.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,17.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,18.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,18.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,19.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,19.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,20.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,20.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,21.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,21.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,22.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,22.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,23.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,23.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,24.0,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,24.5,25,5,0.6,0.044891,0.044891,0.29469
3,5,5,0.5,1.2,1.0,1.0,25.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,0.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,0.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,1.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,1.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,2.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,2.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,3.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,3.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,4.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,4.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,5.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,5.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,6.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,6.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,7.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,7.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,8.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,8.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,9.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,9.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,10.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,10.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,11.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,11.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,12.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,12.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,13.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,13.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,14.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,14.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,15.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,15.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,16.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,16.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,17.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,17.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,18.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,18.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,19.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,19.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,20.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,20.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,21.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,21.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,22.0,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,22.5,25,5,0.6,0.044891,0.044891,0.29469
5,5,5,0.5,1.0,1.0,1.0,23.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,0.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,0.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,1.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,1.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,2.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,2.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,3.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,3.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,4.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,4.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,5.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,5.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,6.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,6.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,7.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,7.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,8.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,8.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,9.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,9.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,10.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,10.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,11.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,11.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,12.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,12.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,13.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,13.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,14.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,14.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,15.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,15.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,16.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,16.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,17.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,17.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,18.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,18.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,19.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,19.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,20.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,20.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,21.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,21.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,22.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,22.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,23.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,23.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,24.0,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,24.5,25,5,0.6,0.044891,0.044891,0.29469
9,5,5,0.5,1.2,1.0,1.0,25.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,0.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,0.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,1.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,1.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,2.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,2.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,3.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,3.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,4.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,4.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,5.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,5.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,6.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,6.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,7.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,7.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,8.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,8.5,25,5,0.6,0.044891,0.044891,0.29469
