spec_index,target_positions_per_month,min_trades_per_month,score_step,chip_weight,tech_weight,fundamental_weight,value_weight,threshold,trades,months,win_rate,avg_return_pct,monthly_avg_return_pct,objective
37,20,6,0.5,1.2,1.2,0.8,1.0,22.5,80,5,0.6625,0.086045,0.085185,0.316412
43,20,6,0.5,1.2,1.2,0.8,1.0,22.5,80,5,0.6625,0.086045,0.085185,0.316412
40,20,6,0.5,1.0,1.2,0.8,1.4,21.0,80,5,0.6625,0.079173,0.079237,0.31252
46,20,6,0.5,1.0,1.2,0.8,1.4,21.0,80,5,0.6625,0.079173,0.079237,0.31252
37,20,6,0.5,1.2,1.2,0.8,1.0,23.0,79,5,0.658228,0.082065,0.081594,0.312412
43,20,6,0.5,1.2,1.2,0.8,1.0,23.0,79,5,0.658228,0.082065,0.081594,0.312412
37,20,7,0.5,1.2,1.2,0.8,1.0,22.0,84,5,0.654762,0.084975,0.081459,0.312011
43,20,7,0.5,1.2,1.2,0.8,1.0,22.0,84,5,0.654762,0.084975,0.081459,0.312011
39,20,6,0.5,1.4,1.2,0.8,1.0,24.5,79,5,0.658228,0.079399,0.078971,0.310824
45,20,6,0.5,1.4,1.2,0.8,1.0,24.5,79,5,0.658228,0.079399,0.078971,0.310824
37,20,8,0.5,1.2,1.2,0.8,1.0,21.0,88,5,0.659091,0.081999,0.073797,0.310785
43,20,8,0.5,1.2,1.2,0.8,1.0,21.0,88,5,0.659091,0.081999,0.073797,0.310785
40,20,8,0.5,1.0,1.2,0.8,1.4,19.0,88,5,0.659091,0.07836,0.070594,0.308711
40,20,8,0.5,1.0,1.2,0.8,1.4,19.5,88,5,0.659091,0.07836,0.070594,0.308711
46,20,8,0.5,1.0,1.2,0.8,1.4,19.0,88,5,0.659091,0.07836,0.070594,0.308711
46,20,8,0.5,1.0,1.2,0.8,1.4,19.5,88,5,0.659091,0.07836,0.070594,0.308711
40,20,5,0.5,1.0,1.2,0.8,1.4,21.5,76,5,0.657895,0.073872,0.078383,0.308609
46,20,5,0.5,1.0,1.2,0.8,1.4,21.5,76,5,0.657895,0.073872,0.078383,0.308609
39,20,8,0.5,1.4,1.2,0.8,1.0,23.0,88,5,0.659091,0.077456,0.069799,0.308196
45,20,8,0.5,1.4,1.2,0.8,1.0,23.0,88,5,0.659091,0.077456,0.069799,0.308196
37,20,8,0.5,1.2,1.2,0.8,1.0,21.5,86,5,0.651163,0.082188,0.075303,0.308057
43,20,8,0.5,1.2,1.2,0.8,1.0,21.5,86,5,0.651163,0.082188,0.075303,0.308057
40,20,8,0.5,1.0,1.2,0.8,1.4,20.0,87,5,0.655172,0.079199,0.072094,0.307812
46,20,8,0.5,1.0,1.2,0.8,1.4,20.0,87,5,0.655172,0.079199,0.072094,0.307812
40,20,6,0.5,1.0,1.2,0.8,1.4,20.5,83,5,0.650602,0.080307,0.077508,0.307725
46,20,6,0.5,1.0,1.2,0.8,1.4,20.5,83,5,0.650602,0.080307,0.077508,0.307725
37,20,11,0.5,1.2,1.2,0.8,1.0,20.5,91,5,0.648352,0.082328,0.078069,0.307673
43,20,11,0.5,1.2,1.2,0.8,1.0,20.5,91,5,0.648352,0.082328,0.078069,0.307673
37,20,5,0.5,1.2,1.2,0.8,1.0,24.5,71,5,0.661972,0.070585,0.069661,0.306909
43,20,5,0.5,1.2,1.2,0.8,1.0,24.5,71,5,0.661972,0.070585,0.069661,0.306909
39,20,6,0.5,1.4,1.2,0.8,1.0,24.0,82,5,0.646341,0.08171,0.079003,0.306886
45,20,6,0.5,1.4,1.2,0.8,1.0,24.0,82,5,0.646341,0.08171,0.079003,0.306886
40,20,11,0.5,1.0,1.2,0.8,1.4,18.5,91,5,0.648352,0.078809,0.074867,0.305641
46,20,11,0.5,1.0,1.2,0.8,1.4,18.5,91,5,0.648352,0.078809,0.074867,0.305641
39,20,8,0.5,1.4,1.2,0.8,1.0,23.5,86,5,0.651163,0.07754,0.070989,0.305351
45,20,8,0.5,1.4,1.2,0.8,1.0,23.5,86,5,0.651163,0.07754,0.070989,0.305351
39,20,9,0.5,1.4,1.2,0.8,1.0,22.5,89,5,0.651685,0.076124,0.068583,0.304463
45,20,9,0.5,1.4,1.2,0.8,1.0,22.5,89,5,0.651685,0.076124,0.068583,0.304463
38,20,9,0.5,1.0,1.0,1.0,1.2,18.5,89,5,0.651685,0.072706,0.071733,0.304054
44,20,9,0.5,1.0,1.0,1.0,1.2,18.5,89,5,0.651685,0.072706,0.071733,0.304054
38,20,5,0.5,1.0,1.0,1.0,1.2,21.0,78,5,0.653846,0.067686,0.073449,0.303591
44,20,5,0.5,1.0,1.0,1.0,1.2,21.0,78,5,0.653846,0.067686,0.073449,0.303591
38,20,6,0.5,1.0,1.0,1.0,1.2,20.5,80,5,0.65,0.070667,0.072882,0.302954
44,20,6,0.5,1.0,1.0,1.0,1.2,20.5,80,5,0.65,0.070667,0.072882,0.302954
36,20,9,0.5,1.2,1.0,1.0,0.8,20.5,89,5,0.651685,0.070753,0.069996,0.302937
41,20,9,0.5,1.2,1.0,1.0,1.4,20.5,89,5,0.651685,0.070753,0.069996,0.302937
42,20,9,0.5,1.2,1.0,1.0,0.8,20.5,89,5,0.651685,0.070753,0.069996,0.302937
47,20,9,0.5,1.2,1.0,1.0,1.4,20.5,89,5,0.651685,0.070753,0.069996,0.302937
39,20,5,0.5,1.4,1.2,0.8,1.0,26.5,69,5,0.652174,0.067346,0.069878,0.30191
45,20,5,0.5,1.4,1.2,0.8,1.0,26.5,69,5,0.652174,0.067346,0.069878,0.30191
28,15,6,0.5,1.0,1.2,0.8,1.4,20.5,66,5,0.636364,0.079468,0.075354,0.301198
34,15,6,0.5,1.0,1.2,0.8,1.4,20.5,66,5,0.636364,0.079468,0.075354,0.301198
37,20,14,0.5,1.2,1.2,0.8,1.0,19.5,94,5,0.638298,0.077912,0.074167,0.30113
37,20,14,0.5,1.2,1.2,0.8,1.0,20.0,94,5,0.638298,0.077912,0.074167,0.30113
43,20,14,0.5,1.2,1.2,0.8,1.0,19.5,94,5,0.638298,0.077912,0.074167,0.30113
43,20,14,0.5,1.2,1.2,0.8,1.0,20.0,94,5,0.638298,0.077912,0.074167,0.30113
39,20,6,0.5,1.4,1.2,0.8,1.0,25.0,77,5,0.649351,0.069336,0.067148,0.300795
45,20,6,0.5,1.4,1.2,0.8,1.0,25.0,77,5,0.649351,0.069336,0.067148,0.300795
37,20,5,0.5,1.2,1.2,0.8,1.0,24.0,74,5,0.648649,0.068667,0.066905,0.300219
43,20,5,0.5,1.2,1.2,0.8,1.0,24.0,74,5,0.648649,0.068667,0.066905,0.300219
36,20,6,0.5,1.2,1.0,1.0,0.8,22.0,81,5,0.641975,0.070538,0.071086,0.29925
41,20,6,0.5,1.2,1.0,1.0,1.4,22.0,81,5,0.641975,0.070538,0.071086,0.29925
42,20,6,0.5,1.2,1.0,1.0,0.8,22.0,81,5,0.641975,0.070538,0.071086,0.29925
47,20,6,0.5,1.2,1.0,1.0,1.4,22.0,81,5,0.641975,0.070538,0.071086,0.29925
40,20,14,0.5,1.0,1.2,0.8,1.4,17.5,94,5,0.638298,0.074505,0.070965,0.299137
40,20,14,0.5,1.0,1.2,0.8,1.4,18.0,94,5,0.638298,0.074505,0.070965,0.299137
46,20,14,0.5,1.0,1.2,0.8,1.4,17.5,94,5,0.638298,0.074505,0.070965,0.299137
46,20,14,0.5,1.0,1.2,0.8,1.4,18.0,94,5,0.638298,0.074505,0.070965,0.299137
40,20,5,0.5,1.0,1.2,0.8,1.4,22.5,72,5,0.652778,0.063391,0.063291,0.299121
46,20,5,0.5,1.0,1.2,0.8,1.4,22.5,72,5,0.652778,0.063391,0.063291,0.299121
39,20,14,0.5,1.4,1.2,0.8,1.0,21.0,94,5,0.638298,0.073659,0.070169,0.298642
39,20,14,0.5,1.4,1.2,0.8,1.0,21.5,94,5,0.638298,0.073659,0.070169,0.298642
45,20,14,0.5,1.4,1.2,0.8,1.0,21.0,94,5,0.638298,0.073659,0.070169,0.298642
45,20,14,0.5,1.4,1.2,0.8,1.0,21.5,94,5,0.638298,0.073659,0.070169,0.298642
38,20,8,0.5,1.0,1.0,1.0,1.2,19.0,88,5,0.647727,0.068241,0.06169,0.298398
44,20,8,0.5,1.0,1.0,1.0,1.2,19.0,88,5,0.647727,0.068241,0.06169,0.298398
39,20,6,0.5,1.4,1.2,0.8,1.0,25.5,74,5,0.648649,0.06609,0.062138,0.298126
39,20,6,0.5,1.4,1.2,0.8,1.0,26.0,74,5,0.648649,0.06609,0.062138,0.298126
45,20,6,0.5,1.4,1.2,0.8,1.0,25.5,74,5,0.648649,0.06609,0.062138,0.298126
45,20,6,0.5,1.4,1.2,0.8,1.0,26.0,74,5,0.648649,0.06609,0.062138,0.298126
40,20,18,0.5,1.0,1.2,0.8,1.4,16.5,98,5,0.632653,0.075044,0.074174,0.29787
46,20,18,0.5,1.0,1.2,0.8,1.4,16.5,98,5,0.632653,0.075044,0.074174,0.29787
36,20,6,0.5,1.2,1.0,1.0,0.8,21.5,84,5,0.642857,0.068673,0.066614,0.297832
41,20,6,0.5,1.2,1.0,1.0,1.4,21.5,84,5,0.642857,0.068673,0.066614,0.297832
42,20,6,0.5,1.2,1.0,1.0,0.8,21.5,84,5,0.642857,0.068673,0.066614,0.297832
47,20,6,0.5,1.2,1.0,1.0,1.4,21.5,84,5,0.642857,0.068673,0.066614,0.297832
39,20,5,0.5,1.4,1.2,0.8,1.0,27.0,67,5,0.641791,0.0675,0.068346,0.297428
45,20,5,0.5,1.4,1.2,0.8,1.0,27.0,67,5,0.641791,0.0675,0.068346,0.297428
37,20,15,0.5,1.2,1.2,0.8,1.0,18.5,95,5,0.631579,0.075975,0.072546,0.297359
37,20,15,0.5,1.2,1.2,0.8,1.0,19.0,95,5,0.631579,0.075975,0.072546,0.297359
43,20,15,0.5,1.2,1.2,0.8,1.0,18.5,95,5,0.631579,0.075975,0.072546,0.297359
43,20,15,0.5,1.2,1.2,0.8,1.0,19.0,95,5,0.631579,0.075975,0.072546,0.297359
39,20,13,0.5,1.4,1.2,0.8,1.0,22.0,93,5,0.634409,0.074353,0.070267,0.297354
45,20,13,0.5,1.4,1.2,0.8,1.0,22.0,93,5,0.634409,0.074353,0.070267,0.297354
40,20,20,0.5,1.0,1.2,0.8,1.4,0.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,0.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,1.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,1.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,2.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,2.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,3.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,3.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,4.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,4.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,5.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,5.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,6.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,6.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,7.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,7.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,8.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,8.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,9.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,9.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,10.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,10.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,11.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,11.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,12.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,12.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,13.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,13.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,14.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,14.5,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,15.0,100,5,0.63,0.075534,0.075534,0.29732
40,20,20,0.5,1.0,1.2,0.8,1.4,15.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,0.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,0.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,1.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,1.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,2.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,2.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,3.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,3.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,4.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,4.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,5.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,5.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,6.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,6.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,7.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,7.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,8.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,8.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,9.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,9.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,10.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,10.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,11.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,11.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,12.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,12.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,13.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,13.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,14.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,14.5,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,15.0,100,5,0.63,0.075534,0.075534,0.29732
46,20,20,0.5,1.0,1.2,0.8,1.4,15.5,100,5,0.63,0.075534,0.075534,0.29732
36,20,8,0.5,1.2,1.0,1.0,0.8,21.0,88,5,0.647727,0.066266,0.059952,0.297272
41,20,8,0.5,1.2,1.0,1.0,1.4,21.0,88,5,0.647727,0.066266,0.059952,0.297272
42,20,8,0.5,1.2,1.0,1.0,0.8,21.0,88,5,0.647727,0.066266,0.059952,0.297272
47,20,8,0.5,1.2,1.0,1.0,1.4,21.0,88,5,0.647727,0.066266,0.059952,0.297272
36,20,5,0.5,1.2,1.0,1.0,0.8,24.0,70,5,0.657143,0.054709,0.060451,0.297118
41,20,5,0.5,1.2,1.0,1.0,1.4,24.0,70,5,0.657143,0.054709,0.060451,0.297118
42,20,5,0.5,1.2,1.0,1.0,0.8,24.0,70,5,0.657143,0.054709,0.060451,0.297118
47,20,5,0.5,1.2,1.0,1.0,1.4,24.0,70,5,0.657143,0.054709,0.060451,0.297118
28,15,6,0.5,1.0,1.2,0.8,1.4,21.0,65,5,0.630769,0.074529,0.072141,0.296428
34,15,6,0.5,1.0,1.2,0.8,1.4,21.0,65,5,0.630769,0.074529,0.072141,0.296428
28,15,8,0.5,1.0,1.2,0.8,1.4,19.0,68,5,0.632353,0.074749,0.069046,0.296365
28,15,8,0.5,1.0,1.2,0.8,1.4,19.5,68,5,0.632353,0.074749,0.069046,0.296365
28,15,8,0.5,1.0,1.2,0.8,1.4,20.0,68,5,0.632353,0.074749,0.069046,0.296365
34,15,8,0.5,1.0,1.2,0.8,1.4,19.0,68,5,0.632353,0.074749,0.069046,0.296365
34,15,8,0.5,1.0,1.2,0.8,1.4,19.5,68,5,0.632353,0.074749,0.069046,0.296365
34,15,8,0.5,1.0,1.2,0.8,1.4,20.0,68,5,0.632353,0.074749,0.069046,0.296365
36,20,5,0.5,1.2,1.0,1.0,0.8,23.5,74,5,0.648649,0.058997,0.064678,0.296278
41,20,5,0.5,1.2,1.0,1.0,1.4,23.5,74,5,0.648649,0.058997,0.064678,0.296278
42,20,5,0.5,1.2,1.0,1.0,0.8,23.5,74,5,0.648649,0.058997,0.064678,0.296278
47,20,5,0.5,1.2,1.0,1.0,1.4,23.5,74,5,0.648649,0.058997,0.064678,0.296278
39,20,17,0.5,1.4,1.2,0.8,1.0,19.0,97,5,0.628866,0.074826,0.073554,0.296124
45,20,17,0.5,1.4,1.2,0.8,1.0,19.0,97,5,0.628866,0.074826,0.073554,0.296124
38,20,6,0.5,1.0,1.0,1.0,1.2,20.0,83,5,0.638554,0.068036,0.066912,0.295962
44,20,6,0.5,1.0,1.0,1.0,1.2,20.0,83,5,0.638554,0.068036,0.066912,0.295962
37,20,18,0.5,1.2,1.2,0.8,1.0,17.5,98,5,0.622449,0.077745,0.076759,0.29538
43,20,18,0.5,1.2,1.2,0.8,1.0,17.5,98,5,0.622449,0.077745,0.076759,0.29538
40,20,15,0.5,1.0,1.2,0.8,1.4,17.0,95,5,0.631579,0.072604,0.069344,0.295379
46,20,15,0.5,1.0,1.2,0.8,1.4,17.0,95,5,0.631579,0.072604,0.069344,0.295379
38,20,7,0.5,1.0,1.0,1.0,1.2,19.5,86,5,0.639535,0.068544,0.061916,0.295283
44,20,7,0.5,1.0,1.0,1.0,1.2,19.5,86,5,0.639535,0.068544,0.061916,0.295283
39,20,15,0.5,1.4,1.2,0.8,1.0,19.5,95,5,0.631579,0.071767,0.068548,0.294887
39,20,15,0.5,1.4,1.2,0.8,1.0,20.0,95,5,0.631579,0.071767,0.068548,0.294887
39,20,15,0.5,1.4,1.2,0.8,1.0,20.5,95,5,0.631579,0.071767,0.068548,0.294887
45,20,15,0.5,1.4,1.2,0.8,1.0,19.5,95,5,0.631579,0.071767,0.068548,0.294887
45,20,15,0.5,1.4,1.2,0.8,1.0,20.0,95,5,0.631579,0.071767,0.068548,0.294887
45,20,15,0.5,1.4,1.2,0.8,1.0,20.5,95,5,0.631579,0.071767,0.068548,0.294887
37,20,6,0.5,1.2,1.2,0.8,1.0,23.5,75,5,0.64,0.0667,0.061944,0.294831
43,20,6,0.5,1.2,1.2,0.8,1.0,23.5,75,5,0.64,0.0667,0.061944,0.294831
40,20,19,0.5,1.0,1.2,0.8,1.4,16.0,99,5,0.626263,0.073893,0.073433,0.294726
46,20,19,0.5,1.0,1.2,0.8,1.4,16.0,99,5,0.626263,0.073893,0.073433,0.294726
40,20,5,0.5,1.0,1.2,0.8,1.4,22.0,73,5,0.643836,0.06195,0.060869,0.294434
46,20,5,0.5,1.0,1.2,0.8,1.4,22.0,73,5,0.643836,0.06195,0.060869,0.294434
40,20,5,0.5,1.0,1.2,0.8,1.4,23.0,69,5,0.637681,0.064707,0.066105,0.294246
46,20,5,0.5,1.0,1.2,0.8,1.4,23.0,69,5,0.637681,0.064707,0.066105,0.294246
36,20,6,0.5,1.2,1.0,1.0,0.8,22.5,78,5,0.641026,0.061937,0.064004,0.294089
41,20,6,0.5,1.2,1.0,1.0,1.4,22.5,78,5,0.641026,0.061937,0.064004,0.294089
42,20,6,0.5,1.2,1.0,1.0,0.8,22.5,78,5,0.641026,0.061937,0.064004,0.294089
47,20,6,0.5,1.2,1.0,1.0,1.4,22.5,78,5,0.641026,0.061937,0.064004,0.294089
37,20,16,0.5,1.2,1.2,0.8,1.0,18.0,96,5,0.625,0.074533,0.071672,0.294005
43,20,16,0.5,1.2,1.2,0.8,1.0,18.0,96,5,0.625,0.074533,0.071672,0.294005
37,20,5,0.5,1.2,1.2,0.8,1.0,25.0,66,5,0.636364,0.064303,0.067414,0.293905
43,20,5,0.5,1.2,1.2,0.8,1.0,25.0,66,5,0.636364,0.064303,0.067414,0.293905
37,20,20,0.5,1.2,1.2,0.8,1.0,0.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,0.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,1.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,1.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,2.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,2.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,3.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,3.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,4.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,4.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,5.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,5.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,6.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,6.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,7.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,7.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,8.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,8.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,9.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,9.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,10.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,10.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,11.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,11.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,12.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,12.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,13.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,13.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,14.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,14.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,15.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,15.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,16.0,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,16.5,100,5,0.62,0.075845,0.075845,0.293507
37,20,20,0.5,1.2,1.2,0.8,1.0,17.0,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,0.0,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,0.5,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,1.0,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,1.5,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,2.0,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,2.5,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,3.0,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,3.5,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,4.0,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,4.5,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,5.0,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,5.5,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,6.0,100,5,0.62,0.075845,0.075845,0.293507
43,20,20,0.5,1.2,1.2,0.8,1.0,6.5,100,5,0.62,0.075845,0.075845,0.293507
